uniprot_id,protein,gene,description,gene_symbol,OP_S06_Pre,OP_S11_Pre,OP_S12_Pre,OP_S17_Pre,O_S05_Pre,O_S06_Pre,O_S07_Pre,O_S10_Pre,O_S16_Pre,O_S17_Pre,O_S24_Pre,O_S28_Pre,O_S29_Pre,O_S32_Pre,O_S35_Pre,OP_S06_Post,OP_S11_Post,OP_S12_Post,OP_S17_Post,O_S05_Post,O_S06_Post,O_S07_Post,O_S10_Post,O_S16_Post,O_S17_Post,O_S24_Post,O_S28_Post,O_S29_Post,O_S32_Post,O_S35_Post,YP_S14_Pre,YP_S45_Pre,YP_S56_Pre,Y_S01_Pre,Y_S07_Pre,Y_S10_Pre,Y_S11_Pre,Y_S16_Pre,Y_S28_Pre,Y_S30_Pre,Y_S31_Pre,Y_S32_Pre,Y_S34_Pre,Y_S35_Pre,Y_S36_Pre,Y_S40_Pre,YP_S14_Post,YP_S45_Post,YP_S56_Post,Y_S01_Post,Y_S07_Post,Y_S10_Post,Y_S11_Post,Y_S16_Post,Y_S28_Post,Y_S30_Post,Y_S31_Post,Y_S32_Post,Y_S34_Post,Y_S35_Post,Y_S36_Post,Y_S40_Post,logFC,CI.L,CI.R,average_intensity,t,B,P.Value,adj.P.Val,pi_score,sig_pi
Q07021,C1QBP_HUMAN,C1QBP,"Complement component 1 Q subcomponent-binding protein, mitochondrial",,22.9153141,23.14125156,23.88595186,23.94111838,23.34617184,23.75937573,23.16791322,23.13732057,23.37511075,23.27199585,23.98797394,23.41687637,23.27591632,23.59630985,23.77055442,23.64721919,23.45713056,23.85663291,23.58262692,23.41764955,23.76795403,23.76153006,23.43389936,23.5395378,23.76333735,23.55801838,23.7483579,23.06154364,23.26116037,23.64306262,23.49054593,23.34232564,23.8229025,23.37402968,23.84195927,24.12766333,23.98937179,23.25979784,23.78381402,23.23430177,23.77751307,23.41707891,23.74878582,23.60877714,23.5361468,24.02064668,23.95400669,23.29118858,23.64112574,23.78218582,23.24587151,22.4876888,23.12651483,23.47032009,23.06421795,23.85083408,23.76857757,23.75563012,23.57760242,24.07309575,23.74339234,23.89317438,0.283235505,-0.105007681,0.671478691,23.55790165,1.458288085,-5.062997906,0.149804383,0.444123969,0.584089328,0
Q07065,CKAP4_HUMAN,CKAP4,Cytoskeleton-associated protein 4,,NA,17.68864281,16.93847167,17.92441428,NA,17.73360175,NA,NA,17.67306217,17.54459329,NA,NA,NA,18.46575344,NA,17.75038583,18.30423719,17.82145596,NA,17.28648681,19.21345699,17.86622521,NA,18.16945296,17.74162305,NA,NA,17.29579917,17.61858225,18.24096146,NA,NA,18.3080687,NA,NA,NA,17.60939204,NA,17.65256327,NA,NA,NA,NA,NA,NA,NA,18.50719348,NA,18.53454346,18.54647422,17.70691587,17.70374432,NA,17.81728948,NA,18.13331794,18.69424992,17.95252566,17.6862781,17.86643986,17.77115657,18.33528615,0.452382563,-0.386069473,1.2908346,17.94419545,1.096426528,-5.096986943,0.280586096,0.581461837,0.562749022,0
Q07507,DERM_HUMAN,DPT,Dermatopontin,,19.31990718,16.88233243,18.01133716,18.46447803,NA,NA,NA,19.07685089,17.65031449,17.24725768,17.14085966,18.35320322,17.55625559,17.20960368,18.0386745,18.19508357,18.50709512,18.10949621,18.2654687,17.31230621,18.19867166,18.43814387,17.08945871,NA,17.36570398,NA,18.22095264,17.5850434,18.42506242,17.9304652,NA,19.17509728,NA,NA,NA,NA,NA,17.2589243,17.85360042,NA,18.66418235,17.27528333,17.75280229,18.62910695,18.81507453,17.90663207,NA,NA,NA,NA,NA,NA,18.93855022,NA,NA,NA,NA,NA,NA,NA,17.57992619,NA,0.293144026,-0.590095981,1.176384033,18.01231128,0.673083549,-5.719963091,0.505186261,0.754568462,0.818594058,0
Q07866,KLC1_HUMAN,KLC1,Kinesin light chain 1,,16.93687565,16.71618179,16.84640038,16.29915958,16.74024662,16.97949995,17.15613142,16.65997212,17.12854933,16.46892641,17.09954477,16.75593736,17.24612766,17.28921815,16.38711469,16.87326532,17.35234067,16.98166984,16.63297674,17.0887913,17.70694044,16.28791653,16.65529533,16.95334318,17.12620533,17.05263101,16.68401297,16.89092096,17.11738987,17.40467475,NA,NA,17.31724048,NA,NA,NA,NA,16.77325043,NA,NA,NA,NA,NA,16.45736644,17.15823039,16.39917543,16.68074117,NA,17.70457533,NA,NA,16.60140435,NA,16.64399817,NA,16.64621251,17.38769333,17.23129924,NA,17.12548584,16.33149241,16.94679906,0.107854228,-0.395057438,0.610765894,16.90940499,0.431930229,-5.821236914,0.667852414,0.858523027,0.95739477,0
Q07955,SRSF1_HUMAN,SRSF1,Serine/arginine-rich splicing factor 1,,18.49237774,18.51469717,17.69809835,17.26458877,18.37118587,18.21660991,NA,18.36303852,18.56563967,18.67951178,17.00126014,18.15609949,18.38834462,18.65299038,18.4675149,17.46650191,18.68706258,17.49318237,17.69275824,18.05970194,18.52610163,18.54419852,17.68862434,18.5243516,18.81940285,NA,18.08450211,18.68643073,18.85446919,18.48723024,NA,18.50343338,18.06085613,NA,NA,NA,NA,NA,18.27869225,17.93180556,NA,NA,NA,17.58463301,NA,NA,NA,18.2383195,17.94636037,NA,NA,NA,NA,NA,NA,NA,17.37917982,NA,NA,17.74289376,17.46595955,18.01130593,-0.142443378,-0.757006938,0.472120182,18.14333115,-0.468799106,-5.785383614,0.641819841,0.84261264,0.938787454,0
Q07960,RHG01_HUMAN,ARHGAP1,Rho GTPase-activating protein 1,,16.82872538,16.3405719,16.91069418,15.79641797,16.39911397,16.2234356,16.34511807,16.24701728,16.16776905,16.19708601,17.81784829,16.73365952,16.49097831,16.77668688,16.59359283,16.76305535,17.01966913,17.42377441,17.03198505,16.36146788,17.80562617,16.8302413,NA,16.27986996,NA,16.91490349,16.98418399,17.08301011,17.17238164,17.46603184,16.7893392,16.95359456,16.94596303,17.52067468,17.01002307,NA,17.07519637,16.95409474,17.5330678,17.21841728,17.52283142,17.23207305,NA,17.3145596,16.82242906,16.82241181,17.60570643,17.38999666,17.70356125,17.63475599,17.1798093,17.30875718,NA,16.5594235,17.11590102,17.70645088,18.02538524,17.92864888,17.8046049,17.56800994,16.85189754,18.03105272,1.073235461,0.601554975,1.544915948,17.03743075,4.556209543,2.387558901,2.79E-05,0.009844588,1.30E-05,1
Q08043,ACTN3_HUMAN,ACTN3,Alpha-actinin-3,,26.4568414,19.49546205,24.18874819,25.19104531,21.91983729,22.4342929,23.19893997,24.95557275,20.85953288,NA,21.15628296,24.02966747,22.79729896,NA,20.96155067,22.38264249,21.37428439,23.32196582,25.07965766,NA,23.58168334,23.05371647,23.29953865,19.78607848,NA,23.33899155,26.40723957,NA,22.4493392,20.66242455,26.09823846,28.01788229,22.85232759,24.32783448,23.76668124,24.36691218,24.61461763,24.52376366,25.81826035,24.36734742,26.10702055,NA,23.04317333,26.43578833,26.10708039,24.73361221,21.42227342,26.87227304,19.71405685,24.39729725,24.66651139,22.2770156,27.82022174,25.27807693,24.71095156,22.52116063,24.35977841,NA,25.29474365,23.07754629,25.48209922,23.18130361,2.108723918,0.005110441,4.212337395,23.79342699,2.008871332,-4.14600249,0.049465028,0.256484888,0.001764556,1
Q08209,PP2BA_HUMAN,PPP3CA,Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform,,23.5871505,23.30229398,23.09327968,22.85001535,23.06832457,22.53818316,23.61821808,23.86862969,23.06103108,23.32983973,23.13990678,23.79298589,23.07098844,22.87011759,23.04382136,23.42998983,23.354433,22.88833085,22.70448806,23.11428796,22.91722892,23.37593758,23.30880103,23.04402515,23.18674306,23.16495596,23.35714171,23.75355593,23.57887223,22.98985439,23.32504836,23.62470239,23.09679088,23.41886291,23.17153929,23.80327198,23.559352,23.22681246,23.09964507,23.2189624,23.25965215,23.11685966,22.66773498,23.59337225,23.32241244,23.31796039,22.8232386,23.27567264,23.12019993,22.87394346,23.11049478,23.31004095,23.64847768,23.12737753,23.21869228,23.12576605,23.009128,23.06335807,22.8783134,23.27421532,23.55637581,23.64132479,0.081374487,-0.249235209,0.411984183,23.23037146,0.492007988,-5.95237894,0.624449869,0.831488538,0.962406883,0
Q08211,DHX9_HUMAN,DHX9,ATP-dependent RNA helicase A,,18.49363113,19.10879362,19.2021036,18.93291531,18.70177601,18.88625008,18.59116815,19.25403625,18.73778999,18.92554211,18.79085298,18.8405168,19.03526785,18.40642014,18.30167488,18.5279608,19.2689335,18.72788653,18.61488315,18.58003909,19.34775057,18.97985402,18.41730347,18.19044556,19.19015999,18.89712219,18.72494134,18.74998045,19.115326,18.98784733,18.66102236,18.71406384,19.42106777,19.06217143,NA,18.48124753,NA,18.45123267,18.91675512,18.74298717,NA,19.08212227,NA,18.9109064,18.67666672,18.38485204,18.67059279,19.24211185,19.58517913,NA,18.89811526,19.43494469,18.48769794,NA,18.43358421,18.78062864,19.14847507,18.59131989,18.86142222,19.08764876,18.51923656,18.43720293,-0.016217009,-0.406031029,0.373597011,18.82522193,-0.083336967,-6.037757667,0.933880524,0.976350622,0.998891262,0
Q08257,QOR_HUMAN,CRYZ,Quinone oxidoreductase,,23.08607221,22.39880853,22.82097375,23.08877502,23.06204863,22.99509595,22.57359074,22.99413215,21.85482218,22.50125481,23.28463149,22.46725688,22.89652766,22.79835886,22.95693621,23.50817015,22.47878492,22.78804492,22.98587761,22.92999025,22.99283482,22.42449004,23.32816368,22.21460108,22.51106733,23.15802111,22.51725975,22.57240513,23.07925381,23.10662322,22.70966374,23.3604235,22.72938228,22.7441386,22.72888278,22.34764392,23.0124154,23.30323726,22.44272813,23.22086378,22.42302284,22.54660648,22.50928902,22.77706735,23.4129476,22.46059404,22.83842552,23.39911625,22.73107197,22.97421284,22.82447412,22.26365543,23.35418254,23.43828312,22.36418616,23.33692843,22.58932831,22.90634385,22.47857935,22.97490683,23.16370023,22.01386793,0.06469118,-0.329087163,0.458469523,22.81862972,0.328392116,-6.016804842,0.743720843,0.896708767,0.981027899,0
Q08357,S20A2_HUMAN,SLC20A2,Sodium-dependent phosphate transporter 2,,23.45189976,19.10033001,22.27731942,22.14489639,21.27766129,20.00603224,20.938882,21.58068503,20.49174242,20.47096964,NA,23.03513861,20.73656575,19.68474147,21.54598105,21.50598817,22.41404488,21.79699456,22.18906203,19.24276766,22.7347451,22.22065161,21.39401956,20.07085634,20.35070699,18.75800423,23.49382631,18.85048016,20.87896814,20.73974503,21.59628054,24.48841112,19.92529617,21.29757046,NA,21.68758299,NA,21.27770047,21.79048421,22.05088471,21.98605902,20.68941582,20.99882751,22.6449443,21.83196985,20.44084617,NA,20.95673611,NA,20.73259533,NA,NA,23.97371879,21.23826457,20.73852436,18.58747144,NA,18.72677268,21.18611965,19.43137045,21.32833757,19.53140256,0.502975534,-1.015258872,2.02120994,21.15780172,0.664181596,-5.823879987,0.509397614,0.75669512,0.712289908,0
Q08623,HDHD1_HUMAN,PUDP,Pseudouridine-5'-phosphatase,,21.38625048,21.18232662,21.25311124,21.12504147,21.03038794,21.28362298,21.57254035,21.18881807,20.89368722,21.0999438,21.43536945,22.00279024,20.98573661,21.21836293,20.90167292,21.59830521,21.03410576,21.18085429,21.17196807,21.27891817,20.54395842,21.1280698,21.08575078,21.08633725,20.69671998,21.41463124,21.15911349,22.07166659,21.27122758,21.2812909,21.62622392,20.84820488,20.7974346,20.89456043,NA,NA,NA,20.78714786,20.96958422,21.26092255,21.98934017,21.01475814,21.360205,21.37101434,21.15796515,21.51551737,21.2616039,21.70980352,20.78889297,21.23149068,NA,NA,21.8295185,20.66160781,21.3641384,21.06795509,20.52046065,20.94759207,21.59052797,20.9386924,20.77478744,19.93276567,-0.057967991,-0.52782737,0.411891388,21.17149641,-0.247045491,-6.019135112,0.80575987,0.925420314,0.987558722,0
Q08722,CD47_HUMAN,CD47,Leukocyte surface antigen CD47,,18.61559799,19.14662536,19.23701444,18.80922132,19.00126521,18.9769346,19.14353182,18.99464804,19.07868071,19.19890027,19.26517705,18.57238251,18.67965877,18.76701924,19.1215849,19.00814538,18.87468996,18.74038109,19.36512024,18.44324121,19.13251037,17.86426223,19.02202339,19.04564356,17.64981931,19.2256592,18.29474399,19.26683557,18.94097914,18.90432188,19.29329498,18.92030742,18.65438222,19.22402618,19.72900543,19.08344842,NA,18.81386155,19.18294739,18.38467712,18.78072771,19.5297811,18.66175572,18.88989275,18.65572977,18.71486516,19.19276218,18.8889742,19.37413877,18.65135995,19.29085205,19.41653942,19.06104355,19.28612694,19.01395661,18.84223051,18.32934881,19.20273069,19.08110063,19.14902437,18.79952408,18.16652595,-0.193183489,-0.634323976,0.247956998,18.9287141,-0.875656892,-5.696478588,0.384648825,0.673582803,0.831459874,0
Q08752,PPID_HUMAN,PPID,Peptidyl-prolyl cis-trans isomerase D,,NA,19.19552294,19.22192773,NA,20.06609843,18.8910189,NA,NA,NA,NA,20.35287374,17.98217656,19.44721386,18.58730993,19.44473088,18.49858286,19.76094453,NA,NA,18.5100294,NA,18.56106806,18.83050139,19.39769507,18.91805279,19.65553509,NA,18.94515764,NA,19.61642152,NA,NA,NA,NA,NA,19.21572068,NA,NA,NA,19.18747471,18.70209747,NA,NA,NA,19.08707345,19.17802032,19.45546455,NA,18.9553821,NA,NA,20.0539864,NA,19.20560975,18.53581435,18.10535493,NA,18.80462834,NA,NA,17.68893809,NA,-0.309216349,-1.253933733,0.635501036,19.06432583,-0.666668821,-5.564429845,0.50975468,0.75669512,0.811916385,0
Q09666,AHNK_HUMAN,AHNAK,Neuroblast differentiation-associated protein AHNAK,,25.101643,24.86145098,24.85373228,24.43901505,24.79488204,24.51370587,24.71209173,24.77318625,24.82336084,24.79946489,24.39701522,24.79057806,24.54329702,24.65820868,24.22013062,24.88181622,24.917667,24.73444438,24.37851493,24.47822492,25.33523148,24.55793491,24.51860585,24.51211665,24.50459255,24.7609678,24.62562483,24.68140419,24.99647814,24.58432857,24.4849908,25.05897043,24.97692799,25.26590743,25.29041992,26.12156341,25.61060543,24.80662385,24.75170532,24.61161221,24.46522499,24.73524037,24.65741854,24.85343301,24.77584247,24.25055703,25.1189574,24.73859248,25.54196539,24.71937277,26.07568368,26.24596522,24.54635605,24.48144146,24.82524369,24.86408199,25.22376756,24.81037874,24.80800792,24.84153076,24.5196437,25.25950226,0.246777024,-0.192295151,0.6858492,24.84011692,1.1234876,-5.467467319,0.265558372,0.57025354,0.72093468,0
Q0VAK6,LMOD3_HUMAN,LMOD3,Leiomodin-3,,16.42494136,NA,NA,NA,NA,15.67456743,NA,16.85359919,15.65095906,15.52612212,NA,NA,15.08595802,15.4885357,16.31398937,16.21187947,16.4254456,15.75242905,16.06886011,15.72448421,16.91766481,16.30728045,16.46134188,15.83960731,15.28639537,NA,16.17167264,NA,15.31480608,16.35541694,NA,17.03858947,15.08551441,15.99652513,NA,16.71299185,NA,16.24819493,17.65536555,15.9157096,NA,NA,NA,16.51171089,16.64778401,NA,NA,NA,NA,16.05252748,NA,16.02897723,17.65670313,16.85047237,NA,NA,NA,NA,17.21121162,16.33969979,16.99555085,15.85704827,0.731327308,-0.138700105,1.601354722,16.22790876,1.701589263,-4.507099208,0.096991181,0.366314905,0.181538867,0
Q0VDF9,HSP7E_HUMAN,HSPA14,Heat shock 70 kDa protein 14,,NA,15.39249548,15.45077613,15.57503183,NA,14.92188406,15.80606459,15.22528587,15.78316765,15.53847602,NA,NA,NA,15.74759199,15.01841803,15.84509671,15.45860117,15.70371961,NA,15.1881958,15.72525438,NA,15.89854636,15.23858323,15.5248036,15.39259788,16.40674367,NA,15.65911261,15.60206816,NA,NA,15.51885147,NA,NA,NA,NA,15.31871742,15.39216523,15.87557969,NA,15.99573674,NA,NA,NA,NA,NA,NA,15.56558163,15.27679666,NA,NA,NA,NA,NA,15.30059124,NA,NA,NA,15.33992768,15.54185781,16.38503803,0.380358697,-0.154086553,0.914803948,15.56404116,1.447856522,-4.851717735,0.157077402,0.449636243,0.494578072,0
Q0VDG4,SCRN3_HUMAN,SCRN3,Secernin-3,,18.3023907,17.71797898,18.56145942,18.60426139,18.3298541,18.53712619,NA,17.79319273,18.40649461,NA,18.16318822,18.18383687,NA,18.11553015,17.83781182,17.92578245,NA,NA,18.54429174,17.95863922,18.45361876,17.61567391,18.66830973,18.31465227,17.32962738,17.53013448,NA,18.73781296,17.80427074,17.57053212,NA,NA,17.8874065,NA,19.64799722,19.48278403,19.73402455,NA,NA,18.30411602,18.40725599,NA,NA,18.30662874,NA,18.59554517,18.12481769,18.67311505,17.83892472,NA,19.00646556,18.80447959,NA,NA,19.0531541,18.46227529,NA,NA,18.64091821,18.35571877,NA,18.5982466,0.431610981,-0.166635317,1.029857278,18.3554844,1.455913396,-4.938199547,0.152842531,0.448352222,0.444540002,0
Q0ZGT2,NEXN_HUMAN,NEXN,Nexilin,,20.57908327,20.86595344,19.55999922,20.03473998,19.65075927,20.5932855,19.88113173,20.73467064,20.57125074,20.76574724,18.85283705,21.78657468,20.80527456,20.55098768,20.32178096,20.00280855,21.23930621,20.06115421,20.33770256,20.62902096,21.25295626,20.66788199,20.12356708,20.42623718,20.67072823,19.41101107,21.17380234,20.90402085,21.21769921,21.62148177,20.30583814,20.99470711,NA,21.63489374,19.80477551,21.12049605,20.17553752,21.31446343,20.73179963,21.95268741,21.27492876,20.95297433,21.22173183,21.0049744,21.2288998,20.89281972,NA,20.47148743,NA,21.72745426,19.90955318,20.0626317,20.94098643,20.77792347,19.19028745,20.81092287,20.67869769,19.74185187,21.65090167,21.16730697,21.40832977,22.36382513,0.88285026,0.140438339,1.625262181,20.69164647,2.379470462,-3.466047742,0.020587201,0.166651389,0.032445834,1
Q10567,AP1B1_HUMAN,AP1B1,AP-1 complex subunit beta-1,,NA,15.14316024,15.92004084,15.46176293,NA,15.06730704,15.79374643,NA,15.69163341,15.13199973,15.50321159,NA,15.61138878,15.55406993,16.01030329,16.29054894,NA,15.66753375,NA,NA,15.68129804,16.01681074,16.48553777,15.2527805,15.5726749,16.11359361,15.51425861,15.76406473,15.83037873,15.64018653,15.85122584,NA,15.69900198,NA,NA,NA,NA,NA,15.49432828,16.09434127,15.69292402,NA,NA,15.98696703,NA,15.44007523,15.64428713,NA,15.81273951,16.20700658,NA,NA,NA,NA,15.86392986,16.1676516,16.46710938,16.14469594,15.92380185,16.22138143,NA,15.68391643,0.45273135,0.01422509,0.891237611,15.77784186,2.086555725,-3.930173376,0.043339301,0.238084729,0.241475849,0
Q10589,BST2_HUMAN,BST2,Bone marrow stromal antigen 2,,18.79953891,18.64963447,19.13127329,19.29251919,NA,18.90593827,18.40557141,19.09805392,19.09375535,18.76213344,18.60368298,19.09775368,18.83809302,18.77634468,19.08356587,NA,19.08499574,18.74396239,19.07817653,18.65597925,18.44503894,18.62996836,18.78227392,19.07767509,19.40923739,18.22707377,18.52360498,18.43274288,18.99978232,18.62191407,18.8382817,19.05346652,18.48830369,18.8410186,NA,NA,NA,18.64954882,18.79700303,18.65398229,18.52865512,19.08472379,NA,18.88001162,18.43096353,18.60474882,18.00943004,17.9605619,18.21172532,18.40156354,NA,NA,19.52542397,18.60264319,18.89081897,18.26358065,NA,18.65903933,18.29889934,18.47258795,18.0011983,17.83845759,-0.261459837,-0.656275998,0.133356324,18.70258343,-1.328238954,-5.185365579,0.189785226,0.483027381,0.647581756,0
Q10713,MPPA_HUMAN,PMPCA,Mitochondrial-processing peptidase subunit alpha,,NA,16.86801539,17.93746744,18.00885145,17.1369916,18.057748,17.02058798,17.12113644,16.87133232,17.00808651,17.31208296,16.85753959,18.02902825,17.46332623,18.61956775,NA,17.58219448,16.9631967,17.96958774,17.96410157,17.83785366,NA,NA,17.63956605,18.15529789,17.7546676,17.86466199,17.69573303,18.03756727,17.90770576,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.71690391,NA,NA,NA,17.87866259,17.71853973,17.94251608,16.98759787,17.84238288,NA,NA,NA,NA,NA,NA,NA,17.555518,NA,NA,17.49492649,17.7884986,17.97898261,18.03948569,0.627511262,-0.01531748,1.270340004,17.63859217,1.977819581,-4.096503502,0.05542264,0.275809139,0.162798191,0
Q12797,ASPH_HUMAN,ASPH,Aspartyl/asparaginyl beta-hydroxylase,,18.82262123,19.31812829,19.10469175,18.60902044,15.863044,18.82841739,19.51694344,19.67082157,19.23264961,19.18230184,18.43295693,19.20055859,18.98407843,18.80739375,NA,NA,18.67364471,18.91526189,18.47896743,18.74764987,18.92735047,19.17113342,18.95561379,18.75802012,18.7435618,18.7898828,19.179134,19.59735723,19.03311772,18.94932472,18.45690931,19.50515483,19.20932097,18.54938317,NA,NA,NA,19.51314315,17.8088022,19.22799965,19.20498033,19.45516699,19.00072598,19.12458372,17.95554098,18.81617722,18.89554409,19.62725603,19.43834129,19.49142957,NA,NA,19.56667505,19.08752379,18.87924495,18.60237774,18.28477266,19.37312719,19.45111892,18.57975667,18.50276946,19.16247166,0.188975272,-0.514910254,0.892860798,18.93207172,0.538023551,-5.886561546,0.592729412,0.814398847,0.905890053,0
Q12805,FBLN3_HUMAN,EFEMP1,EGF-containing fibulin-like extracellular matrix protein 1,,NA,17.31013372,17.19754709,17.21923104,17.30826773,NA,NA,NA,17.40890284,17.94754745,17.52278159,17.94607756,NA,18.29679027,17.17230938,NA,NA,17.62916971,NA,NA,18.1638591,NA,NA,17.47902595,17.29907135,17.59063777,17.34034096,18.43330633,17.94970869,17.58591854,NA,17.63632797,18.04795335,NA,NA,NA,NA,NA,NA,NA,17.46211052,NA,NA,NA,NA,NA,18.05630585,NA,17.29737037,NA,NA,17.47513369,NA,NA,NA,NA,NA,NA,NA,16.15002165,NA,NA,0.274928145,-0.505056569,1.054912859,17.57407117,0.72446142,-5.460038976,0.475239196,0.740160192,0.81503092,0
Q12846,STX4_HUMAN,STX4,Syntaxin-4,,NA,14.91996482,14.89240491,14.85280774,14.63905743,15.04215696,NA,15.45015919,15.49060056,15.25077093,NA,14.90799138,14.66571512,NA,14.62969405,15.52593577,14.6270486,15.11476963,14.86858832,15.17445758,14.98018707,14.41768733,15.06407075,NA,14.42200887,15.18175892,NA,14.93697933,14.49222644,14.70832207,NA,NA,14.97130033,NA,NA,NA,NA,NA,NA,14.58198141,NA,NA,NA,NA,NA,15.76469816,15.10761421,NA,15.13203399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.74772166,0.061714287,-0.536817129,0.660245704,14.95202378,0.210562687,-5.709547754,0.834649782,0.935497769,0.988907551,0
Q12849,GRSF1_HUMAN,GRSF1,G-rich sequence factor 1,,NA,19.72339395,19.953869,19.82273412,18.67722125,20.04763667,NA,19.35720169,19.42995235,NA,19.66929634,19.26484817,19.28329278,20.14333922,20.03262588,20.10284144,20.06086026,19.95799172,19.66175924,19.96697508,20.17112941,20.04251973,NA,18.79051113,20.05350595,19.86014108,19.60173484,NA,19.50129586,19.37534891,19.06034321,NA,19.77803338,19.526914,NA,19.27523691,19.3732974,20.36766926,20.16044419,19.03689711,20.07340676,NA,NA,19.54858287,NA,19.68407598,19.02592587,19.09399651,20.04712777,20.96925199,19.31168377,19.06578075,NA,NA,19.74345408,19.31605259,20.47987053,19.52321003,NA,20.3279868,19.92891957,19.86844169,0.086157344,-0.507778029,0.680092716,19.69670672,0.291504935,-5.919067622,0.771894406,0.906975927,0.977940173,0
Q12904,AIMP1_HUMAN,AIMP1,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1,,20.43251752,20.70972612,20.70056117,20.40927986,20.40932825,20.63026032,20.72264869,20.4176898,20.94628311,20.66286622,20.52418327,20.69589821,20.74614597,20.78972016,20.64336412,20.40618477,20.66750844,20.62309202,20.57131242,20.68631119,20.70611575,20.6655403,20.7545167,20.89280662,20.7445462,20.86869992,20.50656227,20.43301255,20.72699715,20.69244036,20.4409849,20.49137658,20.78558527,20.08717616,20.37354146,20.18834004,20.32363882,20.28928279,20.59107514,20.64773782,20.71728176,20.35731954,20.20075537,20.45078646,20.36680942,20.58082508,20.97126339,20.47359158,20.96741338,20.7894543,19.59104025,19.58509489,20.27499983,20.64889025,20.67405196,20.86320582,20.54324577,20.8077752,20.67624304,20.77398704,20.79548089,20.8816045,-0.164904306,-0.467748626,0.137940014,20.57412868,-1.088458915,-5.504007081,0.280602104,0.581461837,0.810938308,0
Q12906,ILF3_HUMAN,ILF3,Interleukin enhancer-binding factor 3,,20.23692986,20.23932559,20.10970303,20.10799083,19.32791281,19.60370606,NA,19.94066355,19.95242327,20.66100888,19.92890456,20.51238349,19.11241912,19.37456422,19.41847855,20.02410289,19.99109419,20.58155469,20.41321076,19.23450488,20.65754537,NA,20.21219785,19.17829386,19.89259655,18.97068556,20.19285346,20.33801785,19.47452938,19.86585013,20.37717079,19.21473967,19.87915686,20.39363437,20.1328233,20.04085902,20.39507817,19.88749978,NA,19.31767701,NA,19.3487997,NA,NA,18.68236597,NA,19.29059953,19.79321357,19.89377375,19.95157717,20.90662547,20.6142912,NA,20.03538108,NA,19.65955245,NA,19.13231243,20.50967908,NA,NA,19.5988436,-0.064514846,-0.694260778,0.565231087,19.8921821,-0.205763292,-5.985395718,0.837810463,0.936558736,0.988648159,0
Q12931,TRAP1_HUMAN,TRAP1,"Heat shock protein 75 kDa, mitochondrial",,20.64504985,20.45874072,21.06433267,21.59939965,20.97640063,21.59910842,20.61233723,20.42300524,20.84532676,20.37187851,21.19333676,20.63928728,21.14775901,20.82410766,21.43586647,20.57490136,20.97581448,21.15015236,21.65626663,20.82732484,21.16524429,21.04944874,20.82206314,20.98127906,20.83207456,21.16140934,21.01611214,20.00152029,20.49041699,20.43065498,20.62808381,20.50152931,21.02143767,20.48699166,21.13129164,20.39606129,21.68508603,20.43107597,20.61890137,20.55680119,20.54890741,20.18667985,21.21439123,20.86520223,20.47744066,20.48701983,20.88183421,20.51744759,20.80699788,20.53970143,20.8082457,21.31500143,20.74189437,20.71812474,20.41572195,20.91271313,20.8182248,20.45611942,20.75256297,20.8192492,20.51159182,20.21433081,-0.266839714,-0.682645578,0.148966149,20.79737553,-1.28280113,-5.287370601,0.204332821,0.501683398,0.654592197,0
Q12955,ANK3_HUMAN,ANK3,Ankyrin-3,,16.472024,17.18606418,16.21420818,16.57308682,17.14078416,16.51206953,17.33619916,16.54104486,16.63062396,17.34465472,15.98551787,17.20684351,16.88637366,17.24393919,16.61709063,16.84263342,16.57380528,16.52467185,16.31529775,16.75376146,16.76989711,16.59600424,17.01510333,17.02841871,16.59497474,17.0130017,16.70031383,17.5072663,16.80345591,16.78969777,16.64238016,16.50526425,17.25076892,16.47248749,NA,NA,NA,16.67208597,16.89754818,16.8780755,16.6039068,16.67281498,NA,17.02045325,17.04509567,16.74797796,16.96702598,16.97781287,16.45712656,17.04857433,NA,16.7903508,16.41090209,16.60670353,16.63152996,16.80449372,17.12048234,16.87318767,16.41154573,16.93185765,16.59944821,17.25492586,-0.030713104,-0.428432837,0.367006629,16.78971323,-0.154633346,-6.029250692,0.877656137,0.952820866,0.995999949,0
