uniprot_id,protein,gene,description,gene_symbol,OP_S06_Pre,OP_S11_Pre,OP_S12_Pre,OP_S17_Pre,O_S05_Pre,O_S06_Pre,O_S07_Pre,O_S10_Pre,O_S16_Pre,O_S17_Pre,O_S24_Pre,O_S28_Pre,O_S29_Pre,O_S32_Pre,O_S35_Pre,OP_S06_Post,OP_S11_Post,OP_S12_Post,OP_S17_Post,O_S05_Post,O_S06_Post,O_S07_Post,O_S10_Post,O_S16_Post,O_S17_Post,O_S24_Post,O_S28_Post,O_S29_Post,O_S32_Post,O_S35_Post,YP_S14_Pre,YP_S45_Pre,YP_S56_Pre,Y_S01_Pre,Y_S07_Pre,Y_S10_Pre,Y_S11_Pre,Y_S16_Pre,Y_S28_Pre,Y_S30_Pre,Y_S31_Pre,Y_S32_Pre,Y_S34_Pre,Y_S35_Pre,Y_S36_Pre,Y_S40_Pre,YP_S14_Post,YP_S45_Post,YP_S56_Post,Y_S01_Post,Y_S07_Post,Y_S10_Post,Y_S11_Post,Y_S16_Post,Y_S28_Post,Y_S30_Post,Y_S31_Post,Y_S32_Post,Y_S34_Post,Y_S35_Post,Y_S36_Post,Y_S40_Post,logFC,CI.L,CI.R,average_intensity,t,B,P.Value,adj.P.Val,pi_score,sig_pi
P23588,IF4B_HUMAN,EIF4B,Eukaryotic translation initiation factor 4B,,19.96766368,19.78891756,19.64464577,20.05204262,20.00058467,20.18443766,19.98306348,20.02483508,20.36103576,20.03254569,19.7049688,19.85545891,20.51642305,19.35616321,19.93270295,19.62455746,19.38902317,19.49878647,20.13895687,20.00552257,20.18510703,19.87420179,19.74873559,19.88798661,20.09137846,19.5610521,19.6968854,19.56935414,20.14080375,19.95415633,19.58576072,19.92376827,19.49195012,19.95394067,20.42288524,NA,19.79128086,19.98560003,19.50937565,20.16890417,19.96550017,19.76367873,19.75412938,19.99109778,20.21314861,19.47318863,19.53520771,19.63826799,19.96716435,19.57432083,20.24948464,20.26631633,19.68722288,20.26762631,20.00253723,20.01418829,19.91801843,19.49954235,19.64196515,19.75397118,19.79356797,19.9937127,-0.222441256,-0.540906311,0.096023799,19.87818557,-1.396672033,-5.13980646,0.167569104,0.460869514,0.672092002,0
P23634,AT2B4_HUMAN,ATP2B4,Plasma membrane calcium-transporting ATPase 4,,18.67487393,18.29394441,18.50904426,18.12446362,18.32862083,17.90183624,18.79284346,18.29617923,18.31561804,18.3538135,18.30028541,18.62002405,18.11861863,18.02216116,17.8677473,18.4833881,17.97081582,18.45975728,18.17886934,17.8606687,17.52225251,18.35465059,18.21998828,17.97447368,18.39543561,18.34982146,18.70285453,18.55308697,18.4825332,18.20136186,18.15409346,18.7440823,18.42867429,18.04321425,NA,18.31722174,NA,18.45465331,18.33071506,18.89141898,NA,18.04533851,NA,18.59209547,18.21469827,18.68750313,18.17430973,18.72571028,18.61170886,18.13331292,NA,NA,18.38614968,18.53849742,18.36162852,18.73057308,18.30750068,18.54173588,18.70885956,17.74979951,18.51686284,18.89099606,0.054268834,-0.281548012,0.390085681,18.3484176,0.323722136,-5.990385351,0.747353228,0.896762067,0.984320203,0
P23786,CPT2_HUMAN,CPT2,"Carnitine O-palmitoyltransferase 2, mitochondrial",,22.12871918,22.35467276,22.65846136,22.56112334,22.79994258,22.69766146,21.9678725,22.15292686,22.04383249,22.02172417,22.57822169,22.04319215,22.65443422,22.18572341,22.88265369,21.72348699,22.70178126,22.68406158,22.53803875,22.52828294,21.936218,22.18203865,22.5187329,22.12505628,22.15721799,22.49056831,22.27317088,21.53279453,22.06889884,21.98072339,22.39160425,21.52302538,21.91392539,21.96349009,21.76064288,22.71465949,22.50720629,21.58849049,22.1503994,21.36621119,21.98745832,21.47355913,22.32906507,21.47384134,21.79956782,22.27547119,22.38445181,21.80602011,21.99221391,21.35035433,21.66964594,22.1121939,21.93651123,21.67747452,21.8678082,21.83194772,21.68333076,21.92993671,21.85596816,21.18552619,21.93463466,21.70569472,-0.583586558,-0.972987723,-0.194185393,22.08571877,-2.995763396,-2.048525883,0.003930657,0.078416264,0.039460463,-1
P24043,LAMA2_HUMAN,LAMA2,Laminin subunit alpha-2,,20.58579513,18.39245474,19.84255124,18.98939502,17.98785543,18.32704856,18.35890357,18.87717483,18.2466723,18.61215268,18.8818715,19.67138313,18.35477108,18.19024963,18.89696841,18.64807989,19.11468976,19.37097656,18.70456445,18.5263011,19.15317929,19.27151897,18.80158287,18.29250729,18.65160551,NA,20.02385449,18.33121968,18.69585211,18.94584462,19.21413312,20.78635648,18.14732842,19.26703957,NA,18.80472034,18.4787087,18.82977231,19.47096993,19.13309243,19.55754577,18.75576745,NA,20.03224134,19.48386516,19.16378609,NA,19.283556,17.99146011,18.83738444,18.41149392,NA,20.52340118,18.84654927,18.46032316,18.23698992,NA,NA,19.40101619,18.53873087,19.19359144,18.49153792,0.493771425,-0.230962833,1.218505684,18.94706155,1.365354746,-5.171797799,0.177695081,0.470800853,0.426099628,0
P24298,ALAT1_HUMAN,GPT,Alanine aminotransferase 1,,23.81488632,23.04787225,23.48909614,23.74828262,23.240891,23.67162086,22.83378358,23.54314915,23.47885621,23.00664556,23.11978159,22.60015834,23.5839341,23.06191063,23.59501084,23.53909434,23.2248105,23.40833908,23.85219177,23.22816601,22.36062285,23.2262511,23.33931573,23.1685149,23.19201055,22.82080742,22.20553861,22.7565824,23.19229454,22.97291399,23.16415538,22.08147597,23.55522734,22.8289808,24.12270968,23.21072621,23.31355025,23.39358361,22.73291148,22.39289664,23.19384678,23.16624785,23.14803067,22.80884284,22.63374799,22.3581376,23.2300729,22.36169759,21.86415256,23.19750403,23.24555807,22.54314499,23.03325689,23.0874099,22.80972325,22.53077989,22.82182014,22.93378413,22.78662743,22.56001815,22.37456268,21.55602173,-0.539053361,-1.029536812,-0.04856991,23.02200868,-2.196882736,-3.835769531,0.031772441,0.206765273,0.155784891,0
P24310,CX7A1_HUMAN,COX7A1,"Cytochrome c oxidase subunit 7A1, mitochondrial",,25.84837366,26.77566201,25.9978794,26.08808395,26.31054928,27.0222259,25.37009315,26.55722758,26.25985181,26.32873705,25.85146398,26.17805952,26.66337746,26.27181903,26.74057258,25.51023335,26.86714215,25.98880162,26.26291532,26.56864074,26.317413,26.72349155,26.46276742,26.34586385,26.30369688,25.9628351,26.41130459,25.98194783,26.37742177,26.48189262,25.96289002,26.13329447,26.04471549,26.46231244,26.99164193,26.5892947,26.24797879,26.76275412,26.02406488,25.61160531,26.31057431,26.42961509,26.64329211,25.88312176,25.78585654,25.434115,25.04026553,25.98154131,24.78059644,26.49613792,26.08940902,26.95994246,26.22040076,26.78560571,26.08636534,25.14726043,25.41273045,25.33201304,25.57152221,25.98640667,25.85814806,25.69214055,-0.056785227,-0.56841962,0.454849167,26.15464447,-0.221858008,-6.044986527,0.82515297,0.93077255,0.989145981,0
P24311,COX7B_HUMAN,COX7B,"Cytochrome c oxidase subunit 7B, mitochondrial",,19.39594636,20.38558951,19.9464213,21.10104538,20.77618171,21.59083115,19.74622986,20.48390098,20.37219005,20.64069599,19.54516178,20.81726628,20.54211306,20.27663605,20.97400827,19.1745554,20.93626886,20.09140117,20.90218079,21.03579914,20.41267155,20.9881749,20.60023781,20.28837414,20.57028829,20.11342005,20.78227932,19.97306408,20.21337119,20.05663551,20.95097089,20.32641453,19.99225636,20.59081889,20.07198794,20.10803854,20.80819735,21.02032968,20.06167142,20.06061052,20.94224523,20.55332886,20.45434174,20.17719683,19.59149392,20.42586198,19.04956004,20.38234269,18.41949201,20.75027898,19.2910867,19.66230033,20.88737158,21.04522102,19.99470025,18.88273652,19.21025352,18.5203342,20.61423054,19.93914624,20.35690023,19.51415861,-0.086495592,-0.765283286,0.592292103,20.24820674,-0.254717915,-6.037455147,0.799783277,0.923834861,0.98086115,0
P24534,EF1B_HUMAN,EEF1B2,Elongation factor 1-beta,,22.79755015,22.90792646,23.1435262,22.83249802,22.73215155,22.65756683,22.65179025,22.8684966,22.69629509,22.95547237,22.86884318,22.94617495,22.79097631,22.95533857,22.77243983,22.86940502,23.19306692,22.99632993,22.56046396,22.48676019,23.10942882,22.82292747,23.00574768,22.95346234,23.32668905,22.57243223,23.08790719,22.85995265,22.80795541,23.09298049,22.44305757,22.89258037,22.8229241,22.98363769,23.31349074,23.30840476,21.7060935,22.90786891,23.31485198,23.04339572,23.14460774,23.34007534,23.15104434,22.79027731,23.00216786,22.52086637,22.81750748,22.87759358,23.26382673,22.83683878,23.29494891,23.79883178,22.61429397,22.86196423,23.14693141,23.26166852,23.48107888,23.16337297,22.80535948,23.35151166,23.03464981,23.64501356,0.157261796,-0.185165629,0.49968922,22.95585954,0.918024281,-5.665845104,0.362160799,0.657230153,0.852377639,0
P24539,AT5F1_HUMAN,ATP5PB,"ATP synthase F(0) complex subunit B1, mitochondrial",,25.11777557,25.66880091,25.62030541,26.17013601,25.72138051,26.07794909,25.32595416,25.26278764,25.42105808,25.62550949,25.47246138,25.5616666,25.96214885,25.49407455,26.05036295,25.15440856,25.82112739,25.64951015,26.1320887,25.52279192,25.48685046,25.25776446,25.57105806,25.59149456,25.57773008,25.74880685,25.84728246,25.19076536,25.32784118,25.46245908,25.94023676,25.33065781,25.82364494,25.6117479,25.44939089,25.35379274,25.77833999,25.49714848,25.78670572,25.46346671,25.71463831,25.27620842,25.71815555,25.44633889,25.08841924,26.0347138,26.14379064,25.58760314,25.62104763,25.91212366,25.72001703,25.77510011,25.47774016,25.80987494,25.63665316,25.62773993,25.97944085,25.61678538,25.89746067,25.52743588,25.31007178,25.63029944,-0.135417156,-0.435462361,0.164628049,25.62066357,-0.90216604,-5.679547758,0.370457357,0.66160836,0.874177766,0
P24666,PPAC_HUMAN,ACP1,Low molecular weight phosphotyrosine protein phosphatase,,22.63849366,22.1027418,22.72361879,22.3375798,22.47128947,22.43046584,23.0339789,22.95257729,22.82167424,22.85113127,22.45946787,22.32666265,22.48600265,22.45017945,21.95372683,22.57774113,21.82086826,22.95522278,22.45255482,22.27037176,22.40074355,22.84244849,22.57102042,22.58756822,22.84578159,22.42500116,22.3676315,23.03561287,22.88101568,22.55382582,23.1388833,22.89259899,22.44805238,22.53799852,22.60441025,22.74379906,23.10638843,22.88328096,21.78011609,22.48782737,23.20971798,22.83355559,22.78117238,22.64054801,22.91367023,22.73257588,22.60000206,22.44874749,22.25365995,22.0629534,22.05688188,22.0650279,22.84505977,22.49227652,22.20185774,22.16916275,22.66967902,22.3608472,22.24928038,22.35509607,22.75898372,22.39548898,0.233960682,-0.096432665,0.56435403,22.5539774,1.41550387,-5.120179833,0.16192046,0.455472213,0.653142122,0
P24752,THIL_HUMAN,ACAT1,"Acetyl-CoA acetyltransferase, mitochondrial",,26.40324286,26.562305,26.44034349,26.71329177,26.38184053,26.96736672,25.63668197,26.26418631,26.46522385,26.72615313,27.03329248,25.92691121,26.56366189,26.59906731,26.63916244,26.15154101,26.66443207,26.23690072,26.68716133,26.30784095,26.25901745,26.26559049,26.23457381,26.53136717,26.76458864,26.75310954,26.05712313,26.32439094,26.24735674,26.14486716,26.17614537,26.09005661,26.3608213,25.72962995,25.66116339,26.10040085,25.74859573,26.35497064,25.92427727,26.01262675,26.11490499,26.21221224,26.12117002,25.82127955,26.06175203,26.3800459,26.23757966,26.16998123,25.58193443,25.95636298,25.58931143,25.64431339,25.86593736,26.46441401,25.89221534,26.26814614,25.70266352,26.16861709,26.03402095,25.62378692,26.21200682,26.02256933,-0.546661763,-0.860269447,-0.233054078,26.2138146,-3.484427864,-0.757111713,9.11E-04,0.035906253,0.021766215,-1
P24844,MYL9_HUMAN,MYL9,Myosin regulatory light polypeptide 9,,NA,17.56213572,NA,18.22923369,NA,18.13641513,NA,NA,NA,NA,NA,18.43846655,18.12223209,18.62791291,NA,NA,19.64972989,17.76892341,17.45411767,NA,18.14525891,NA,18.52997093,NA,17.28114394,18.62538047,19.04421495,18.30486714,20.40922947,NA,NA,NA,18.82524609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.21673672,NA,NA,19.01130722,NA,18.24966472,NA,NA,NA,NA,NA,NA,NA,NA,17.77526349,NA,NA,NA,NA,0.868661164,-0.703973939,2.441296267,18.40035482,1.148525958,-4.955478529,0.263635322,0.57025354,0.314085806,0
P25311,ZA2G_HUMAN,AZGP1,Zinc-alpha-2-glycoprotein,,21.04666686,20.34218763,20.47930162,20.52002332,20.34454216,20.33731741,20.32907246,20.66243559,20.4621013,20.66662582,20.98793121,20.24146524,20.68797589,20.71486926,20.51132017,20.39989908,20.16758599,20.64375338,21.06537755,19.87082015,20.5038352,20.0435099,20.71276343,20.68298474,20.39096559,20.08895131,20.28983089,20.84840576,19.97956832,20.28316934,20.596875,20.38480805,20.36574402,20.90483101,19.93280718,20.84597599,20.87924854,19.77980888,20.22048336,19.11712782,20.32774638,20.41177047,20.45575419,19.89988677,20.59642282,19.31595338,20.54654058,20.38365209,20.47864839,20.03674935,20.16260776,20.40749812,21.0686276,20.56893936,20.61027218,19.4361999,19.74752001,20.1436294,20.13095257,20.20030032,20.52365607,19.04244627,-0.460880676,-0.912854491,-0.00890686,20.35207646,-2.038330955,-4.13606998,0.045784379,0.244535916,0.241407354,0
P25325,THTM_HUMAN,MPST,3-mercaptopyruvate sulfurtransferase,,22.85213229,22.51656287,22.131848,22.5225712,22.07129398,22.27947551,22.17332306,21.90431129,22.78294217,22.2005305,22.53566981,22.51645983,22.47196479,22.26908714,22.4308507,22.0896672,22.33795721,22.12558528,22.39311402,21.69735189,21.89031597,21.7851724,21.6276257,22.47181321,22.10076996,22.01635697,22.51388884,22.90567106,21.83979805,21.87757531,22.30736278,22.03684544,21.74740695,22.27469316,21.61398812,22.06177165,21.73669859,22.46521817,21.59134654,22.09703066,21.99841601,22.33799033,21.58371098,22.04259477,21.30654344,22.0857282,22.24795741,22.06509749,21.9887131,22.23183213,21.7115269,21.71973,NA,22.20247428,22.35553132,22.045366,21.94420007,21.75066846,22.37311055,21.80102939,21.78218271,21.93135341,-0.687566432,-1.024439725,-0.350693139,22.11098041,-4.081210231,0.974735934,1.32E-04,0.017823372,0.002153183,-1
P25398,RS12_HUMAN,RPS12,40S ribosomal protein S12,,21.46697128,22.25355059,21.22814188,22.13671001,21.87803126,22.34085386,21.69897455,21.95654224,22.25729165,22.19528734,21.06476121,22.10896018,22.2885458,22.19857599,22.04441545,22.09072894,22.46500111,21.87471316,21.98803252,22.25812432,22.66868223,22.05655584,22.19494018,22.45799617,22.25125497,22.34034215,22.2658573,21.98160142,22.12315891,22.38421697,21.9465458,22.06080227,22.3956382,22.98138769,21.4817137,21.20107448,21.98172699,22.16053463,22.7260226,22.53965246,22.25909142,21.94507725,22.63840939,22.16355855,22.5257969,21.97922894,22.0300751,22.10612503,22.41007285,22.30024651,21.4534978,21.90274113,21.72216855,22.12118102,22.35799161,22.04164794,22.23318687,21.83598469,22.37076471,22.52562668,22.2716803,22.49879339,0.531039969,0.140952856,0.921127081,22.12398169,2.721228954,-2.711414676,0.008429375,0.10581652,0.079161578,0
P25686,DNJB2_HUMAN,DNAJB2,DnaJ homolog subfamily B member 2,,17.78501756,17.86844165,17.54004018,17.50297881,17.69545921,17.96101465,18.22968376,17.01069848,18.14772792,17.70982163,18.06523341,17.80439259,18.43342187,17.70450044,18.03388102,17.54933921,17.53910587,17.44121603,17.59834397,17.65077224,17.36924975,17.68812767,17.91546093,18.15961788,17.58449509,17.90570998,17.42764386,17.4305466,17.4648833,17.61339874,17.40177063,17.09877932,17.26368486,17.90968481,NA,NA,NA,17.90411756,17.41855676,18.6264057,18.29300055,18.43900512,NA,17.43948806,18.22145512,17.10454023,17.69550877,17.02483623,17.8221389,17.16094069,NA,NA,NA,17.51361863,18.31162865,17.47575895,17.72033523,17.76189569,17.42008308,17.67436118,17.32000475,NA,-0.286351553,-0.734478274,0.161775167,17.7009597,-1.281083709,-5.262731873,0.205633574,0.502791917,0.635774941,0
P25705,ATPA_HUMAN,ATP5F1A,"ATP synthase subunit alpha, mitochondrial",,27.41866575,28.12664619,28.12047693,28.63941732,28.1007116,28.51653172,27.67073139,27.85561066,27.89579342,28.07722882,28.04650545,27.74645697,28.34503681,28.1241959,28.57260848,27.76993096,28.15405279,28.2324487,28.62852886,28.1977378,27.9527481,27.90114752,28.11646228,28.07100334,28.37017744,28.27203868,28.23290512,27.7306143,27.80068113,27.99485753,28.19110713,27.58950013,28.39906122,27.90964311,28.23849662,28.03094774,28.2074944,27.88112861,27.92823448,27.72796673,27.89263989,27.83138916,28.06238685,27.75234923,27.5611213,28.25036714,28.53320011,27.90912722,28.13914619,28.24142105,28.1473391,28.2255036,27.81915451,28.01904117,27.94151418,28.09446975,28.26477583,28.1848739,27.848422,27.89141633,27.78018976,28.20286759,-0.106662078,-0.408269368,0.194945212,28.05448787,-0.706915788,-5.829120628,0.482265156,0.742152937,0.925163764,0
P25786,PSA1_HUMAN,PSMA1,Proteasome subunit alpha type-1,,22.93765664,22.96101468,22.90802558,22.75909508,23.27339614,22.75057008,23.54173735,23.0886869,23.1508733,23.2997617,22.85393124,23.37483125,22.89644007,23.00054044,22.77247073,23.06853749,22.80148855,23.01658719,23.00748448,23.19421265,22.76605412,23.0581477,22.99289625,23.22340676,23.00355301,22.95030983,23.08752697,23.17698822,23.19588228,23.09815728,23.25225621,23.26493667,23.08702144,23.09283634,23.24136947,23.37000714,23.27626569,23.05261317,22.99815811,23.43345459,23.16110954,23.22880931,23.05690061,23.06287101,23.22276855,23.23000316,23.22350604,23.14321926,23.20801077,23.17156962,23.70476908,23.33172785,23.21905001,23.02963074,23.29155916,23.43894059,23.4710391,23.38197917,23.28655578,23.05554721,23.39798906,23.28729248,0.156339342,-0.054795344,0.367474028,23.14329082,1.480158317,-5.033156242,0.143890681,0.435645555,0.738528707,0
P25787,PSA2_HUMAN,PSMA2,Proteasome subunit alpha type-2,,21.79387241,21.82496182,21.60827598,21.88235222,21.77881537,21.83430611,22.45201207,21.86001543,21.9448742,22.17400562,21.7652242,22.31188214,21.75733273,21.92813404,21.92482393,22.05009702,21.47323036,21.64400658,22.0064033,21.79263983,21.61445026,21.81101993,21.98912227,22.12588313,21.90662817,21.75292407,22.26414167,22.40488165,22.05290819,22.12527569,22.39105834,22.19778891,22.04059622,22.24375496,21.66995263,21.50696756,21.48929651,22.06794502,21.91917913,22.53725501,22.38243868,22.27705042,22.26872638,22.09356891,22.44416888,22.45381491,22.02135968,22.2086907,22.20546691,22.25261799,21.65949629,21.42795079,22.18492432,22.07480253,22.1395785,22.36541097,22.55293599,22.59748509,22.32901043,22.23665673,22.61105271,22.53119196,0.212761691,-0.10280079,0.528324172,22.05220475,1.347744439,-5.207480678,0.182640786,0.477484874,0.696460182,0
P25788,PSA3_HUMAN,PSMA3,Proteasome subunit alpha type-3,,23.4922152,23.36907648,23.473504,23.01496706,23.35742656,23.34406853,24.09143222,23.27598795,23.51819686,23.63006597,23.38922929,23.77017902,23.30380831,23.4632751,23.17490949,23.63144185,23.1351441,23.42786034,23.35522935,23.44324643,23.24764628,23.36256479,23.56027251,23.55303467,23.3853934,23.57100838,23.5687107,23.45296198,23.60301908,23.51540625,23.47790058,23.71493698,23.3619442,23.82229932,23.34155137,23.73016839,23.47348517,23.36042469,23.61588383,23.90906738,23.51072752,23.71273683,23.81687167,23.55317743,23.68302719,23.62011949,23.68207807,23.64150435,23.72250694,23.55837558,23.95529641,23.72043936,23.29355908,23.64623541,23.73156084,23.88872086,23.98279843,23.80529472,23.83719388,23.76945742,23.74982036,24.10287863,0.17160386,-0.067224489,0.410432209,23.56892459,1.436285092,-5.092603553,0.155943929,0.449571873,0.726959598,0
P25789,PSA4_HUMAN,PSMA4,Proteasome subunit alpha type-4,,22.9663132,22.84498846,22.84171274,22.71441366,22.82468849,22.6883327,23.12270814,23.19283331,23.03669106,22.89026899,23.02002165,23.34606527,22.62930174,22.70364571,22.83985202,23.11094736,22.80710046,22.77324439,22.92073943,22.93888387,22.88006133,23.00230918,23.13602349,22.97508139,22.79666265,22.89445897,23.28992809,23.07822901,23.10645333,23.0622904,22.89422268,23.24003686,22.91702344,23.04308207,22.93379379,22.63536721,22.13593571,22.86124928,23.11105107,23.30696598,22.92369479,23.18163755,23.14321947,23.17441986,23.28279237,23.13607658,23.00409377,22.96118466,23.11858868,22.90714611,22.96291928,22.50573995,22.91350117,22.91910527,23.32253764,23.3380831,23.29414663,23.43707363,23.13090647,23.06323825,23.15218376,23.30650643,0.158284816,-0.099152342,0.415721974,22.99502861,1.229044195,-5.35067556,0.223695761,0.528621826,0.788970377,0
P26038,MOES_HUMAN,MSN,Moesin,,23.90759908,23.64091709,23.92077684,23.7051067,23.73239043,23.77765985,23.8893949,23.52372027,23.92299516,23.81576252,24.10140622,23.72700978,23.75146591,23.98401309,23.64879747,24.19067021,23.94315889,23.99172685,23.82891206,24.08400314,25.01352263,23.88078467,23.94989419,23.89365273,24.15464265,23.99096799,23.75788452,23.52257531,23.94855385,24.6196979,23.56321291,24.15210472,24.15161186,24.02939456,24.06547056,24.11385166,23.99164508,24.1136607,24.46141232,24.31420534,24.03671242,24.24266126,23.90770371,23.98168712,24.17320348,24.20260013,24.53093398,24.31476501,24.77421459,24.32958398,24.68064138,24.97349897,24.08718867,24.40603967,23.98778526,24.88056678,24.72198902,24.78943062,24.49710736,24.66514548,24.5399555,25.24067361,0.538662244,0.214370233,0.862954254,24.14097291,3.320318634,-1.205740096,0.001509241,0.048733538,0.030220652,1
P26196,DDX6_HUMAN,DDX6,Probable ATP-dependent RNA helicase DDX6,,17.20564761,18.06432846,17.72570434,NA,17.40298599,17.72266201,NA,17.00307885,16.92237505,17.78141859,17.78144319,17.73324162,17.29607615,16.95394557,17.54987988,17.32997709,17.25262893,17.57961328,17.85915532,16.97788927,17.14854586,NA,17.54451682,17.22899905,17.04707817,17.58325396,17.51797838,NA,17.49537794,17.54149019,17.72336337,NA,17.43315976,17.1686516,NA,17.5506839,17.71566637,17.6107645,17.29155504,17.86993352,NA,17.37848587,NA,17.49237413,17.71849039,NA,17.51131939,17.41580596,17.65009646,17.08868415,16.56563919,17.65960584,17.03622761,18.02511244,NA,17.83386455,17.36987024,17.53212919,17.37042467,17.2655727,NA,17.26994193,-0.061163241,-0.459574002,0.33724752,17.4469944,-0.308192827,-5.937137695,0.759189642,0.902229386,0.983290481,0
