gene,Limma Interaction,FCM Core,WGCNA Hubs,DIABLO
STRAP,0,1,0,0
RTCB,0,1,0,0
RPL36,0,1,0,0
SAMHD1,0,1,0,0
HBS1L,0,1,0,0
TLN1,0,1,0,0
USP15,0,1,0,0
TLN2,0,1,0,0
DTNA,0,1,0,0
HYOU1,0,1,0,0
AFG3L2,0,1,0,1
ARIH1,0,1,0,0
RNF114,0,1,0,0
SAMM50,0,1,0,0
PPME1,0,1,0,0
TIMM9,0,1,0,0
TIMM8B,0,1,0,0
UCHL5,0,1,0,0
TIMM13,0,1,0,0
SRPRB,0,1,0,0
GMPPB,0,1,0,0
MPC1,0,1,0,0
SNX5,0,1,0,0
HEBP2,0,1,0,0
HCFC2,0,1,0,0
MYH4,0,1,0,0
MRPS18B,0,1,0,0
CLIC4,0,1,0,0
NFS1,0,1,1,1
SPCS1,0,1,0,0
SAR1B,0,1,0,0
MTCH2,0,1,0,0
BZW2,0,1,0,0
CHCHD2,0,1,0,0
COX11,0,1,0,0
SQOR,0,1,0,0
SESN1,0,1,0,0
SEC23IP,0,1,0,0
SSR4,0,0,0,1
COPG1,0,0,0,1
HNRNPK,0,0,0,1
OSTC,0,0,0,1
LANCL1,0,0,0,1
TPM4,0,0,0,1
delta_Type_II_fCSA,0,0,0,1
delta_VL_thick_cm,0,0,0,1
delta_Type_I_fCSA,0,0,0,1
delta_DXA_LBM_kg,0,0,0,1
