gene,logFC_Aging,logFC_Training_Old,pi_score_Aging,pi_score_Training_Old,pi_score_Reversal,significance,quadrant,imputed
TECR,-0.0928,0.0817,0.95719,0.960549,0.902471,NS,Reversed (Aging Down / Training Up),TRUE
MBNL1,-0.0947,0.0795,0.906518,0.920148,0.795222,NS,Reversed (Aging Down / Training Up),TRUE
NDUFA12,-0.1542,0.0199,0.856185,0.997726,0.891351,NS,Reversed (Aging Down / Training Up),FALSE
SSBP1,0.0695,0.1038,0.957149,0.876596,0.994215,NS,Exacerbated Up,FALSE
TPP2,0.1615,0.0115,0.69152,0.998669,0.847777,NS,Exacerbated Up,FALSE
TMEM126A,0.0596,-0.1132,0.97294,0.870264,0.845677,NS,Reversed (Aging Up / Training Down),TRUE
ACOT13,0.0945,0.0778,0.925312,0.941608,0.998802,NS,Exacerbated Up,FALSE
ACY1,0.0604,0.1114,0.974122,0.884225,0.989152,NS,Exacerbated Up,FALSE
LAP3,0.1017,0.07,0.855823,0.924017,0.993181,NS,Exacerbated Up,FALSE
APOOL,0.0857,-0.086,0.931635,0.917596,0.824697,NS,Reversed (Aging Up / Training Down),FALSE
KLC1,0.0323,0.1392,0.995345,0.816867,0.95821,NS,Exacerbated Up,TRUE
GRSF1,0.0431,0.1284,0.991684,0.894031,0.978453,NS,Exacerbated Up,TRUE
ENDOD1,-0.1272,0.0439,0.794353,0.975972,0.779976,NS,Reversed (Aging Down / Training Up),FALSE
VPS28,0.0573,-0.1137,0.968805,0.816929,0.799812,NS,Reversed (Aging Up / Training Down),TRUE
PDLIM3,-0.1252,0.0455,0.897858,0.986128,0.884924,NS,Reversed (Aging Down / Training Up),FALSE
LMAN1,-0.1355,0.035,0.83823,0.989563,0.849019,NS,Reversed (Aging Down / Training Up),TRUE
DAG1,-0.0504,-0.1201,0.975094,0.801036,0.970551,NS,Exacerbated Down,FALSE
GSTM2,-0.1038,0.0665,0.92254,0.964716,0.870275,NS,Reversed (Aging Down / Training Up),FALSE
RPS28,-0.006,0.1642,0.999822,0.793558,0.891092,NS,Reversed (Aging Down / Training Up),FALSE
AUH,0.1471,0.0229,0.860065,0.996781,0.942817,NS,Exacerbated Up,FALSE
COPS7A,0.1565,-0.0134,0.711853,0.998206,0.802625,NS,Reversed (Aging Up / Training Down),TRUE
SBDS,-0.0967,0.073,0.891055,0.929454,0.791793,NS,Reversed (Aging Down / Training Up),FALSE
TUBB4B,-0.156,0.0134,0.710302,0.998195,0.801739,NS,Reversed (Aging Down / Training Up),FALSE
RAB18,0.0932,-0.076,0.91214,0.931379,0.816341,NS,Reversed (Aging Up / Training Down),TRUE
PSMA3,-0.1598,0.0093,0.589701,0.998873,0.731366,NS,Reversed (Aging Down / Training Up),FALSE
ARL6IP5,0.1095,-0.0595,0.862559,0.956866,0.801436,NS,Reversed (Aging Up / Training Down),FALSE
NDUFB1,-0.1283,-0.0406,0.89813,0.989576,0.973577,NS,Exacerbated Down,TRUE
UBE2M,-0.0597,-0.1092,0.956177,0.800432,0.982837,NS,Exacerbated Down,FALSE
NDUFA13,-0.1488,0.0199,0.833797,0.997245,0.874207,NS,Reversed (Aging Down / Training Up),FALSE
SYNCRIP,-0.1047,-0.0638,0.896045,0.954107,0.991511,NS,Exacerbated Down,TRUE
SOD1,0.0066,-0.1617,0.999666,0.672938,0.827523,NS,Reversed (Aging Up / Training Down),FALSE
TMEM120A,-0.0036,-0.1647,0.999978,0.876215,0.95905,NS,Exacerbated Down,TRUE
PSMA6,-0.1441,0.0238,0.715762,0.993152,0.775442,NS,Reversed (Aging Down / Training Up),FALSE
EIF2S2,-0.0979,0.0697,0.905157,0.942603,0.821017,NS,Reversed (Aging Down / Training Up),TRUE
ABRAXAS2,0.1509,-0.0166,0.717623,0.996818,0.787062,NS,Reversed (Aging Up / Training Down),TRUE
PDIA6,0.119,0.0475,0.845901,0.97518,0.970383,NS,Exacerbated Up,FALSE
CISD2,0.1108,0.0557,0.931481,0.97058,0.988272,NS,Exacerbated Up,TRUE
GNB2,-0.0097,-0.1565,0.999367,0.738626,0.889692,NS,Exacerbated Down,FALSE
AARS1,0.1457,-0.0205,0.719483,0.995143,0.787585,NS,Reversed (Aging Up / Training Down),TRUE
SGCB,-0.0168,-0.1493,0.997243,0.644522,0.867281,NS,Exacerbated Down,FALSE
CRKL,-0.0442,-0.1217,0.980271,0.783836,0.961126,NS,Exacerbated Down,FALSE
SEC31A,0.0451,0.1204,0.987901,0.836514,0.975194,NS,Exacerbated Up,TRUE
BSG,0.0339,0.1315,0.989359,0.760089,0.939808,NS,Exacerbated Up,FALSE
NAPA,0.1161,-0.0491,0.734908,0.952337,0.685697,NS,Reversed (Aging Up / Training Down),FALSE
COX7C,-0.1323,0.0325,0.903463,0.994148,0.909727,NS,Reversed (Aging Down / Training Up),FALSE
KARS1,0.061,-0.1037,0.945937,0.78912,0.73489,NS,Reversed (Aging Up / Training Down),FALSE
BCKDHA,-0.0365,-0.128,0.994036,0.888503,0.974173,NS,Exacerbated Down,TRUE
PRDX2,0.1058,0.0586,0.839783,0.947834,0.98399,NS,Exacerbated Up,FALSE
FBLN1,0.024,-0.1398,0.997672,0.867979,0.915921,NS,Reversed (Aging Up / Training Down),TRUE
B2M,0.1328,0.0308,0.854049,0.991813,0.949418,NS,Exacerbated Up,TRUE
TRIM28,0.1205,0.0429,0.881397,0.981868,0.970245,NS,Exacerbated Up,TRUE
CAT,0.1049,-0.0584,0.946399,0.98171,0.919078,NS,Reversed (Aging Up / Training Down),FALSE
PEPD,-0.0194,-0.1435,0.997338,0.775335,0.920627,NS,Exacerbated Down,FALSE
NUBP1,-0.061,0.1018,0.983496,0.918233,0.907746,NS,Reversed (Aging Down / Training Up),TRUE
PIN4,0.0326,-0.1302,0.993384,0.842218,0.879068,NS,Reversed (Aging Up / Training Down),TRUE
PCBD1,0.0853,-0.0774,0.920063,0.922614,0.815778,NS,Reversed (Aging Up / Training Down),FALSE
DNM2,0.0992,-0.0632,0.908154,0.959029,0.847678,NS,Reversed (Aging Up / Training Down),FALSE
MRPL11,-0.0333,-0.1291,0.995395,0.860045,0.970057,NS,Exacerbated Down,TRUE
FAM98A,-0.1059,0.0563,0.953143,0.98459,0.932013,NS,Reversed (Aging Down / Training Up),TRUE
SERBP1,-0.1354,0.0268,0.868383,0.99503,0.887681,NS,Reversed (Aging Down / Training Up),FALSE
ATP2B4,-0.1076,-0.0545,0.88915,0.967275,0.985024,NS,Exacerbated Down,TRUE
NUTF2,0.0529,-0.1089,0.971138,0.831682,0.81339,NS,Reversed (Aging Up / Training Down),FALSE
HNRNPK,0.0802,-0.081,0.920791,0.902447,0.795466,NS,Reversed (Aging Up / Training Down),FALSE
ASPA,0.0874,0.0737,0.956175,0.957861,0.999366,NS,Exacerbated Up,TRUE
PRKAB2,0.0795,0.0807,0.936076,0.920864,0.999993,NS,Exacerbated Up,FALSE
PTPA,0.1303,-0.0297,0.913601,0.994414,0.910373,NS,Reversed (Aging Up / Training Down),TRUE
EML1,-0.0868,-0.0731,0.928441,0.941143,0.999103,NS,Exacerbated Down,FALSE
PLAA,0.0452,-0.1147,0.978575,0.802536,0.809705,NS,Reversed (Aging Up / Training Down),TRUE
EEF1B2,-0.0817,0.0778,0.937699,0.93311,0.848226,NS,Reversed (Aging Down / Training Up),FALSE
LCMT1,0.0664,0.0925,0.971326,0.927778,0.997464,NS,Exacerbated Up,TRUE
TMED9,0.1184,0.0401,0.908511,0.98906,0.977081,NS,Exacerbated Up,TRUE
ENDOG,-0.1452,0.0125,0.901667,0.99929,0.930767,NS,Reversed (Aging Down / Training Up),FALSE
ATP5F1B,0.0688,0.0887,0.95139,0.897875,0.997836,NS,Exacerbated Up,FALSE
FARSB,0.0344,0.1228,0.993271,0.880147,0.970674,NS,Exacerbated Up,FALSE
COQ6,0.118,-0.039,0.875003,0.986369,0.867197,NS,Reversed (Aging Up / Training Down),FALSE
SNX2,-0.098,-0.0588,0.906763,0.961927,0.992036,NS,Exacerbated Down,TRUE
COX17,-0.1047,-0.052,0.938961,0.983716,0.991344,NS,Exacerbated Down,FALSE
GABARAPL2,0.0296,-0.127,0.996165,0.905413,0.926911,NS,Reversed (Aging Up / Training Down),TRUE
SESN1,0.0835,-0.0731,0.954899,0.956709,0.89448,NS,Reversed (Aging Up / Training Down),TRUE
ATP5PO,0.1445,0.012,0.765959,0.998612,0.888497,NS,Exacerbated Up,FALSE
BCAM,-0.0728,-0.0835,0.965896,0.94333,0.99959,NS,Exacerbated Down,TRUE
AK2,0.1477,-0.0083,0.781311,0.999412,0.858718,NS,Reversed (Aging Up / Training Down),FALSE
FKBP3,0.1422,0.0138,0.706006,0.997671,0.864955,NS,Exacerbated Up,FALSE
ELOC,-0.1071,0.0488,0.845434,0.967183,0.803388,NS,Reversed (Aging Down / Training Up),FALSE
ENO1,-0.011,0.1448,0.999299,0.812556,0.893744,NS,Reversed (Aging Down / Training Up),FALSE
PKIA,-0.021,-0.1347,0.99683600000000006,0.800762,0.933259,NS,Exacerbated Down,FALSE
IDH1,0.0573,-0.0982,0.961757,0.84943,0.808606,NS,Reversed (Aging Up / Training Down),FALSE
ASMTL,0.0634,-0.0917,0.987807,0.936739,0.935601,NS,Reversed (Aging Up / Training Down),TRUE
PLCL1,-0.0546,0.1001,0.9917,0.960339,0.951079,NS,Reversed (Aging Down / Training Up),TRUE
DYNLL2,-0.125,-0.0291,0.929421,0.99628,0.975885,NS,Exacerbated Down,TRUE
SLMAP,0.1098,0.044,0.905088,0.984266,0.981285,NS,Exacerbated Up,FALSE
UBXN6,-0.0462,0.1074,0.986022,0.883828,0.88479,NS,Reversed (Aging Down / Training Up),TRUE
UBE3A,0.1208,-0.0326,0.896034,0.991636,0.892625,NS,Reversed (Aging Up / Training Down),TRUE
PARP1,0.0344,0.1189,0.990558,0.828992,0.961132,NS,Exacerbated Up,TRUE
PSMA1,-0.1477,0.0045,0.585441,0.99971,0.744147,NS,Reversed (Aging Down / Training Up),FALSE
EDF1,-0.089,-0.0631,0.931689,0.961465,0.99695,NS,Exacerbated Down,TRUE
ACYP2,-0.0904,0.0613,0.913691,0.955941,0.848718,NS,Reversed (Aging Down / Training Up),FALSE
BCAP31,-0.0845,0.067,0.888214,0.919664,0.776476,NS,Reversed (Aging Down / Training Up),FALSE
PAFAH1B3,0.1282,-0.0227,0.922593,0.997305,0.931688,NS,Reversed (Aging Up / Training Down),TRUE
ANXA5,-0.1024,-0.0484,0.911609,0.979211,0.986696,NS,Exacerbated Down,FALSE
CAP2,0.1024,0.0483,0.915226,0.980144,0.987115,NS,Exacerbated Up,FALSE
HNRNPH3,0.0223,-0.1283,0.997698,0.893344,0.924676,NS,Reversed (Aging Up / Training Down),TRUE
AKR1A1,0.1451,-0.0054,0.79035,0.999751,0.869604,NS,Reversed (Aging Up / Training Down),FALSE
NDUFC2,-0.046,0.1043,0.990865,0.93923,0.934219,NS,Reversed (Aging Down / Training Up),FALSE
IMPA1,-0.0807,-0.0691,0.903948,0.917805,0.999076,NS,Exacerbated Down,FALSE
ATP6V1B2,0.0715,-0.0782,0.948495,0.924841,0.853233,NS,Reversed (Aging Up / Training Down),FALSE
UBA1,0.1072,-0.0425,0.811815,0.970838,0.782434,NS,Reversed (Aging Up / Training Down),FALSE
CCT3,-0.0156,0.1339,0.997258,0.660239,0.795475,NS,Reversed (Aging Down / Training Up),FALSE
CTSG,-0.0505,0.0989,0.998041,0.978241,0.984633,NS,Reversed (Aging Down / Training Up),TRUE
SPPL2A,-0.0746,-0.0748,0.975065,0.970382,1,NS,Exacerbated Down,TRUE
PARK7,0.0533,-0.0961,0.9644,0.842287,0.807841,NS,Reversed (Aging Up / Training Down),FALSE
USP15,-0.1095,0.0399,0.876978,0.98339,0.862059,NS,Reversed (Aging Down / Training Up),TRUE
RDH14,0.0121,0.1369,0.999152,0.81489,0.92985,NS,Exacerbated Up,TRUE
TXLNB,-0.0499,-0.0985,0.972771,0.854138,0.984718,NS,Exacerbated Down,FALSE
HSD17B4,0.1373,0.011,0.9221,0.999511,0.960983,NS,Exacerbated Up,FALSE
DNPEP,-0.1215,0.0264,0.797902,0.99133,0.824964,NS,Reversed (Aging Down / Training Up),FALSE
PALLD,-0.1245,0.0231,0.937609,0.997721,0.945632,NS,Reversed (Aging Down / Training Up),TRUE
NIT2,-0.0744,-0.073,0.923441,0.911565,0.999988,NS,Exacerbated Down,FALSE
PSMD4,-0.1341,0.0132,0.711735,0.997708,0.799609,NS,Reversed (Aging Down / Training Up),FALSE
YWHAE,0.0972,-0.05,0.856635,0.960609,0.801524,NS,Reversed (Aging Up / Training Down),FALSE
MRPS25,-0.0546,0.0923,0.979146,0.913611,0.892461,NS,Reversed (Aging Down / Training Up),TRUE
S100A1,-0.1048,-0.0417,0.951323,0.991739,0.989825,NS,Exacerbated Down,FALSE
ATP1A1,-0.0362,0.1102,0.985405,0.799298,0.825766,NS,Reversed (Aging Down / Training Up),FALSE
EEF1D,-0.1056,0.0406,0.834904,0.97598,0.811701,NS,Reversed (Aging Down / Training Up),FALSE
NDUFAF2,0.1424,-0.0038,0.901348,0.999917,0.930243,NS,Reversed (Aging Up / Training Down),TRUE
PDAP1,0.085,-0.061,0.937058,0.96348,0.883157,NS,Reversed (Aging Up / Training Down),FALSE
SETD7,-0.1105,0.0352,0.878914,0.987897,0.873973,NS,Reversed (Aging Down / Training Up),FALSE
LASP1,-0.003,0.1426,0.999974,0.901057,0.951853,NS,Reversed (Aging Down / Training Up),TRUE
PSMA4,-0.0717,0.0738,0.939977,0.923382,0.840472,NS,Reversed (Aging Down / Training Up),FALSE
HSPA8,-0.1288,0.0167,0.711622,0.995922,0.787517,NS,Reversed (Aging Down / Training Up),FALSE
HNRNPL,-0.0022,0.1432,0.999968,0.778253,0.890401,NS,Reversed (Aging Down / Training Up),TRUE
RPN2,-0.1421,0.0027,0.862305,0.999956,0.915655,NS,Reversed (Aging Down / Training Up),TRUE
TMEM63A,0.0555,0.0892,0.9845,0.947799,0.996548,NS,Exacerbated Up,TRUE
EIF3J,-0.122,0.0224,0.75641099999999994,0.992806,0.802041,NS,Reversed (Aging Down / Training Up),FALSE
VDAC2,0.1003,0.0441,0.897322,0.979525,0.982758,NS,Exacerbated Up,FALSE
QARS1,-0.0672,0.077,0.928201,0.882651,0.785193,NS,Reversed (Aging Down / Training Up),FALSE
UQCR11,-0.1053,0.0387,0.94547,0.992197,0.937285,NS,Reversed (Aging Down / Training Up),FALSE
RRAS,0.1153,-0.0286,0.883841,0.993079,0.892138,NS,Reversed (Aging Up / Training Down),FALSE
SLIRP,0.0592,0.0841,0.978908,0.943634,0.997784,NS,Exacerbated Up,TRUE
BAG6,-0.0577,-0.0855,0.983426,0.927791,0.997257,NS,Exacerbated Down,TRUE
PSMD11,-0.0789,0.064,0.910701,0.932587,0.815782,NS,Reversed (Aging Down / Training Up),FALSE
CHMP2B,-0.1139,-0.0287,0.893706,0.993121,0.965582,NS,Exacerbated Down,TRUE
MFN1,0.0419,-0.1005,0.99314499999999994,0.938722,0.94053,NS,Reversed (Aging Up / Training Down),TRUE
ABHD14B,0.0607,-0.0816,0.966705,0.924336,0.878704,NS,Reversed (Aging Up / Training Down),FALSE
KPNA3,-0.1411,5e-4,0.838259,0.999998,0.905988,NS,Reversed (Aging Down / Training Up),TRUE
CAVIN1,0.1123,-0.0293,0.853619,0.990553,0.862284,NS,Reversed (Aging Up / Training Down),FALSE
UQCRFS1,-0.0128,0.1287,0.998546,0.761466,0.860922,NS,Reversed (Aging Down / Training Up),FALSE
VAPA,-0.0948,0.0467,0.898244,0.974165,0.861605,NS,Reversed (Aging Down / Training Up),FALSE
TCP1,-0.0432,0.0982,0.979166,0.848074,0.842333,NS,Reversed (Aging Down / Training Up),FALSE
PCMT1,0.095,-0.0463,0.899099,0.975015,0.863865,NS,Reversed (Aging Up / Training Down),FALSE
GDI2,0.081,-0.06,0.890783,0.932695,0.79447,NS,Reversed (Aging Up / Training Down),FALSE
DDX6,-0.0461,-0.0945,0.984072,0.904393,0.988989,NS,Exacerbated Down,TRUE
PPP2R1A,0.1329,0.0077,0.634925,0.999045,0.816166,NS,Exacerbated Up,FALSE
EHD1,0.092,-0.0484,0.901034,0.971134,0.858929,NS,Reversed (Aging Up / Training Down),FALSE
PPP6R1,-0.1218,0.0186,0.898118,0.996748,0.90075,NS,Reversed (Aging Down / Training Up),TRUE
MT-ATP8,-0.0581,0.0818,0.981104,0.953562,0.927684,NS,Reversed (Aging Down / Training Up),FALSE
SNTB1,-0.1165,-0.0231,0.900241,0.9962,0.963538,NS,Exacerbated Down,TRUE
PCBP1,-0.0989,0.0405,0.862482,0.976931,0.836086,NS,Reversed (Aging Down / Training Up),FALSE
TMED2,-0.1227,0.0161,0.881476,0.997944,0.906018,NS,Reversed (Aging Down / Training Up),TRUE
PDHX,-0.0407,-0.0979,0.982313,0.85524,0.978363,NS,Exacerbated Down,FALSE
MTPN,0.0761,-0.0625,0.9342,0.948847,0.861415,NS,Reversed (Aging Up / Training Down),FALSE
SLC25A4,0.0909,0.0471,0.944494,0.983871,0.992868,NS,Exacerbated Up,FALSE
BROX,0.1373,6e-4,0.909949,0.999998,0.937823,NS,Exacerbated Up,TRUE
USP5,-0.0721,0.0656,0.934388,0.936102,0.846888,NS,Reversed (Aging Down / Training Up),FALSE
EIF4G1,-0.0331,-0.1043,0.984499,0.765317,0.952438,NS,Exacerbated Down,FALSE
CAPNS1,-0.0305,0.1064,0.985351,0.721182,0.776362,NS,Reversed (Aging Down / Training Up),FALSE
TXN,-0.0602,-0.0766,0.967254,0.93393,0.998686,NS,Exacerbated Down,FALSE
SRPRB,-0.104,0.0324,0.918666,0.991763,0.913544,NS,Reversed (Aging Down / Training Up),TRUE
HSPA5,-0.0612,0.0748,0.953678,0.913436,0.8491,NS,Reversed (Aging Down / Training Up),FALSE
PLCD4,0.1164,0.0195,0.854111,0.996257,0.943616,NS,Exacerbated Up,TRUE
APRT,-0.0436,0.0919,0.982699,0.895444,0.884122,NS,Reversed (Aging Down / Training Up),FALSE
TPI1,-0.1228,0.0125,0.797902,0.998232,0.858512,NS,Reversed (Aging Down / Training Up),FALSE
EML2,0.0828,0.0523,0.967949,0.984023,0.997386,NS,Exacerbated Up,TRUE
UQCRB,-0.0648,0.0702,0.957214,0.939015,0.878867,NS,Reversed (Aging Down / Training Up),FALSE
COX7A2L,-0.1163,0.0185,0.955901,0.998337,0.956269,NS,Reversed (Aging Down / Training Up),TRUE
IMMT,0.0876,-0.0468,0.90868,0.972397,0.867952,NS,Reversed (Aging Up / Training Down),FALSE
SNTB2,-0.0646,-0.0695,0.955702,0.937757,0.99987,NS,Exacerbated Down,FALSE
DGLUCY,0.1011,-0.0327,0.936131,0.992994,0.931037,NS,Reversed (Aging Up / Training Down),TRUE
PGD,0.1295,0.0041,0.83722,0.999857,0.912658,NS,Exacerbated Up,FALSE
STIM1,-0.1145,0.0191,0.86883,0.996583,0.893821,NS,Reversed (Aging Down / Training Up),TRUE
PSMC1,-0.0787,0.0547,0.923844,0.959137,0.863078,NS,Reversed (Aging Down / Training Up),FALSE
RPS6KA3,-0.0479,0.0846,0.981412,0.92406,0.903304,NS,Reversed (Aging Down / Training Up),FALSE
SNX12,-0.0881,-0.0442,0.944712,0.984331,0.992039,NS,Exacerbated Down,TRUE
NDUFV2,-0.1013,0.0309,0.929167,0.993298,0.926803,NS,Reversed (Aging Down / Training Up),FALSE
MOB1A,0.106,-0.0262,0.937882,0.99551,0.933968,NS,Reversed (Aging Up / Training Down),TRUE
A2M,-0.0645,0.0674,0.984987,0.980628,0.95953599999999994,NS,Reversed (Aging Down / Training Up),FALSE
ATP5PB,0.0513,-0.0806,0.973563,0.914887,0.881598,NS,Reversed (Aging Up / Training Down),FALSE
PPP2CA,0.119,0.0129,0.73841,0.997476,0.884905,NS,Exacerbated Up,FALSE
TRIM25,-0.0572,-0.0746,0.984426,0.961551,0.999081,NS,Exacerbated Down,TRUE
CCT8,0.0218,0.1096,0.993795,0.747045,0.927117,NS,Exacerbated Up,FALSE
PITPNA,-0.1229,-0.0078,0.894122,0.999499,0.938234,NS,Exacerbated Down,TRUE
SZRD1,0.082,-0.0485,0.959445,0.982963,0.932396,NS,Reversed (Aging Up / Training Down),TRUE
NDUFB3,-0.1282,0.0022,0.894808,0.999971,0.936106,NS,Reversed (Aging Down / Training Up),FALSE
NDUFA3,-0.0379,-0.0925,0.99333,0.94842,0.991297,NS,Exacerbated Down,FALSE
OXSR1,0.0448,-0.0855,0.974053,0.870025,0.847187,NS,Reversed (Aging Up / Training Down),FALSE
SLC25A3,-0.0422,0.0879,0.985092,0.913045,0.902235,NS,Reversed (Aging Down / Training Up),FALSE
CLIP2,-0.1196,0.0103,0.943177,0.999505,0.953962,NS,Reversed (Aging Down / Training Up),TRUE
CANX,0.0852,0.044,0.906319,0.973763,0.988637,NS,Exacerbated Up,FALSE
CSDE1,-0.1227,-0.0064,0.840066,0.999632,0.918195,NS,Exacerbated Down,FALSE
SLC25A12,0.0682,0.0608,0.953143,0.956364,0.999722,NS,Exacerbated Up,FALSE
ANK2,-0.0999,-0.029,0.939712,0.994005,0.981336,NS,Exacerbated Down,TRUE
ATP5PF,-0.0385,0.0901,0.988877,0.917441,0.913909,NS,Reversed (Aging Down / Training Up),FALSE
RPN1,-0.122,0.0062,0.765688,0.999521,0.852355,NS,Reversed (Aging Down / Training Up),FALSE
ATP5F1A,0.1159,0.012,0.843853,0.998526,0.929545,NS,Exacerbated Up,FALSE
MEMO1,-0.0656,0.0622,0.968824,0.967027,0.923714,NS,Reversed (Aging Down / Training Up),FALSE
MAT2A,-0.0281,-0.0996,0.990276,0.812342,0.957169,NS,Exacerbated Down,FALSE
PFKFB2,-0.0133,0.1142,0.999054,0.892437,0.935017,NS,Reversed (Aging Down / Training Up),TRUE
SUCLG2,0.0312,-0.0961,0.995742,0.946972,0.951752,NS,Reversed (Aging Up / Training Down),FALSE
XRCC5,-0.0549,-0.0722,0.967717,0.929525,0.998271,NS,Exacerbated Down,FALSE
EIF2S1,-0.0715,0.0555,0.903195,0.933952,0.808619,NS,Reversed (Aging Down / Training Up),FALSE
PRDX5,0.0454,0.0815,0.9795,0.912225,0.992454,NS,Exacerbated Up,FALSE
DCTN2,0.0193,0.1072,0.995078,0.750025,0.924301,NS,Exacerbated Up,FALSE
SRL,-0.0819,-0.0443,0.919552,0.97498,0.991143,NS,Exacerbated Down,FALSE
NDUFB5,-0.0268,0.0989,0.995706,0.918785,0.933499,NS,Reversed (Aging Down / Training Up),FALSE
HNRNPH2,-0.025,-0.1006,0.997766,0.926721,0.983529,NS,Exacerbated Down,TRUE
STAT3,0.0948,0.0307,0.92778,0.991671,0.980685,NS,Exacerbated Up,TRUE
TIPRL,-0.067,0.0579,0.949403,0.953172,0.883103,NS,Reversed (Aging Down / Training Up),TRUE
PGP,0.1169,-0.0079,0.825771,0.999333,0.885817,NS,Reversed (Aging Up / Training Down),FALSE
MTM1,-0.0788,0.046,0.960783,0.983104,0.933754,NS,Reversed (Aging Down / Training Up),TRUE
PFDN1,-0.0789,-0.0458,0.939876,0.977163,0.994246,NS,Exacerbated Down,TRUE
PSMB7,0.096,0.0287,0.90324,0.991521,0.973905,NS,Exacerbated Up,FALSE
SRP14,0.0437,-0.0808,0.987232,0.941356,0.928912,NS,Reversed (Aging Up / Training Down),TRUE
CMC2,0.0946,-0.0299,0.952725,0.994528,0.946604,NS,Reversed (Aging Up / Training Down),TRUE
PGAM1,0.0774,0.0468,0.935262,0.974286,0.994666,NS,Exacerbated Up,FALSE
SEC23A,0.0477,0.0765,0.978722,0.928902,0.995539,NS,Exacerbated Up,TRUE
PDCD6IP,0.1187,0.0055,0.782129,0.999621,0.888718,NS,Exacerbated Up,FALSE
MTCH2,0.1139,0.0102,0.843002,0.998905,0.926885,NS,Exacerbated Up,FALSE
AK3,0.1217,-0.002,0.933949,0.999982,0.959263,NS,Reversed (Aging Up / Training Down),FALSE
DLD,0.0776,-0.0454,0.925854,0.972678,0.884442,NS,Reversed (Aging Up / Training Down),FALSE
PSMB1,-0.1191,0.0037,0.735356,0.999803,0.840272,NS,Reversed (Aging Down / Training Up),FALSE
PAFAH2,-0.0091,-0.1137,0.999559,0.896522,0.957726,NS,Exacerbated Down,TRUE
LRPPRC,-0.0088,0.1134,0.999365,0.832953,0.90634,NS,Reversed (Aging Down / Training Up),FALSE
UBE2L3,-0.0123,-0.1096,0.998358,0.783241,0.921328,NS,Exacerbated Down,FALSE
EIF4G2,0.001,-0.1209,0.999993,0.842993,0.92423,NS,Reversed (Aging Up / Training Down),TRUE
RABL3,-0.0254,-0.0958,0.996412,0.925161,0.981254,NS,Exacerbated Down,TRUE
ADH5,0.0223,-0.0984,0.996037,0.887312,0.915774,NS,Reversed (Aging Up / Training Down),FALSE
IMPACT,0.0303,-0.0903,0.996986,0.959635,0.966014,NS,Reversed (Aging Up / Training Down),TRUE
PSMA7,-0.0773,0.0433,0.897951,0.966274,0.847638,NS,Reversed (Aging Down / Training Up),FALSE
MPC2,-0.0557,-0.0648,0.977876,0.963669,0.999672,NS,Exacerbated Down,FALSE
MICU2,0.0369,-0.0831,0.993391,0.943938,0.9456,NS,Reversed (Aging Up / Training Down),TRUE
NEDD8,0.0673,0.0525,0.967237,0.977243,0.999129,NS,Exacerbated Up,FALSE
PRKACA,0.0779,0.0418,0.908965,0.972399,0.990025,NS,Exacerbated Up,FALSE
PPIC,-0.0331,-0.086,0.995857,0.961639,0.993179,NS,Exacerbated Down,TRUE
NIBAN1,-0.0065,-0.1122,0.999792,0.907788,0.96014,NS,Exacerbated Down,TRUE
RALA,0.1119,-0.0065,0.878079,0.99963900000000006,0.920737,NS,Reversed (Aging Up / Training Down),FALSE
PAICS,-0.1119,0.0064,0.822825,0.999516,0.886581,NS,Reversed (Aging Down / Training Up),FALSE
FIS1,0.0097,-0.1085,0.999367,0.878494,0.929434,NS,Reversed (Aging Up / Training Down),FALSE
PAFAH1B1,-0.0647,-0.053,0.972244,0.978517,0.999503,NS,Exacerbated Down,FALSE
GSK3B,-0.0137,0.1039,0.998365,0.839112,0.903875,NS,Reversed (Aging Down / Training Up),TRUE
PSMD1,-0.0989,0.0185,0.8796,0.996142,0.900347,NS,Reversed (Aging Down / Training Up),FALSE
BAG2,-0.0848,-0.0325,0.964046,0.993602,0.991423,NS,Exacerbated Down,TRUE
SUPV3L1,0.1098,0.0073,0.968817,0.99976,0.97885200000000006,NS,Exacerbated Up,TRUE
YWHAB,0.0785,0.0383,0.908799,0.977662,0.987578,NS,Exacerbated Up,FALSE
ARF5,0.0594,0.0569,0.968405,0.961665,0.999968,NS,Exacerbated Up,TRUE
BPGM,-0.0512,-0.0649,0.986927,0.974581,0.999455,NS,Exacerbated Down,FALSE
STK38,0.0045,-0.1114,0.999932,0.930052,0.96558600000000006,NS,Reversed (Aging Up / Training Down),TRUE
AHCY,0.0338,-0.0819,0.987399,0.895693,0.895061,NS,Reversed (Aging Up / Training Down),FALSE
DDX1,0.0417,0.074,0.9836,0.931938,0.9942,NS,Exacerbated Up,FALSE
PRKAA2,0.0922,0.0228,0.898039,0.994109,0.968214,NS,Exacerbated Up,FALSE
NAP1L1,-0.0522,0.0628,0.979063,0.961581,0.931688,NS,Reversed (Aging Down / Training Up),TRUE
PURB,0.0542,-0.0608,0.988318,0.980746,0.964788,NS,Reversed (Aging Up / Training Down),TRUE
GSPT1,-0.1044,0.0105,0.875934,0.998862,0.911322,NS,Reversed (Aging Down / Training Up),TRUE
SNX3,-0.0212,-0.0936,0.994908,0.846359,0.958565,NS,Exacerbated Down,FALSE
NDUFB9,-0.0662,0.0485,0.97268,0.983311,0.947851,NS,Reversed (Aging Down / Training Up),FALSE
