gene,logFC_Aging,logFC_Training_Old,pi_score_Aging,pi_score_Training_Old,pi_score_Reversal,significance,quadrant,imputed
ACOT2,0.1807,-0.0478,0.684267,0.978363,0.703285,NS,Reversed (Aging Up / Training Down),FALSE
STX4,-0.1454,-0.0828,0.912957,0.945534,0.988586,NS,Exacerbated Down,TRUE
DPM3,-0.1524,-0.0757,0.929598,0.961353,0.986178,NS,Exacerbated Down,TRUE
ACP1,-0.1914,0.0364,0.607696,0.986575,0.672754,NS,Reversed (Aging Down / Training Up),FALSE
APMAP,-0.079,0.1487,0.957607,0.753576,0.737989,NS,Reversed (Aging Down / Training Up),TRUE
CFL2,0.1825,0.0452,0.526477,0.971355,0.844894,NS,Exacerbated Up,FALSE
CLTC,-0.1472,0.0803,0.777413,0.928242,0.685222,NS,Reversed (Aging Down / Training Up),FALSE
SPTBN1,-0.0695,0.1579,0.959179,0.71354,0.705986,NS,Reversed (Aging Down / Training Up),FALSE
VDAC3,0.0347,-0.1926,0.992389,0.654127,0.760547,NS,Reversed (Aging Up / Training Down),FALSE
RAB21,-0.051,-0.1761,0.977072,0.603853,0.906554,NS,Exacerbated Down,TRUE
ACSS1,0.1739,-0.053,0.84191,0.978847,0.802342,NS,Reversed (Aging Up / Training Down),TRUE
HSPA1A,-0.1175,-0.1091,0.85089,0.847519,0.999643,NS,Exacerbated Down,FALSE
AGO2,0.1973,0.0292,0.694235,0.993666,0.869363,NS,Exacerbated Up,TRUE
TBCA,0.1932,-0.0331,0.504684,0.986254,0.596714,NS,Reversed (Aging Up / Training Down),FALSE
NFIC,0.0973,-0.129,0.949077,0.873969,0.808078,NS,Reversed (Aging Up / Training Down),TRUE
PSMC3,-0.157,0.0691,0.535122,0.901385,0.456506,NS,Reversed (Aging Down / Training Up),FALSE
CS,0.2119,-0.0141,0.496394,0.998022,0.655128,NS,Reversed (Aging Up / Training Down),FALSE
VPS13C,-0.2115,0.0133,0.730326,0.998796,0.803126,NS,Reversed (Aging Down / Training Up),TRUE
TIMM13,0.1195,0.1051,0.868414,0.880513,0.999077,NS,Exacerbated Up,FALSE
MYH14,0.2221,-0.0024,0.654488,0.999963,0.788137,NS,Reversed (Aging Up / Training Down),TRUE
MAP2K2,0.1346,-0.0899,0.805727,0.898796,0.670527,NS,Reversed (Aging Up / Training Down),TRUE
PFDN5,-0.0699,-0.1542,0.952666,0.674717,0.957567,NS,Exacerbated Down,TRUE
CD38,-0.1627,-0.0613,0.859233,0.978725,0.968998,NS,Exacerbated Down,TRUE
TXNRD2,0.1358,-0.0881,0.892922,0.94637,0.81434,NS,Reversed (Aging Up / Training Down),TRUE
GALM,-0.2041,0.0197,0.615011,0.996781,0.726269,NS,Reversed (Aging Down / Training Up),FALSE
MRPL53,-0.11,0.1137,0.954584,0.925028,0.864536,NS,Reversed (Aging Down / Training Up),TRUE
TLN1,0.1261,0.0974,0.720212,0.806043,0.993398,NS,Exacerbated Up,FALSE
EIF4A1,-0.2177,0.0056,0.442871,0.999684,0.641444,NS,Reversed (Aging Down / Training Up),FALSE
RPS11,-0.0318,0.1915,0.992287,0.581514,0.716277,NS,Reversed (Aging Down / Training Up),TRUE
UCHL5,-0.1461,0.0769,0.776034,0.928987,0.680414,NS,Reversed (Aging Down / Training Up),TRUE
EIF4B,0.0869,-0.136,0.923004,0.751376,0.671568,NS,Reversed (Aging Up / Training Down),TRUE
DUSP3,-0.1901,0.0326,0.563016,0.987998,0.645992,NS,Reversed (Aging Down / Training Up),FALSE
ZYX,-0.1297,0.0929,0.782078,0.87283,0.621724,NS,Reversed (Aging Down / Training Up),FALSE
FARSA,0.1778,0.0448,0.774074,0.98567,0.927972,NS,Exacerbated Up,TRUE
PACSIN2,0.1581,0.0642,0.84694,0.964006,0.964906,NS,Exacerbated Up,TRUE
HEBP2,0.1137,-0.1085,0.877599,0.867293,0.711708,NS,Reversed (Aging Up / Training Down),FALSE
XPO1,0.1545,-0.0676,0.693025,0.937244,0.626758,NS,Reversed (Aging Up / Training Down),TRUE
GYG1,-0.2101,-0.0117,0.500555,0.998642,0.731863,NS,Exacerbated Down,FALSE
NDUFB6,-0.2043,0.0171,0.779056,0.998545,0.846297,NS,Reversed (Aging Down / Training Up),FALSE
RNF181,-0.0448,-0.1766,0.993057,0.810225,0.954172,NS,Exacerbated Down,TRUE
MRPL37,-0.1782,0.0427,0.864773,0.990551,0.864199,NS,Reversed (Aging Down / Training Up),TRUE
NDUFV3,-0.0876,0.1332,0.965812,0.900923,0.857992,NS,Reversed (Aging Down / Training Up),FALSE
GRHPR,-0.2015,0.0187,0.405836,0.995391,0.566738,NS,Reversed (Aging Down / Training Up),FALSE
TMX1,0.2138,-0.0064,0.622071,0.999694,0.757293,NS,Reversed (Aging Up / Training Down),TRUE
KDM5B,-0.1847,0.0353,0.738358,0.990553,0.775839,NS,Reversed (Aging Down / Training Up),TRUE
TARS1,-0.0666,0.1533,0.97194,0.764236,0.773509,NS,Reversed (Aging Down / Training Up),TRUE
SPTAN1,-0.1181,0.1018,0.893087,0.89892,0.758946,NS,Reversed (Aging Down / Training Up),TRUE
PRMT5,0.0889,-0.1306,0.909262,0.748816,0.649599,NS,Reversed (Aging Up / Training Down),TRUE
MRPL36,-0.2055,-0.0139,0.662194,0.998598,0.826471,NS,Exacerbated Down,TRUE
BLVRB,0.1767,-0.0426,0.701388,0.983272,0.729504,NS,Reversed (Aging Up / Training Down),FALSE
SNCA,0.0685,0.1507,0.993305,0.945708,0.993088,NS,Exacerbated Up,TRUE
EEA1,-0.1843,0.0347,0.735508,0.989844,0.763121,NS,Reversed (Aging Down / Training Up),TRUE
NUDT16,0.0832,-0.1353,0.956478,0.816926,0.777833,NS,Reversed (Aging Up / Training Down),TRUE
UGP2,-0.1764,0.0419,0.619861,0.979436,0.658962,NS,Reversed (Aging Down / Training Up),FALSE
PFDN6,0.1693,-0.0488,0.683297,0.974195,0.691927,NS,Reversed (Aging Up / Training Down),FALSE
MDH2,0.1652,0.0523,0.693029,0.969476,0.921236,NS,Exacerbated Up,FALSE
TUBA1B,-0.0624,0.1551,0.963349,0.686523,0.696097,NS,Reversed (Aging Down / Training Up),FALSE
BTF3L4,-0.1951,-0.022,0.49422,0.99409,0.758448,NS,Exacerbated Down,TRUE
CMYA5,-0.0821,-0.1349,0.939222,0.786075,0.986049,NS,Exacerbated Down,FALSE
TMEM143,0.1626,0.0541,0.842335,0.982133,0.960669,NS,Exacerbated Up,TRUE
PSMD12,-0.1682,-0.0479,0.72567,0.978191,0.922178,NS,Exacerbated Down,FALSE
DCN,-0.1592,-0.0568,0.888068,0.985059,0.973625,NS,Exacerbated Down,FALSE
TSFM,0.0771,0.1389,0.966476,0.855887,0.987189,NS,Exacerbated Up,TRUE
PSMD2,-0.1501,0.0658,0.672425,0.934037,0.607189,NS,Reversed (Aging Down / Training Up),FALSE
VCP,-0.2115,0.0043,0.360968,0.999772,0.582492,NS,Reversed (Aging Down / Training Up),FALSE
TUBB2A,0.094,0.1214,0.908027,0.80713,0.996028,NS,Exacerbated Up,FALSE
PPP1CB,-0.0228,0.1919,0.997353,0.721981,0.827059,NS,Reversed (Aging Down / Training Up),FALSE
CAMK2G,-0.1936,-0.021,0.587741,0.995666,0.809496,NS,Exacerbated Down,TRUE
PARVA,0.0411,-0.1733,0.99102,0.728412,0.812921,NS,Reversed (Aging Up / Training Down),TRUE
GSTK1,0.1263,0.0881,0.859953,0.923395,0.993481,NS,Exacerbated Up,FALSE
DYNC1I2,-0.125,0.0893,0.823576,0.898209,0.688637,NS,Reversed (Aging Down / Training Up),FALSE
HNRNPA3,0.0832,0.1306,0.967663,0.879574,0.993362,NS,Exacerbated Up,TRUE
MLX,-0.1909,-0.0229,0.825934,0.997388,0.915805,NS,Exacerbated Down,TRUE
CMBL,0.0071,-0.2064,0.999726,0.639076,0.807889,NS,Reversed (Aging Up / Training Down),FALSE
DEK,-0.2051,-0.0082,0.707321,0.999495,0.822393,NS,Exacerbated Down,TRUE
ACO1,0.1131,-0.1,0.859875,0.871223,0.695984,NS,Reversed (Aging Up / Training Down),FALSE
PREP,-0.1567,-0.0562,0.723105,0.964127,0.938416,NS,Exacerbated Down,FALSE
CCT5,-0.0514,0.1614,0.961981,0.479487,0.552686,NS,Reversed (Aging Down / Training Up),FALSE
PRELP,-0.1666,-0.0461,0.870247,0.99024,0.961391,NS,Exacerbated Down,TRUE
CCT4,-0.0401,0.1721,0.981546,0.504611,0.624278,NS,Reversed (Aging Down / Training Up),FALSE
PIN1,-0.1666,0.0456,0.754501,0.981622,0.758125,NS,Reversed (Aging Down / Training Up),TRUE
GSS,0.126,-0.0855,0.844054,0.919648,0.733916,NS,Reversed (Aging Up / Training Down),FALSE
RABGGTA,0.0523,0.159,0.979067,0.700121,0.940284,NS,Exacerbated Up,TRUE
PCYT1A,0.0814,-0.1298,0.939943,0.78193,0.721933,NS,Reversed (Aging Up / Training Down),TRUE
MTDH,-0.1426,0.0686,0.83184,0.953747,0.763605,NS,Reversed (Aging Down / Training Up),TRUE
GOT1,0.1136,-0.0973,0.838989,0.861846,0.664641,NS,Reversed (Aging Up / Training Down),FALSE
RMDN1,0.1243,0.0863,0.871577,0.930356,0.993865,NS,Exacerbated Up,FALSE
GLRX5,0.0597,-0.1507,0.985092,0.851363,0.863734,NS,Reversed (Aging Up / Training Down),TRUE
NME2,0.0129,0.1971,0.998544,0.466896,0.76326,NS,Exacerbated Up,FALSE
TIMM21,0.1238,0.0858,0.906206,0.943184,0.995028,NS,Exacerbated Up,TRUE
GPX1,0.0671,-0.1422,0.942682,0.649439,0.62953,NS,Reversed (Aging Up / Training Down),FALSE
STOML2,0.1198,0.0895,0.828548,0.891031,0.994689,NS,Exacerbated Up,FALSE
UFM1,0.0984,-0.1108,0.940831,0.899071,0.822201,NS,Reversed (Aging Up / Training Down),TRUE
CSNK2A1,-0.1266,0.0825,0.892127,0.948925,0.818766,NS,Reversed (Aging Down / Training Up),TRUE
USP13,-0.1302,-0.0789,0.929961,0.961127,0.992839,NS,Exacerbated Down,TRUE
USP47,-0.0358,-0.1732,0.99226,0.678963,0.911933,NS,Exacerbated Down,TRUE
SLC1A4,-0.1726,0.036,0.861411,0.992996,0.867089,NS,Reversed (Aging Down / Training Up),TRUE
PTGR2,-0.0638,-0.1446,0.971567,0.802108,0.972159,NS,Exacerbated Down,FALSE
NTPCR,0.1485,-0.0599,0.881592,0.978065,0.851598,NS,Reversed (Aging Up / Training Down),TRUE
HP1BP3,-0.0842,0.1239,0.969276,0.895727,0.860469,NS,Reversed (Aging Down / Training Up),TRUE
HIBADH,0.1956,0.0124,0.431941,0.998017,0.69501,NS,Exacerbated Up,FALSE
CCT7,-0.1159,0.092,0.798793,0.853534,0.616558,NS,Reversed (Aging Down / Training Up),FALSE
PPP3CB,0.0304,-0.1774,0.99302,0.641155,0.75646,NS,Reversed (Aging Up / Training Down),FALSE
HSPD1,0.1722,0.0356,0.592874,0.983683,0.854008,NS,Exacerbated Up,FALSE
SEC22B,0.1606,-0.0471,0.649533,0.970572,0.657887,NS,Reversed (Aging Up / Training Down),FALSE
KPNA1,0.0531,0.1545,0.976991,0.718183,0.945076,NS,Exacerbated Up,TRUE
COPS8,0.1784,-0.029,0.644582,0.990952,0.708296,NS,Reversed (Aging Up / Training Down),TRUE
CNBP,0.1259,-0.0814,0.873694,0.941349,0.790502,NS,Reversed (Aging Up / Training Down),FALSE
DHRS7,-0.1237,0.0836,0.853857,0.92543,0.750516,NS,Reversed (Aging Down / Training Up),FALSE
AKR1B1,0.1093,-0.0979,0.860199,0.867733,0.692593,NS,Reversed (Aging Up / Training Down),FALSE
PYGM,-0.0896,-0.1175,0.921861,0.830681,0.99609,NS,Exacerbated Down,FALSE
CCDC124,-0.0948,0.1118,0.937329,0.887994,0.803979,NS,Reversed (Aging Down / Training Up),TRUE
CTNNA1,-0.1886,0.0179,0.875352,0.998543,0.894935,NS,Reversed (Aging Down / Training Up),TRUE
FAM98B,-0.2026,-0.0035,0.614329,0.999899,0.775458,NS,Exacerbated Down,TRUE
SEC23IP,-0.1563,0.0497,0.744583,0.971744,0.729223,NS,Reversed (Aging Down / Training Up),TRUE
HDHD5,0.0939,0.112,0.952129,0.913725,0.999012,NS,Exacerbated Up,TRUE
CKM,0.1472,-0.0584,0.68498,0.949368,0.642099,NS,Reversed (Aging Up / Training Down),FALSE
MAPRE2,-0.1206,-0.0846,0.838123,0.910488,0.992863,NS,Exacerbated Down,FALSE
SARS1,-0.1029,0.1022,0.920798,0.903034,0.798252,NS,Reversed (Aging Down / Training Up),TRUE
QDPR,-0.0549,-0.1498,0.974415,0.731626,0.951313,NS,Exacerbated Down,FALSE
FAHD1,0.1519,-0.0524,0.807229,0.976042,0.791276,NS,Reversed (Aging Up / Training Down),TRUE
SIRT3,0.1659,0.0384,0.836191,0.99086,0.943382,NS,Exacerbated Up,TRUE
MAN2C1,-0.0851,-0.1186,0.959844,0.902554,0.996547,NS,Exacerbated Down,TRUE
UBE2V1,-0.10780000000000001,-0.0958,0.895714,0.903263,0.999369,NS,Exacerbated Down,FALSE
PTMS,0.1708,-0.0326,0.843436,0.993845,0.864197,NS,Reversed (Aging Up / Training Down),TRUE
YWHAG,0.1562,-0.0468,0.603295,0.965106,0.610637,NS,Reversed (Aging Up / Training Down),FALSE
SUCLA2,0.1948,0.008,0.555589,0.999372,0.757986,NS,Exacerbated Up,FALSE
NSF,-0.037,0.165,0.992186,0.771247,0.830838,NS,Reversed (Aging Down / Training Up),TRUE
HARS1,0.2006,-0.001,0.478775,0.999988,0.681555,NS,Reversed (Aging Up / Training Down),TRUE
COQ10A,0.0806,0.121,0.966234,0.904384,0.995162,NS,Exacerbated Up,FALSE
SNRPD2,0.168,0.0332,0.798257,0.991244,0.91867,NS,Exacerbated Up,TRUE
MRPL19,0.1801,0.0208,0.865266,0.997685,0.928136,NS,Exacerbated Up,TRUE
HNRNPH1,0.019,0.1811,0.997165,0.595773,0.842161,NS,Exacerbated Up,FALSE
MTX1,-0.1665,0.0335,0.730936,0.989627,0.769558,NS,Reversed (Aging Down / Training Up),TRUE
MOB4,-0.1321,-0.0678,0.887615,0.959268,0.983548,NS,Exacerbated Down,TRUE
CUL3,0.1522,-0.0476,0.7521,0.976189,0.748335,NS,Reversed (Aging Up / Training Down),FALSE
HSPG2,-0.139,-0.0606,0.914035,0.982506,0.984511,NS,Exacerbated Down,FALSE
EIF3E,-0.0561,0.1433,0.981658,0.83427,0.839113,NS,Reversed (Aging Down / Training Up),TRUE
MAP2K1,-0.152,0.0471,0.68216,0.970174,0.681345,NS,Reversed (Aging Down / Training Up),FALSE
DCAF8,-0.1008,0.0983,0.930879,0.917085,0.823018,NS,Reversed (Aging Down / Training Up),TRUE
RYR1,-0.1394,-0.0594,0.764859,0.956228,0.959225,NS,Exacerbated Down,FALSE
ARPP19,-0.194,-0.0048,0.770606,0.999873,0.869701,NS,Exacerbated Down,TRUE
COPS4,0.1651,-0.0336,0.524736,0.981666,0.595768,NS,Reversed (Aging Up / Training Down),FALSE
LRRC20,0.0516,-0.1467,0.976718,0.732304,0.758224,NS,Reversed (Aging Up / Training Down),FALSE
PDK2,-0.1204,-0.0779,0.951725,0.973239,0.996287,NS,Exacerbated Down,TRUE
PSMA2,-0.1866,0.0116,0.630385,0.998779,0.755072,NS,Reversed (Aging Down / Training Up),FALSE
FKBP2,-0.0954,-0.1028,0.96085,0.942337,0.999865,NS,Exacerbated Down,TRUE
RPL15,0.1417,0.0565,0.893802,0.981924,0.978594,NS,Exacerbated Up,TRUE
PREB,0.188,-0.0102,0.707085,0.999033,0.77869,NS,Reversed (Aging Up / Training Down),TRUE
ACTR1A,-0.069,0.1287,0.944832,0.74125,0.6983,NS,Reversed (Aging Down / Training Up),FALSE
CHMP2A,0.188,-0.0097,0.514343,0.998886,0.675796,NS,Reversed (Aging Up / Training Down),TRUE
AHCYL1,0.0464,0.1509,0.982903,0.740234,0.942896,NS,Exacerbated Up,FALSE
TBC1D4,-0.1403,0.0567,0.833241,0.965195,0.781066,NS,Reversed (Aging Down / Training Up),TRUE
CST3,0.0435,0.1535,0.987758,0.781792,0.947816,NS,Exacerbated Up,TRUE
CD47,-0.0078,-0.189,0.999658,0.682806,0.858289,NS,Exacerbated Down,TRUE
AFG3L2,0.1453,0.0513,0.76159,0.970384,0.946294,NS,Exacerbated Up,FALSE
TBCB,0.1752,0.021,0.694935,0.996097,0.864509,NS,Exacerbated Up,TRUE
PIAS2,-0.0774,0.1187,0.95575,0.866237,0.812536,NS,Reversed (Aging Down / Training Up),FALSE
KTN1,-0.1403,-0.0558,0.886984,0.978556,0.975487,NS,Exacerbated Down,TRUE
CDV3,-0.1389,0.0571,0.819476,0.966684,0.777486,NS,Reversed (Aging Down / Training Up),TRUE
RTN2,-0.069,-0.1266,0.950156,0.774507,0.980118,NS,Exacerbated Down,FALSE
PPIL3,0.1682,-0.0273,0.859661,0.996324,0.885561,NS,Reversed (Aging Up / Training Down),TRUE
RTN3,0.1339,0.0615,0.916391,0.980589,0.985954,NS,Exacerbated Up,TRUE
MT-ND1,-0.1776,0.0177,0.796148,0.998121,0.854681,NS,Reversed (Aging Down / Training Up),FALSE
TMX4,-0.0789,-0.1163,0.945013,0.840191,0.99313,NS,Exacerbated Down,TRUE
CALR,0.1448,-0.0503,0.578475,0.948801,0.558965,NS,Reversed (Aging Up / Training Down),FALSE
S100A10,0.0915,0.1034,0.934147,0.897428,0.999434,NS,Exacerbated Up,FALSE
PRDX3,0.0586,0.1362,0.953744,0.651294,0.950758,NS,Exacerbated Up,FALSE
SNF8,0.127,0.0677,0.895986,0.957325,0.98569,NS,Exacerbated Up,TRUE
PALMD,0.1914,-0.0033,0.741205,0.999928,0.836694,NS,Reversed (Aging Up / Training Down),TRUE
PSMC5,-0.1814,-0.0131,0.52101,0.997874,0.755782,NS,Exacerbated Down,FALSE
ATP2A1,-0.1557,0.0387,0.829141,0.989661,0.841517,NS,Reversed (Aging Down / Training Up),FALSE
ABCE1,5e-4,0.1935,0.999999,0.665408,0.836018,NS,Exacerbated Up,FALSE
SERPINF2,-0.1234,0.0705,0.931139,0.969266,0.88121,NS,Reversed (Aging Down / Training Up),TRUE
PRKAG1,0.0584,0.1353,0.965693,0.743091,0.963538,NS,Exacerbated Up,FALSE
NDUFA8,-0.18,-0.0136,0.773683,0.998825,0.888156,NS,Exacerbated Down,FALSE
TOR1AIP2,0.0933,0.1002,0.978215,0.937798,0.999909,NS,Exacerbated Up,TRUE
BAIAP3,-0.1606,-0.0326,0.848914,0.993902,0.945964,NS,Exacerbated Down,TRUE
EIF4A2,0.0502,0.1428,0.981272,0.786448,0.959075,NS,Exacerbated Up,FALSE
ISOC2,0.1457,-0.0473,0.754865,0.974658,0.746781,NS,Reversed (Aging Up / Training Down),FALSE
EPM2A,-0.1697,-0.0232,0.849708,0.997243,0.934468,NS,Exacerbated Down,TRUE
FKBP1A,0.1056,-0.087,0.92208,0.938929,0.837283,NS,Reversed (Aging Up / Training Down),FALSE
SNU13,-0.0067,-0.1857,0.999732,0.656987,0.846319,NS,Exacerbated Down,TRUE
SLC25A13,0.1044,0.0879,0.896627,0.914931,0.998721,NS,Exacerbated Up,FALSE
SRSF1,0.1671,0.025,0.881237,0.996266,0.939152,NS,Exacerbated Up,TRUE
PGRMC1,0.0825,-0.1095,0.982411,0.95925,0.937913,NS,Reversed (Aging Up / Training Down),TRUE
GPD1,-0.1507,-0.0412,0.778681,0.984039,0.93551,NS,Exacerbated Down,FALSE
REEP5,-0.176,-0.0157,0.700412,0.997898,0.857169,NS,Exacerbated Down,FALSE
PSMB5,0.0875,-0.1039,0.932929,0.882933,0.793295,NS,Reversed (Aging Up / Training Down),FALSE
PPP3R1,-0.0618,-0.1293,0.975083,0.854213,0.98202,NS,Exacerbated Down,FALSE
MPI,-0.1006,-0.0904,0.878881,0.884829,0.999411,NS,Exacerbated Down,FALSE
NMT1,-0.0606,-0.1303,0.980387,0.826268,0.981439,NS,Exacerbated Down,TRUE
PKM,-0.0473,0.1435,0.977698,0.702553,0.74136,NS,Reversed (Aging Down / Training Up),FALSE
NIPSNAP2,0.1729,-0.0177,0.700455,0.997228,0.787085,NS,Reversed (Aging Up / Training Down),FALSE
HSPA9,0.0388,0.1518,0.982118,0.590939,0.89458,NS,Exacerbated Up,FALSE
FBLN2,0.0374,0.1532,0.997699,0.850618,0.979184,NS,Exacerbated Up,TRUE
NT5C3A,0.0862,-0.1044,0.909423,0.83367,0.717962,NS,Reversed (Aging Up / Training Down),FALSE
DDAH1,-0.1245,0.0658,0.874527,0.96238,0.821477,NS,Reversed (Aging Down / Training Up),FALSE
WARS1,0.0828,-0.1073,0.927265,0.845462,0.752225,NS,Reversed (Aging Up / Training Down),FALSE
DCTN1,0.1065,0.0835,0.870454,0.908667,0.99707,NS,Exacerbated Up,FALSE
UGGT1,-0.153,-0.0367,0.827401,0.989738,0.942179,NS,Exacerbated Down,TRUE
LAMP1,0.1296,0.06,0.848356,0.962785,0.975503,NS,Exacerbated Up,TRUE
PPP2R2A,0.184,-0.0056,0.49257,0.999614,0.67721,NS,Reversed (Aging Up / Training Down),FALSE
HSP90B1,-0.072,0.1175,0.942203,0.796933,0.73532,NS,Reversed (Aging Down / Training Up),FALSE
IFIT2,0.0651,-0.1241,0.974024,0.876143,0.852377,NS,Reversed (Aging Up / Training Down),FALSE
ROMO1,-0.0057,-0.183,0.999874,0.809309,0.911547,NS,Exacerbated Down,FALSE
NAA50,0.1834,0.0052,0.641964,0.999755,0.800912,NS,Exacerbated Up,TRUE
KRT5,-0.1262,0.0624,0.961501,0.989542,0.946326,NS,Reversed (Aging Down / Training Up),FALSE
HK1,0.042,0.1464,0.98103,0.658154,0.920574,NS,Exacerbated Up,FALSE
RAB14,-0.1101,-0.0783,0.900871,0.942311,0.99569,NS,Exacerbated Down,TRUE
C11orf68,-0.1677,0.0207,0.813647,0.997089,0.851646,NS,Reversed (Aging Down / Training Up),TRUE
VPS35,0.1575,0.0304,0.768327,0.991642,0.913974,NS,Exacerbated Up,TRUE
ASPH,-0.0926,0.0952,0.965656,0.955153,0.907232,NS,Reversed (Aging Down / Training Up),TRUE
CUL5,0.1109,-0.0768,0.830524,0.909217,0.707312,NS,Reversed (Aging Up / Training Down),FALSE
COMT,-0.118,0.0696,0.863487,0.948422,0.790108,NS,Reversed (Aging Down / Training Up),FALSE
EPHA2,0.1511,-0.0363,0.924445,0.995383,0.928447,NS,Reversed (Aging Up / Training Down),TRUE
CZIB,0.0467,-0.1404,0.982952,0.779718,0.805893,NS,Reversed (Aging Up / Training Down),FALSE
TAPBP,-0.0593,-0.1273,0.991042,0.895607,0.990245,NS,Exacerbated Down,TRUE
CPNE3,0.093,-0.0935,0.903865,0.883062,0.756383,NS,Reversed (Aging Up / Training Down),TRUE
PYGB,0.0607,-0.1257,0.966427,0.803255,0.783518,NS,Reversed (Aging Up / Training Down),FALSE
TBCE,0.1134,-0.0726,0.935892,0.957153,0.869325,NS,Reversed (Aging Up / Training Down),TRUE
CACNB3,-0.1499,-0.0354,0.744386,0.986627,0.917536,NS,Exacerbated Down,FALSE
USP9X,0.0661,0.1192,0.957736,0.767045,0.982382,NS,Exacerbated Up,TRUE
ETF1,0.0346,0.1507,0.993522,0.813333,0.948785,NS,Exacerbated Up,TRUE
HYOU1,0.0019,0.1829,0.999978,0.657008,0.836709,NS,Exacerbated Up,TRUE
DDX17,0.1198,-0.0646,0.846526,0.946388,0.765563,NS,Reversed (Aging Up / Training Down),TRUE
SEPTIN7,0.078,0.1056,0.946647,0.874115,0.996408,NS,Exacerbated Up,TRUE
SFPQ,-0.0559,0.1272,0.984621,0.891083,0.886641,NS,Reversed (Aging Down / Training Up),TRUE
ARCN1,0.1759,-0.0067,0.795595,0.999712,0.862447,NS,Reversed (Aging Up / Training Down),TRUE
CYC1,0.1169,0.0652,0.859198,0.952949,0.985764,NS,Exacerbated Up,FALSE
SPRYD4,0.1685,-0.0131,0.837991,0.999039,0.886979,NS,Reversed (Aging Up / Training Down),TRUE
SNRPA,0.1129,0.0687,0.908239,0.95787,0.99202,NS,Exacerbated Up,TRUE
ANP32A,-0.132,0.0491,0.798309,0.972114,0.774834,NS,Reversed (Aging Down / Training Up),TRUE
AK1,-0.1454,-0.0347,0.805713,0.989435,0.937434,NS,Exacerbated Down,FALSE
WARS2,-0.0099,-0.1701,0.999861,0.86005,0.965693,NS,Exacerbated Down,TRUE
PPM1B,0.1765,0.0034,0.763196,0.99992,0.86278,NS,Exacerbated Up,TRUE
PCNP,0.1502,0.0296,0.905166,0.994275,0.955495,NS,Exacerbated Up,TRUE
CHMP6,0.1507,0.0289,0.829599,0.993537,0.933764,NS,Exacerbated Up,TRUE
UBE2V2,0.0156,-0.1639,0.99716,0.489681,0.693034,NS,Reversed (Aging Up / Training Down),FALSE
NDUFB7,0.1237,-0.0557,0.912088,0.981027,0.886697,NS,Reversed (Aging Up / Training Down),FALSE
ADPRHL1,-0.1354,-0.0438,0.842803,0.983638,0.960492,NS,Exacerbated Down,FALSE
FHL1,-0.0428,0.1363,0.984246,0.76776,0.801935,NS,Reversed (Aging Down / Training Up),FALSE
STX7,0.0844,0.0945,0.944605,0.9077,0.999568,NS,Exacerbated Up,TRUE
NDUFA7,-0.0975,0.0809,0.947375,0.95822,0.888517,NS,Reversed (Aging Down / Training Up),FALSE
UQCRC1,0.1108,0.0675,0.85758,0.942472,0.988999,NS,Exacerbated Up,FALSE
BOLA2,-0.0211,0.1572,0.997485,0.77274,0.860887,NS,Reversed (Aging Down / Training Up),TRUE
AP1M1,-0.1644,0.0138,0.813524,0.998666,0.863286,NS,Reversed (Aging Down / Training Up),TRUE
MRPL47,-0.0178,-0.1599,0.998136,0.725903,0.905753,NS,Exacerbated Down,TRUE
DNM1L,0.1291,-0.0485,0.794412,0.971048,0.76946,NS,Reversed (Aging Up / Training Down),FALSE
TOMM70,0.1432,-0.0344,0.821157,0.989943,0.835395,NS,Reversed (Aging Up / Training Down),TRUE
PRDX1,0.1029,-0.0746,0.902789,0.942431,0.820389,NS,Reversed (Aging Up / Training Down),FALSE
FBP2,-0.1283,-0.0488,0.91047,0.986438,0.980634,NS,Exacerbated Down,FALSE
SAR1B,-0.1247,-0.0523,0.837721,0.970799,0.970951,NS,Exacerbated Down,FALSE
OCIAD1,0.1424,-0.0345,0.768601,0.987077,0.788248,NS,Reversed (Aging Up / Training Down),TRUE
COL14A1,0.1024,0.0744,0.982689,0.989347,0.999213,NS,Exacerbated Up,TRUE
ERP29,0.0811,0.0954,0.941461,0.899885,0.99905,NS,Exacerbated Up,FALSE
ATP5PD,0.1412,-0.0349,0.766013,0.98654,0.786259,NS,Reversed (Aging Up / Training Down),FALSE
GNAI2,0.1398,-0.036,0.735218,0.98361,0.755126,NS,Reversed (Aging Up / Training Down),FALSE
RHOA,0.0684,-0.1072,0.947739,0.831617,0.771148,NS,Reversed (Aging Up / Training Down),FALSE
COX6C,-0.0766,0.0987,0.969576,0.937991,0.896015,NS,Reversed (Aging Down / Training Up),FALSE
GNPDA1,0.0644,-0.1107,0.963247,0.853843,0.81522,NS,Reversed (Aging Up / Training Down),TRUE
SUCLG1,0.175,-1e-4,0.676259,1,0.811686,NS,Reversed (Aging Up / Training Down),FALSE
GLO1,0.0039,-0.1712,0.999877,0.601129,0.795183,NS,Reversed (Aging Up / Training Down),FALSE
TIMM8B,-0.0205,0.1546,0.998011,0.809558,0.886196,NS,Reversed (Aging Down / Training Up),TRUE
EIF3B,-0.1412,0.0337,0.797558,0.989065,0.8169,NS,Reversed (Aging Down / Training Up),FALSE
CCT2,0.0548,0.1199,0.967675,0.784327,0.97251,NS,Exacerbated Up,FALSE
