pathway,pval,padj,NES,size,leadingEdge,database,ES,log2err,contrast
GOBP_RIBOSOME_ASSEMBLY,0.0019078858299302766,0.03776762943357071,-1.9305412318544104,22,RPL24;RPL38;RPS19;RPS27;RPS5;RPS15;EIF5;RPS14;RPL5;EIF2A;DDX3X,GO:BP,-0.6012278847114315,0.45505986738722953,Aging
GOBP_MONOCARBOXYLIC_ACID_TRANSPORT,0.002103485486352659,0.04016299339051713,1.8225795291464473,25,PLIN2;CPT2;FABP4;SLC27A1;SLC16A1;FABP3;ACSL1;SLC25A20;CPT1B;GOT2;FABP5,GO:BP,0.5496830683913665,0.4317076958033464,Aging
GOBP_REGULATION_OF_LIPID_LOCALIZATION,0.002118048407659112,0.04016299339051713,1.9105930027971156,29,PLIN2;LAMTOR1;PLIN3;C3;ADIPOQ;PTPN11;NAXE;PLIN5;FABP3;ACSL1;APOC2;AGT,GO:BP,0.5548321442905775,0.4317076958033464,Aging
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS,0.0023259182100804545,0.043287922243164016,1.8784645595221063,20,CTSD;LONP1;NCL;PTPN11;GSK3A;NUCKS1;ECHDC3;MYO1C;BLVRB;CUL3;PAK1;USO1,GO:BP,0.6000830050723582,0.4317076958033464,Aging
GOBP_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS,0.0029070457112092057,0.053119653450277304,1.832704468923453,36,HMGB1;IGHG2;CLU;C3;IGHA1;HLA-A;IGHG1;YWHAG;AZGP1;IGKC;OPA1;HSPD1;IGLC2;LGALS1,GO:BP,0.5052410767750259,0.4317076958033464,Aging
GOBP_LYMPHOCYTE_MEDIATED_IMMUNITY,0.003030533619718328,0.05438725513958786,1.772105734065025,41,HMGB1;IGHG2;CLU;C3;IGHA1;HLA-A;IGHG1;YWHAG;AZGP1;IGKC;HSPD1;IGLC2;STAT5B;GRB2;KIF5B;SERPING1;LAMP1;B2M;IGHV3-7;UFL1;PRDX1;IGHG3;HLA-B;PCYT1A;AP1G1;IGLC3;STX7,GO:BP,0.47247596052026664,0.4317076958033464,Aging
GOBP_REGULATION_OF_MUSCLE_CONTRACTION,0.0031001327129250634,0.0546602346752577,-1.689172437883489,53,MYBPH;TPM1;TNNT3;HRC;ACTN3;CAMK2D;TMEM38A;JPH2;TNNC2;TRDN;JPH1;CACNA1S;CALM1;STUB1;MAP2K1;TNNT1;MYH7;PRKG1;CASQ1;JUP;TNNC1;MYL3;TNNI1;ATP2A1;DMD;MYLK2,GO:BP,-0.4284059250719975,0.4317076958033464,Aging
GOBP_CELLULAR_RESPONSE_TO_PEPTIDE_HORMONE_STIMULUS,0.0033355464709620415,0.0576960094015622,1.7251613651728888,66,CTSD;LONP1;APPL1;PRKDC;NCL;CA2;ADIPOQ;PTPN11;SLC27A1;GSK3A;YWHAG;FBN1;NUCKS1;STAT5B;ECHDC3;MYO1C;PXN;AGT;CFL1;GSTP1;BLVRB;GRB2;CUL3;PAK1;GOT1;ASS1;USO1;PRKAR1A,GO:BP,0.4168332398093697,0.4317076958033464,Aging
GOBP_REGULATION_OF_ACTIN_FILAMENT_ORGANIZATION,0.0033871289101414623,0.0576960094015622,-1.671539542732203,54,SYNPO2L;LMOD2;SYNPO2;PREX1;TPM1;ACTN2;CAPZA1;FLNA;CAPZA2;TMOD4;CAPZB;SVIL;WDR1;SYNPO;TMOD1;LMOD3;TMSB4X,GO:BP,-0.4221658499120889,0.35481951210374685,Aging
GOBP_GLYCEROLIPID_METABOLIC_PROCESS,0.0036511156186612576,0.06033720794489935,1.7263760569525832,43,HADHA;PRDX6;SH3GLB1;C3;CDS2;BPNT1;PTPN11;SLC27A1;PLIN5;FABP3;PHB2;ACSL1;ABHD16A;APOC2;FABP5;TMX1,GO:BP,0.4564592441167383,0.34452128726268,Aging
GOBP_ORGANIC_ACID_TRANSPORT,0.003662258392675483,0.06033720794489935,1.7517563581442783,38,PSAP;PLIN2;CPT2;FABP4;SFXN1;SEPTIN2;SLC27A1;SLC16A1;FABP3;ACSL1;ITGB1;SLC25A20;CPT1B;GOT2;FABP5,GO:BP,0.4769355138259779,0.34452128726268,Aging
GOBP_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS,0.003841488071168621,0.062269282443942975,1.8500924942608534,17,CDC37;MAVS;UBE2K;ANXA4;ADIPOQ;PTPN11;PADI2,GO:BP,0.6186014352939925,0.3350685587170139,Aging
GOBP_MYOTUBE_CELL_DEVELOPMENT,0.004165013883379611,0.06644188813962713,-1.8765008501187388,15,PLEC;KLHL40;NACA;ACTN3;CACNA1S;ACTA1;STAC3;LMOD3,GO:BP,-0.6513078173641916,0.31827967504043686,Aging
GOBP_REGULATION_OF_HEMOPOIESIS,0.004276985743380856,0.0671620417515275,1.7587333428952678,34,HMGB2;HMGB1;PRKDC;XRCC6;ADIPOQ;FBN1;OPA1;CUL4A;STAT5B;LGALS1;GLUL;PITHD1,GO:BP,0.4922304672396166,0.31827967504043686,Aging
GOBP_PROTEASOME_MEDIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,0.004369414101290963,0.06755786418149873,-1.5834407514472646,98,PSMD7;PSMD14;KLHL40;PSMC6;PSMC2;PSMD3;PSMC4;UCHL1;PSMD13;ELOB;NPLOC4;VCP;PSMC3;CSNK2B;PSMA1;PSMC5;PSMA3;PSMD6;PSMD8;CUL2;PSMD2;STUB1;PSMB1;PSMD4;PSMA2;KLHL41;PSMA6;RACK1;DDRGK1;RPL11;PSMD12;ARIH2;UCHL5;UBE2N;PSMA7;HSPA1A;SUMO2;PSMD1;EIF3H;PSMD11;UBE2B;RNF7;ADRM1;PSMC1;EPM2A;SH3BGRL;USP5;CSNK2A1;UBE2D3;USP14;PSMA4,GO:BP,-0.3578606649199108,0.3107769199772489,Aging
GOBP_LONG_CHAIN_FATTY_ACID_TRANSPORT,0.004448038819247877,0.06773150020218358,1.825457173575983,17,PLIN2;CPT2;FABP4;SLC27A1;FABP3;ACSL1;SLC25A20;CPT1B;FABP5,GO:BP,0.6103643094303599,0.3107769199772489,Aging
GOBP_ACYL_COA_METABOLIC_PROCESS,0.004687181577338496,0.06927378654742924,1.7468283930577388,35,ACAT1;CBR4;ACOT9;MCEE;ACSF2;MLYCD;ACSS2;GCDH;ACSL1;SUCLA2;SUCLG1;ACOT2;MMUT,GO:BP,0.484572881260412,0.30377943455118267,Aging
GOBP_MODIFIED_AMINO_ACID_METABOLIC_PROCESS,0.004648342764753436,0.06927378654742924,1.6411271741557873,52,SOD2;ACADM;CRAT;ALDH4A1;CTSB;CKB;CPT2;OPLAH;GSTO1;GAMT;HAGH;CKMT2;CPT1B;ABHD16A;GOT2;ALDH9A1;CKM;GSTP1;SULT1A1;PANK4;ALDH7A1;ASS1;ARL6IP5;GSS;SHMT1;GSTK1,GO:BP,0.4161911715404023,0.30377943455118267,Aging
GOBP_AMIDE_METABOLIC_PROCESS,0.00504133897963299,0.07249617681853594,1.5313394646682414,102,CTSZ;SOD2;ACAT1;MCCC1;ASAH1;OPLAH;CBR4;GSTO1;FH;CLU;ACOT9;MCEE;ACSF2;NAGK;MLYCD;ACSS2;GCDH;HAGH;GSK3A;ACSL1;SUCLA2;MECR;NIT1;SUCLG1;SCARB2;GSTP1;ACOT2;MMUT;PANK4;ASS1;ARL6IP5;GSS;APOE;TIGAR;CD36;HSD17B12;SHMT1;PICALM;GSTK1;CPA3;SIRT3;ACSS1;DLD;DLST,GO:BP,0.3417754886231624,0.291090917251384,Aging
GOBP_PROTEINOGENIC_AMINO_ACID_METABOLIC_PROCESS,0.005049484952534842,0.07249617681853594,1.7172883072803324,41,HMGCL;ALDH5A1;ALDH4A1;MCCC1;FAH;IVD;GPT2;RIDA;ADSS1;GCDH;GPT;GOT2;GLUL;THAP4;BCAT2;ADHFE1;GLUD1;GOT1;ASS1,GO:BP,0.45786062697922825,0.291090917251384,Aging
GOBP_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS,0.005187888779934943,0.07343420033569883,1.7389749179737308,48,CTSD;LONP1;APPL1;PRKDC;NCL;ADIPOQ;PTPN11;SLC27A1;GSK3A;YWHAG;NUCKS1;ECHDC3;MYO1C;GSTP1;BLVRB;GRB2;CUL3;PAK1;GOT1;USO1,GO:BP,0.4480082730332178,0.40701791892395395,Aging
GOBP_L_AMINO_ACID_CATABOLIC_PROCESS,0.005668016194331984,0.07911605937921729,1.7648482638713314,24,HMGCL;ALDH4A1;MCCC1;FAH;IVD;GPT2;RIDA;GPT;GOT2;GLUL;ADHFE1;GLUD1;GOT1,GO:BP,0.5384045669108127,0.27471745859524166,Aging
GOBP_ORGANIC_ANION_TRANSPORT,0.005859690790223222,0.07958093573208565,1.7253483928173974,48,PSAP;PLIN2;CPT2;CYB5R1;FABP4;SFXN1;SEPTIN2;SLC27A1;SLC16A1;FABP3;ACSL1;ITGB1;SLC25A20;CPT1B;GOT2;FABP5,GO:BP,0.44449770140873107,0.40701791892395395,Aging
GOBP_REGULATION_OF_INNATE_IMMUNE_RESPONSE,0.0058444175735590485,0.07958093573208565,1.5955572873823478,73,HMGB2;YWHAZ;HMGB1;CDC37;APPL1;MAVS;PRKDC;UBE2K;XRCC6;CFH;PTPN11;NAGK;LAMP2;GDI1;HLA-A;MAP2K6;PHB2;NLRX1;HSPD1;STAT5B;PPP2CA;GRB2;HCFC2;PAK1;YWHAE;SERPING1;TOMM70;APOE;CD36;LAMP1,GO:BP,0.37882588057219607,0.269842314478839,Aging
GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS,0.005952380952380952,0.07976190476190476,-1.6191560456598364,73,SYNPO2L;NEB;LMOD2;SYNPO2;PREX1;TPM1;ACTN2;CAPZA1;FLNA;CAPZA2;CAMK2D;TMOD4;CAPZB;EZR;SVIL;WDR1;SYNPO;TMOD1;CSRP3;LMOD3,GO:BP,-0.3858052893970059,0.26521689377999697,Aging
GOBP_NADP_METABOLIC_PROCESS,0.006267691063485645,0.08288196735267202,1.792788877242671,17,DCXR;IDH2;TALDO1;MDH1;NADK2;PGLS;NNT;H6PD;PGD;TIGAR;ACO1;TKT,GO:BP,0.5994412582515214,0.2608205677188685,Aging
GOBP_LIPID_LOCALIZATION,0.006445115810674723,0.08336184640268748,1.6106606681174873,70,PSAP;PLIN2;LAMTOR1;CPT2;PLIN3;CLU;C3;FABP4;VDAC1;ADIPOQ;PTPN11;SLC27A1;NAXE;NPC2;PLIN5;FABP3;ACSL1;SLC25A20;CPT1B;GOT2;APOC2;AGT;FABP5;SCARB2;VPS4A,GO:BP,0.3855814350165232,0.25663501697244306,Aging
GOBP_REGULATION_OF_NITRIC_OXIDE_METABOLIC_PROCESS,0.00646987464617873,0.08336184640268748,1.7860106028143938,17,SOD2;DDAH2;DYNLL1;CLU;KHSRP;HBB;ASS1;APOE;CD36,GO:BP,0.5971748578941576,0.25663501697244306,Aging
GOBP_LEUKOCYTE_MEDIATED_IMMUNITY,0.0072231139646869984,0.09188898144949915,1.6208091019637214,53,HMGB1;MAVS;IGHG2;CLU;C3;IGHA1;HLA-A;IGHG1;YWHAG;AZGP1;IGKC;HSPD1;IGLC2;STAT5B;GRB2;KIF5B;SERPING1;ANXA3;LAMP1;B2M;BST2;IGHV3-7;UFL1;PRDX1;IGHG3;HLA-B,GO:BP,0.408840196868984,0.24169838609665498,Aging
GOBP_POSITIVE_REGULATION_OF_LIPID_LOCALIZATION,0.007689194658033185,0.09659550789154189,1.7701328269332444,16,PLIN2;PLIN3;C3;ADIPOQ;PLIN5;FABP3;ACSL1,GO:BP,0.6031186769123086,0.23514199556110812,Aging
GOBP_TRANSLATIONAL_ELONGATION,0.008275862068965517,0.10268199233716474,-1.7455019678522907,23,EEF1G;EEF2;EEF1A2;EEFSEC;RPLP1;EEF1A1;HBS1L;RPLP2;RACK1;DDRGK1;EEF1D;PELO;GCN1,GO:BP,-0.5379874828458056,0.2234791191174785,Aging
GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION,0.008755854204846264,0.10619902590852762,1.7053419020366956,29,PDLIM1;ARHGDIB;LRG1;APPL1;CDC42;CAP1;PTPN11;CALR;ITGB1;TNS1;CFL1;LAMTOR2;AGO2;PAK1;ILK,GO:BP,0.4952276611870674,0.22082346409111278,Aging
GOBP_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS,0.008876336493847085,0.10619902590852762,1.627898013380528,48,HMGB1;APPL1;MAVS;C3;CFH;HLA-A;YWHAG;PHB2;AZGP1;NLRX1;OPA1;HSPD1;STAT5B;LGALS1,GO:BP,0.41939177506862324,0.21825977528478716,Aging
GOBP_SKIN_DEVELOPMENT,0.00885652430623893,0.10619902590852762,-1.6921495051504205,30,PLEC;FLNB;CLIC4;DHCR24;COL3A1;COL1A1;MAP2K1;KRT2;COL1A2;RYR1;TSG101;GNAS;JUP;MACROH2A1,GO:BP,-0.4879802875886992,0.2157828589665743,Aging
GOBP_HEART_PROCESS,0.009181636726546906,0.10855935188446636,-1.5634428275347239,65,TTN;DES;THRB;SNTA1;TNNI2;TPM1;FLNA;HRC;CAMK2D;TMEM38A;FXYD1;JPH2;GLRX3;TCAP;TRDN;ATP2A3;JPH1;CALM1;HSPB7,GO:BP,-0.3815419878482153,0.2133879230180531,Aging
GOBP_REGULATION_OF_CELLULAR_COMPONENT_SIZE,0.009394363381970817,0.10978296742884502,-1.5508433430482005,61,NEB;LMOD2;PREX1;ACTN2;CAPZA1;CAPZA2;MAPT;TMOD4;MSN;CAPZB;EZR;SVIL;WDR1;TMOD1;LMOD3;AP2M1;TMSB4X;LARS1;SPTB;DEPTOR,GO:BP,-0.382420361552164,0.2110705378683249,Aging
GOBP_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,0.009983700081499592,0.11532894921732287,1.6718232330542244,36,DCXR;SOD2;COQ7;HP;VDAC1;PLIN5;SIRT5;NNT;AGT;GNAI2;GSTP1;TRAP1;GRB2;PRDX2;TIGAR;CD36;SIRT3;AKR1C3;STAT3;RHOA;TSPO;PARK7;DHRS4,GO:BP,0.4608892403378,0.20665231123444913,Aging
GOBP_FAT_CELL_DIFFERENTIATION,0.01073743922204214,0.11557188173979457,1.7232643580010636,22,SOD2;LRG1;ALDH6A1;MB;FABP4;ADIPOQ;AAMDC;FABP3,GO:BP,0.5363373519461889,0.19858448696990452,Aging
GOBP_GLUCOSE_CATABOLIC_PROCESS,0.010482594936708861,0.11557188173979457,-1.7593027731231035,17,ENO2;ACTN3;PGK1;LDHA;ENO3;PFKM;PFKL;TPI1,GO:BP,-0.5882253364228498,0.19858448696990452,Aging
GOBP_PROTEIN_TARGETING,0.010809708341831531,0.11557188173979457,1.5017208599544023,82,YWHAZ;CDC37;YWHAQ;TIMM10;SGTA;SH3GLB1;CLU;TIMM44;LAMP2;GDI1;CHCHD4;GRPEL1;PMPCB;PITRM1;GSK3A;YWHAG;TIMM50;HUWE1;HSPD1;ATP5IF1;MYO1C;TIMM8A;SCARB2;VPS4A;PAK1;STOM;TIMM9;YWHAE;MTCH2;MFN2;TOMM70;SAMM50;YWHAB;SAE1;TIMM13,GO:BP,0.34906826550219183,0.19858448696990452,Aging
GOBP_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,0.010397920415916816,0.11557188173979457,1.5810287083502697,58,DCXR;SOD2;MAOB;COQ7;PRDX6;MB;HP;VDAC1;GPX3;PLIN5;ATP5IF1;SIRT5;NNT;AGT;GNAI2;GSTP1;TRAP1;GRB2;PRDX2;HBB;HBA1;SOD3;TIGAR;CD36;SIRT3;PRDX1;AKR1C3;GPX1;PRDX3;STAT3;RHOA;TSPO,GO:BP,0.3913582057299625,0.2005131804004132,Aging
GOBP_REGULATION_OF_ACTIN_FILAMENT_LENGTH,0.010598626104023552,0.11557188173979457,-1.648206068944648,35,NEB;LMOD2;PREX1;ACTN2;CAPZA1;CAPZA2;TMOD4;CAPZB;SVIL;WDR1;TMOD1;LMOD3;TMSB4X,GO:BP,-0.45809720167932905,0.19671002534624346,Aging
GOBP_REGULATION_OF_INSULIN_RECEPTOR_SIGNALING_PATHWAY,0.010483870967741936,0.11557188173979457,1.7485042286794792,15,CTSD;LONP1;NCL;PTPN11;GSK3A;NUCKS1;BLVRB;PAK1,GO:BP,0.6065145979813115,0.2005131804004132,Aging
GOBP_RESPONSE_TO_TOXIC_SUBSTANCE,0.010416666666666666,0.11557188173979457,1.5671458117792325,65,NXN;SOD2;MPST;CP;PRDX6;MT2A;MB;GSTO1;SCFD1;HP;ALB;FECH;GPX3;ALAD;NNT;GSTP1;DHX15;PRDX2;AKR1A1;HBB;HBA1;ASS1;CDH13;SOD3;APOE;CD36,GO:BP,0.3797370245455248,0.2005131804004132,Aging
GOBP_ALCOHOL_METABOLIC_PROCESS,0.011368250101502234,0.11570413190089256,1.5049899527108324,75,IDI1;AKR7A2;IDH2;ASAH1;ACAA2;GALK1;PCBD2;CBR4;ALDH2;LSS;ACADVL;FECH;ACSS2;CYB5R3;NUDT3;NPC2;COQ3;AGT;H6PD;ADH1B;SPR;SULT1A1;PGP;AKR1A1;GOT1;IDH3B;IDH3G;AKR1B1;APOE;PRKACA;PRKAA2;ACSS1;AKR1C3;PCBD1;GPD2;TKFC;IDH3A;FDXR,GO:BP,0.35603005579108804,0.19311396334681513,Aging
GOBP_CELLULAR_OXIDANT_DETOXIFICATION,0.011108866895576651,0.11570413190089256,1.6409044574557863,41,NXN;SOD2;CP;PRDX6;MB;GSTO1;HP;ALB;GPX3;NNT;GSTP1;PRDX2;HBB;HBA1;SOD3;APOE;CD36;GSTK1;TXNRD1;SELENOF;PRDX1;GPX1;TXNRD2;PRDX3,GO:BP,0.43749528865864024,0.1948872974336822,Aging
GOBP_HYDROGEN_PEROXIDE_METABOLIC_PROCESS,0.01113811259619279,0.11570413190089256,1.707635518191862,21,SOD2;MAOB;PRDX6;HP;GPX3;NNT;PRDX2;HBB;HBA1;PRDX1;GPX1;PRDX3;STAT3;PARK7,GO:BP,0.5385167363050214,0.1948872974336822,Aging
GOBP_MYELOID_CELL_DIFFERENTIATION,0.011397720455908818,0.11570413190089256,1.5701006246197085,58,HMGB2;HMGB1;TPM4;CDC42;PRKDC;MB;SFXN1;ADIPOQ;PTPN11;FECH;FBN1;ATP5IF1;CUL4A;STAT5B;GLUL;TF;PITHD1,GO:BP,0.3886531345201412,0.1913878287563819,Aging
GOBP_REGULATION_OF_MUSCLE_SYSTEM_PROCESS,0.011305037683458944,0.11570413190089256,-1.5482579648920478,68,MYBPH;TPM1;TNNT3;HRC;ACTN3;CAMK2D;TMEM38A;JPH2;TNNC2;GLRX3;LMNA;TRDN;JPH1;CACNA1S;CALM1;CAMK2G;STUB1;MAP2K1;TNNT1;MYH7;PRKG1;CASQ1;JUP;TNNC1;CAMK2B;MYL3;TNNI1;ATP2A1;DMD;MYLK2;ATP2B4,GO:BP,-0.3737548866360303,0.1913878287563819,Aging
GOBP_NEGATIVE_REGULATION_OF_CELL_DEVELOPMENT,0.011547811993517018,0.11605551053484604,1.707645123782817,22,IDH2;HMGB1;YWHAH;ADIPOQ;GDI1;GSK3A;FBN1;CUL4A;LGALS1;CFL1,GO:BP,0.5314761252393597,0.1913878287563819,Aging
GOBP_CARDIAC_MUSCLE_CELL_DIFFERENTIATION,0.012260233339924856,0.12079935790808315,-1.6998690534708003,25,PLEC;TTN;NEB;PDLIM5;NRAP;ACTN2;ALPK3;TCAP;LMNA,GO:BP,-0.5123447950848741,0.183397180948084,Aging
GOBP_REGULATION_OF_BLOOD_CIRCULATION,0.012153815501095835,0.12079935790808315,-1.5676201365084934,54,DES;THRB;SNTA1;TPM1;FLNA;HRC;CAMK2D;TMEM38A;FXYD1;JPH2;GLRX3;TRDN;ATP2A3;JPH1;CALM1;HSPB7;STUB1;CSRP3;MAP2K1,GO:BP,-0.39591985134056684,0.18491588197177058,Aging
GOBP_REGULATION_OF_CATION_CHANNEL_ACTIVITY,0.012693375644585482,0.12266194733469624,-1.743858296821614,15,ACTN2;CAMK2D;JPH2;CALM1;STAC3;AHNAK;TMSB4X;CACNB3;CASQ1,GO:BP,-0.6052693986381371,0.1804678930799227,Aging
GOBP_REGULATION_OF_HEART_CONTRACTION,0.012685827552031714,0.12266194733469624,-1.5828138867283028,48,DES;THRB;SNTA1;TPM1;FLNA;HRC;CAMK2D;TMEM38A;FXYD1;JPH2;GLRX3;TRDN;ATP2A3;JPH1;CALM1;HSPB7;CSRP3,GO:BP,-0.41030361567402746,0.1804678930799227,Aging
GOBP_DICARBOXYLIC_ACID_METABOLIC_PROCESS,0.01373459907089477,0.1314597339642785,1.613853684230774,41,ALDH5A1;IDH2;ALDH4A1;FH;SDHA;GPT2;MDH1;ADSS1;FAHD2A;SUCLA2;SDHB;GOT2;GLUL;L2HGDH;MDH2;ADHFE1;GLUD1;GOT1;ASS1;FAHD1,GO:BP,0.4302830553157766,0.1750040159423417,Aging
GOBP_FATTY_ACID_DERIVATIVE_METABOLIC_PROCESS,0.013950667205822886,0.13153726652111483,1.6923462937360234,17,HMGCL;ACAT1;CBR4;GCDH;ACSL1;ABHD16A,GO:BP,0.5658570312387673,0.17371321926215616,Aging
GOBP_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION,0.014004465191800285,0.13153726652111483,1.6745154095115153,23,HMGB1;PRKDC;XRCC6;ADIPOQ;FBN1;OPA1;CUL4A;STAT5B;LGALS1,GO:BP,0.5158429411558901,0.17371321926215616,Aging
GOBP_CELL_CYCLE_CHECKPOINT_SIGNALING,0.016129032258064516,0.1472508827274832,1.6904840745911118,15,PRKDC;NAE1;PTPN11;CUL4A;BUB3;RPA2;VPS4A;MAP3K20,GO:BP,0.586388784240331,0.1611591456616824,Aging
GOBP_DOUBLE_STRAND_BREAK_REPAIR,0.016410048622366287,0.1472508827274832,1.615044367595823,32,OTUB1;HMGB2;HMGB1;PRKDC;PPP5C;FH;XRCC6;ACTR2;HDGFL2;NUCKS1;RPA2;RPA1;RUVBL2,GO:BP,0.457646626487209,0.16014698350927883,Aging
GOBP_KETONE_BIOSYNTHETIC_PROCESS,0.016390125455281263,0.1472508827274832,1.6799877710088482,16,COQ7;COQ5;COQ8A;PPTC7;COQ3;SIRT5;H6PD;COQ9,GO:BP,0.5724045033587336,0.16014698350927883,Aging
GOBP_PROTEIN_TARGETING_TO_MITOCHONDRION,0.015866639887527616,0.1472508827274832,1.5759164689426777,46,TIMM10;SH3GLB1;TIMM44;CHCHD4;GRPEL1;PMPCB;PITRM1;GSK3A;TIMM50;HUWE1;HSPD1;ATP5IF1;TIMM8A;TIMM9;MTCH2;MFN2;TOMM70;SAMM50;SAE1;TIMM13,GO:BP,0.40986943817411026,0.16219053457684138,Aging
GOBP_SKELETAL_MUSCLE_CONTRACTION,0.016377269139700078,0.1472508827274832,-1.6479760961496264,26,TTN;SYNM;TNNI2;TNNT3;ACTN3;EEF2;MYH3;TNNC2;TCAP;STAC3;TNNT1;MYH7;MYH8;CASQ1;TNNC1;TNNI1;ATP2A1;DMD,GO:BP,-0.4918061508055622,0.15817799958919573,Aging
GOBP_B_CELL_MEDIATED_IMMUNITY,0.01659247268312424,0.14757022165079525,1.6792995262352046,16,IGHG2;CLU;C3;IGHA1;IGHG1;IGKC;HSPD1;IGLC2,GO:BP,0.5721700049804448,0.15915345685540597,Aging
GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY,0.017632752330766114,0.15544663238964865,1.6245673113934556,26,HMGB1;MAVS;C3;HLA-A;YWHAG;AZGP1;HSPD1;STAT5B;GRB2;LAMP1;B2M;BST2;UFL1;HLA-B,GO:BP,0.48507057099178696,0.15444634885596145,Aging
GOBP_STRIATED_MUSCLE_ADAPTATION,0.018379446640316207,0.16062038150885033,-1.6824483249226072,16,ACTN3;MYOZ1;TCAP;LMNA;CACNA1S;CAMK2G;TNNT1;MYH7;MYOZ2;TNNC1;CAMK2B;TNNI1;ATP2B4;PPP3CA;GSN,GO:BP,-0.5720500793508755,0.14930820690075336,Aging
GOBP_CELLULAR_RESPONSE_TO_HEAT,0.018774703557312252,0.1626601471991277,-1.6795514406594443,16,HMOX1;MAPT;VCP;BAG3;HIKESHI;STUB1;EEF1D;RBBP7;EIF2S1;HSPA1A,GO:BP,-0.5710651083130941,0.1477048969054665,Aging
GOBP_AMINE_METABOLIC_PROCESS,0.019020639417239985,0.1633824155070614,1.662398064522392,16,MAOA;MAOB;ALDH2;GCDH;SRM;SULT1A1;ALDH7A1;VPS35,GO:BP,0.5664113483016824,0.14850014187143123,Aging
GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY,0.019219338220725184,0.1636901263714306,-1.582098855334362,33,LMOD2;TRIM54;ACTN2;CAPZA1;CAPZA2;TMOD4;PPP1CA;CAPZB;SVIL;WDR1;TMOD1;LMOD3,GO:BP,-0.44713383998338513,0.14615153430494887,Aging
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS,0.020232371794871796,0.17087003070458953,1.4982964780866062,65,HMGB2;HMGB1;APPL1;MAVS;PRKDC;UBE2K;XRCC6;PTPN11;NAGK;LAMP2;GDI1;MAP2K6;YWHAG;PHB2;NLRX1;HSPD1;STAT5B;PPP2CA,GO:BP,0.3630540580200954,0.14318464218377616,Aging
GOBP_POSITIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION,0.021422955974842766,0.17676046990110836,-1.542944669559588,42,SYNPO2L;LMOD2;SYNPO2;TPM1;ACTN2;FLNA;MAPT;RPS3;DYNC1H1;WDR1;MAPRE1;SYNPO,GO:BP,-0.4105115996066275,0.1377492721140411,Aging
GOBP_REGULATION_OF_PHAGOCYTOSIS,0.021246458923512748,0.17676046990110836,1.6447717279024043,16,HMGB1;APPL1;C3;TGM2;ADIPOQ;CALR,GO:BP,0.5604057126458115,0.14038920200174856,Aging
GOBP_RESPONSE_TO_STARVATION,0.02145748987854251,0.17676046990110836,1.5556388536287118,40,ACADM;YWHAZ;ACAT1;PLIN2;PLIN3;MICU1;SH3GLB1;ALB;LAMP2;ADSS1;SAR1A;YWHAG;GLUL,GO:BP,0.4178905365742699,0.13971521655337235,Aging
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY,0.021831412977562158,0.17837861823130055,1.6201988761282053,19,MAVS;C3;HLA-A;YWHAG;AZGP1;HSPD1;STAT5B,GO:BP,0.5248906852476378,0.13839546889485557,Aging
GOBP_AMIDE_TRANSPORT,0.02230259192284509,0.17999196401873815,1.5358349190252065,45,PSAP;PHPT1;HADH;DYNLL1;CA2;TARDBP;PTPN11;SLC27A1;AIMP1;SLC16A1,GO:BP,0.401059482276028,0.13648319801200426,Aging
GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS,0.022469635627530363,0.17999196401873815,1.60701729583776,24,SH3GLB1;C3;CDS2;BPNT1;SLC27A1;PLIN5;FABP3;ACSL1;FABP5;TMX1,GO:BP,0.4902548671724194,0.13648319801200426,Aging
GOBP_PHAGOCYTOSIS,0.022602321319486866,0.17999196401873815,1.575604304549799,29,HMGB1;APPL1;CDC42;C3;TGM2;ADIPOQ;CALR;ITGB1;RAP1A;PAK1;CD36;ANXA3;PRKACA,GO:BP,0.45755213882129936,0.13648319801200426,Aging
GOBP_POSITIVE_REGULATION_OF_DEVELOPMENTAL_GROWTH,0.022745253164556962,0.17999196401873815,-1.642372881077806,17,YBX3;CAPN3;NACA;ACTN3;MAPT;EZR,GO:BP,-0.5491296639001875,0.13405093433856183,Aging
