gene,logFC_Aging,logFC_Training_Old,pi_score_Aging,pi_score_Training_Old,pi_score_Reversal,significance,quadrant,imputed
COL6A2,-0.2601,0.2555,0.826476,0.802158,0.603824,NS,Reversed (Aging Down / Training Up),TRUE
RPL13A,-0.3213,0.1934,0.564671,0.805729,0.387424,NS,Reversed (Aging Down / Training Up),TRUE
NUBPL,-0.3163,0.1982,0.571919,0.729143,0.324223,NS,Reversed (Aging Down / Training Up),TRUE
CBR1,-0.2791,0.2353,0.351303,0.425499,0.08639,NS,Reversed (Aging Down / Training Up),FALSE
TSN,0.2417,-0.2721,0.514076,0.318705,0.105905,NS,Reversed (Aging Up / Training Down),TRUE
CASQ1,-0.2703,0.2432,0.512802,0.527199,0.188074,NS,Reversed (Aging Down / Training Up),FALSE
P3H4,-0.3252,0.1866,0.622052,0.843684,0.467605,NS,Reversed (Aging Down / Training Up),TRUE
IARS1,-0.4523,0.0593,0.098482,0.974043,0.187283,NS,Reversed (Aging Down / Training Up),TRUE
RPLP2,-0.278,0.2328,0.548227,0.616762,0.251764,NS,Reversed (Aging Down / Training Up),FALSE
MRPL22,-0.4904,-0.0204,0.133075,0.997529,0.346244,NS,Exacerbated Down,TRUE
SH3GLB1,0.374,-0.1358,0.136933,0.812031,0.110682,NS,Reversed (Aging Up / Training Down),TRUE
CA2,0.4193,-0.09,0.1332,0.939174,0.192065,NS,Reversed (Aging Up / Training Down),FALSE
LMNA,-0.4208,0.0852,0.246518,0.959548,0.322364,NS,Reversed (Aging Down / Training Up),FALSE
MT-ATP6,-0.3286,-0.1772,0.440889,0.794855,0.92742,NS,Exacerbated Down,FALSE
IGKV3-20,0.386,0.1189,0.630975,0.95099,0.878062,NS,Exacerbated Up,TRUE
DNAJA4,-0.1997,0.3052,0.791855,0.426977,0.307304,NS,Reversed (Aging Down / Training Up),TRUE
SYNPO,-0.3524,-0.1513,0.36779,0.843717,0.862503,NS,Exacerbated Down,TRUE
OPTN,0.3731,-0.1306,0.235842,0.846655,0.180117,NS,Reversed (Aging Up / Training Down),TRUE
HSPB7,-0.3013,0.2019,0.436929,0.679465,0.221689,NS,Reversed (Aging Down / Training Up),FALSE
GNG12,-0.4448,0.0565,0.078368,0.976213,0.179139,NS,Reversed (Aging Down / Training Up),FALSE
ASPSCR1,-0.2953,-0.2052,0.473625,0.578694,0.968125,NS,Exacerbated Down,TRUE
CAPZA2,-0.4698,0.0302,0.057572,0.993764,0.188721,NS,Reversed (Aging Down / Training Up),FALSE
SDHC,-0.3458,-0.1535,0.556833,0.894834,0.915426,NS,Exacerbated Down,TRUE
PRKG1,-0.2132,-0.2849,0.688247,0.389633,0.981402,NS,Exacerbated Down,TRUE
RDH11,-0.3728,0.1234,0.52582,0.912184,0.408632,NS,Reversed (Aging Down / Training Up),TRUE
CCDC47,-0.3881,0.1077,0.103768,0.85535,0.088034,NS,Reversed (Aging Down / Training Up),TRUE
VPS29,0.1315,0.3641,0.967311,0.366717,0.910835,NS,Exacerbated Up,TRUE
MECP2,0.0832,-0.4111,0.965641,0.08895,0.258871,NS,Reversed (Aging Up / Training Down),TRUE
NADK2,0.3935,-0.1003,0.247208,0.921436,0.245222,NS,Reversed (Aging Up / Training Down),TRUE
LAMA2,-0.4116,0.0821,0.358729,0.968763,0.4261,NS,Reversed (Aging Down / Training Up),TRUE
ATP2A3,-0.4343,0.0586,0.214426,0.981525,0.340213,NS,Reversed (Aging Down / Training Up),FALSE
HHATL,-0.3283,-0.1637,0.40325,0.810461,0.906017,NS,Exacerbated Down,FALSE
TMED1,-0.4251,0.0665,0.158162,0.964899,0.217734,NS,Reversed (Aging Down / Training Up),TRUE
DHRS4,0.1416,0.3495,0.912569,0.213153,0.858757,NS,Exacerbated Up,TRUE
RAB6A,0.4088,0.0819,0.119296,0.943619,0.53099,NS,Exacerbated Up,TRUE
SHMT1,0.2448,-0.2459,0.734966,0.677469,0.41967,NS,Reversed (Aging Up / Training Down),TRUE
TACO1,0.443,-0.0474,0.163581,0.986703,0.295958,NS,Reversed (Aging Up / Training Down),TRUE
RBL1,-0.4587,0.0307,0.146706,0.993268,0.257532,NS,Reversed (Aging Down / Training Up),TRUE
ATAD3A,0.4782,0.0108,0.124828,0.999389,0.360142,NS,Exacerbated Up,TRUE
NIPSNAP3A,0.4684,-0.0203,0.397897,0.998698,0.575926,NS,Reversed (Aging Up / Training Down),TRUE
MOCS2,-0.4634,-0.0251,0.116899,0.995696,0.338812,NS,Exacerbated Down,TRUE
DYNLRB1,-0.2508,0.2371,0.57187,0.506571,0.205529,NS,Reversed (Aging Down / Training Up),TRUE
KYAT1,-0.1612,-0.3266,0.841001,0.292679,0.898553,NS,Exacerbated Down,TRUE
DDOST,-0.329,-0.1587,0.118297,0.646036,0.804105,NS,Exacerbated Down,TRUE
MYH11,0.0325,0.4543,0.997668,0.368568,0.712277,NS,Exacerbated Up,TRUE
CPNE1,-0.2244,-0.2624,0.620094,0.417827,0.994574,NS,Exacerbated Down,TRUE
HINT3,-0.438,-0.0484,0.234526,0.988975,0.573039,NS,Exacerbated Down,TRUE
ANK1,0.239,0.2473,0.808323,0.696856,0.999864,NS,Exacerbated Up,TRUE
METTL7A,0.1384,-0.3471,0.872348,0.210511,0.233776,NS,Reversed (Aging Up / Training Down),FALSE
SCFD1,0.4573,-0.0277,0.093298,0.994769,0.227002,NS,Reversed (Aging Up / Training Down),TRUE
LGALS3,0.1507,0.334,0.857407,0.246284,0.868126,NS,Exacerbated Up,TRUE
CD99,-0.1817,0.3009,0.816993,0.435535,0.332679,NS,Reversed (Aging Down / Training Up),FALSE
DEFA3,0.4745,0.008,0.311059,0.99978,0.551807,NS,Exacerbated Up,FALSE
PITRM1,0.4507,0.0313,0.27296,0.995568,0.546449,NS,Exacerbated Up,TRUE
MSRB2,0.3801,0.1015,0.499689,0.938792,0.793265,NS,Exacerbated Up,TRUE
RPS5,-0.3412,0.1398,0.187611,0.794216,0.136771,NS,Reversed (Aging Down / Training Up),FALSE
MAPRE3,-0.334,0.146,0.497925,0.885458,0.412699,NS,Reversed (Aging Down / Training Up),TRUE
SND1,-0.203,0.2764,0.714152,0.361424,0.215372,NS,Reversed (Aging Down / Training Up),TRUE
ECH1,0.453,-0.0251,0.050484,0.995323,0.182008,NS,Reversed (Aging Up / Training Down),FALSE
ARPC1B,0.0104,0.4676,0.99952,0.050486,0.351593,NS,Exacerbated Up,TRUE
SEC61A1,-0.3336,-0.1443,0.504616,0.899261,0.910428,NS,Exacerbated Down,TRUE
CLPTM1,0.2662,-0.2103,0.812394,0.741206,0.554081,NS,Reversed (Aging Up / Training Down),TRUE
SSPN,-0.1617,-0.3142,0.710817,0.104061,0.852038,NS,Exacerbated Down,FALSE
EIF2B3,-0.2803,0.1945,0.802036,0.712017,0.536495,NS,Reversed (Aging Down / Training Up),TRUE
HBB,0.3534,0.1206,0.524432,0.93561,0.872049,NS,Exacerbated Up,FALSE
OXCT1,0.1336,-0.3402,0.950328,0.464431,0.547566,NS,Reversed (Aging Up / Training Down),TRUE
GNAS,-0.1642,-0.3092,0.760745,0.195403,0.893301,NS,Exacerbated Down,FALSE
GNA11,-0.2624,-0.2108,0.685284,0.713722,0.992801,NS,Exacerbated Down,TRUE
MYPN,-0.3996,0.0733,0.418635,0.97672,0.492515,NS,Reversed (Aging Down / Training Up),TRUE
YBX3,-0.3984,-0.074,0.067383,0.94487,0.446027,NS,Exacerbated Down,FALSE
BDH1,0.1522,-0.3202,0.894942,0.445023,0.42221,NS,Reversed (Aging Up / Training Down),TRUE
LTBP3,0.3944,-0.078,0.362471,0.967866,0.421845,NS,Reversed (Aging Up / Training Down),TRUE
DBT,0.428,-0.0441,0.165384,0.98789,0.301894,NS,Reversed (Aging Up / Training Down),TRUE
APOE,0.3634,-0.108,0.618153,0.94772,0.555523,NS,Reversed (Aging Up / Training Down),TRUE
DDT,-0.4036,0.0677,0.310101,0.976528,0.418445,NS,Reversed (Aging Down / Training Up),TRUE
MCM5,0.4185,0.0528,0.517788,0.990707,0.751794,NS,Exacerbated Up,TRUE
TMEM205,-0.3714,-0.0993,0.114043,0.898184,0.601409,NS,Exacerbated Down,FALSE
HNRNPR,-0.3666,0.1028,0.083239,0.871687,0.096213,NS,Reversed (Aging Down / Training Up),TRUE
UCHL3,-0.3636,0.105,0.055399,0.848521,0.065267,NS,Reversed (Aging Down / Training Up),FALSE
RPL18,-0.0145,0.4535,0.999222,0.161536,0.436839,NS,Reversed (Aging Down / Training Up),TRUE
FABP4,0.3343,-0.1333,0.18259,0.803756,0.137941,NS,Reversed (Aging Up / Training Down),FALSE
CPPED1,-0.4101,0.0567,0.455105,0.988201,0.559175,NS,Reversed (Aging Down / Training Up),TRUE
PRPSAP2,-0.4265,-0.0402,0.17424,0.989922,0.480285,NS,Exacerbated Down,TRUE
BAG3,-0.3052,0.1615,0.373697,0.772201,0.237174,NS,Reversed (Aging Down / Training Up),FALSE
AGK,-0.1556,0.3111,0.878646,0.3626,0.377971,NS,Reversed (Aging Down / Training Up),TRUE
ADIPOQ,0.3362,-0.1302,0.215948,0.818885,0.159869,NS,Reversed (Aging Up / Training Down),TRUE
RPL26,-0.4065,0.0599,0.308569,0.982083,0.425675,NS,Reversed (Aging Down / Training Up),FALSE
MRPL13,-0.3121,0.1538,0.453334,0.794423,0.286208,NS,Reversed (Aging Down / Training Up),TRUE
SERPINA3,0.4003,-0.0649,0.201264,0.972395,0.306224,NS,Reversed (Aging Up / Training Down),TRUE
FKBP4,0.377,-0.0881,0.112213,0.923605,0.156841,NS,Reversed (Aging Up / Training Down),FALSE
LCP1,-0.1403,0.3247,0.839864,0.153721,0.171143,NS,Reversed (Aging Down / Training Up),TRUE
GAPDHS,0.4158,0.0482,0.588455,0.992865,0.781872,NS,Exacerbated Up,TRUE
HADH,0.3504,-0.1133,0.059665,0.810947,0.058114,NS,Reversed (Aging Up / Training Down),FALSE
UBN2,-0.2278,0.2347,0.889315,0.860803,0.723569,NS,Reversed (Aging Down / Training Up),FALSE
PFKFB1,-0.1041,0.3577,0.957533,0.281547,0.427763,NS,Reversed (Aging Down / Training Up),TRUE
SF3B2,0.4225,0.0386,0.100746,0.988534,0.388212,NS,Exacerbated Up,TRUE
AZGP1,0.3034,-0.1575,0.372273,0.780437,0.241407,NS,Reversed (Aging Up / Training Down),FALSE
TAGLN2,0.228,0.2321,0.410338,0.309657,0.999907,NS,Exacerbated Up,FALSE
SH3BGRL3,0.2252,0.2348,0.657069,0.504739,0.999676,NS,Exacerbated Up,TRUE
TSPAN8,0.0124,-0.4464,0.99933,0.105943,0.378268,NS,Reversed (Aging Up / Training Down),TRUE
OPLAH,0.3665,-0.0921,0.106569,0.900527,0.12344,NS,Reversed (Aging Up / Training Down),TRUE
HDDC2,0.3494,-0.1088,0.229085,0.869791,0.183838,NS,Reversed (Aging Up / Training Down),TRUE
ECHDC2,0.2226,-0.2355,0.65737,0.535643,0.271789,NS,Reversed (Aging Up / Training Down),TRUE
NLRX1,0.2936,-0.164,0.398814,0.749101,0.234219,NS,Reversed (Aging Up / Training Down),TRUE
MARCKS,0.3222,0.135,0.365254,0.848597,0.856568,NS,Exacerbated Up,TRUE
RBBP7,-0.3519,0.1051,0.608346,0.931501,0.513464,NS,Reversed (Aging Down / Training Up),TRUE
LDHB,0.3776,-0.0791,0.390516,0.968732,0.458062,NS,Reversed (Aging Up / Training Down),FALSE
STAC3,-0.2938,0.1624,0.457718,0.772893,0.284866,NS,Reversed (Aging Down / Training Up),TRUE
RTCA,0.236,-0.2199,0.394192,0.375871,0.085629,NS,Reversed (Aging Up / Training Down),FALSE
PHKA1,-0.2283,0.2272,0.474462,0.397201,0.119088,NS,Reversed (Aging Down / Training Up),FALSE
ANXA4,0.369,0.0846,0.148038,0.93318,0.595828,NS,Exacerbated Up,TRUE
MRPL1,-0.3256,0.1279,0.40502,0.873561,0.33307,NS,Reversed (Aging Down / Training Up),TRUE
IDH3B,0.1594,0.2936,0.791107,0.271806,0.915841,NS,Exacerbated Up,FALSE
RPS3,-0.2965,0.1563,0.320974,0.746803,0.191149,NS,Reversed (Aging Down / Training Up),FALSE
AP1B1,-0.2031,0.2496,0.707045,0.410941,0.241476,NS,Reversed (Aging Down / Training Up),TRUE
EIF2B1,-0.3753,0.0773,0.161553,0.933328,0.17659,NS,Reversed (Aging Down / Training Up),TRUE
CKAP4,-0.1667,0.2857,0.91559,0.555574,0.562749,NS,Reversed (Aging Down / Training Up),TRUE
FABP3,0.3136,-0.1381,0.367799,0.842985,0.283316,NS,Reversed (Aging Up / Training Down),FALSE
PRKDC,0.3987,0.0522,0.053299,0.968022,0.318049,NS,Exacerbated Up,TRUE
MAPRE1,-0.3087,0.142,0.432342,0.823708,0.303227,NS,Reversed (Aging Down / Training Up),TRUE
PCBD2,0.2826,-0.1678,0.200155,0.581497,0.073557,NS,Reversed (Aging Up / Training Down),FALSE
MAP3K20,0.3194,-0.1309,0.542848,0.910427,0.478477,NS,Reversed (Aging Up / Training Down),TRUE
MSRB3,-0.4369,-0.0131,0.637113,0.999154,0.698691,NS,Exacerbated Down,TRUE
NDUFA6,-0.3177,0.131,0.431875,0.881856,0.363723,NS,Reversed (Aging Down / Training Up),FALSE
UBQLN2,0.2947,-0.1539,0.359105,0.742759,0.200331,NS,Reversed (Aging Up / Training Down),TRUE
FKBP5,0.2734,-0.1747,0.408478,0.671388,0.196322,NS,Reversed (Aging Up / Training Down),TRUE
TOR1AIP1,-0.2379,-0.21,0.754946,0.69293,0.997988,NS,Exacerbated Down,TRUE
TNNC1,-0.3566,0.0911,0.620303,0.972713,0.64125,NS,Reversed (Aging Down / Training Up),FALSE
EEF1A2,-0.3811,0.0665,0.180647,0.966445,0.275102,NS,Reversed (Aging Down / Training Up),FALSE
RPL4,-0.258,0.1893,0.699605,0.802188,0.485213,NS,Reversed (Aging Down / Training Up),TRUE
SEPTIN9,0.3218,-0.1254,0.454057,0.837638,0.298349,NS,Reversed (Aging Up / Training Down),TRUE
RPS16,-0.195,0.252,0.69637,0.430173,0.239733,NS,Reversed (Aging Down / Training Up),FALSE
EMD,0.4005,0.0462,0.085735,0.980473,0.386861,NS,Exacerbated Up,TRUE
IGLC3,0.1762,0.2704,0.867621,0.626397,0.978725,NS,Exacerbated Up,FALSE
HIBCH,0.2681,0.1784,0.619006,0.799047,0.976542,NS,Exacerbated Up,FALSE
PRKCQ,-0.2803,-0.1654,0.512682,0.737783,0.946237,NS,Exacerbated Down,TRUE
PGAM5,0.267,-0.177,0.629596,0.762821,0.396945,NS,Reversed (Aging Up / Training Down),TRUE
CES2,0.3654,0.0785,0.495196,0.970779,0.78969,NS,Exacerbated Up,TRUE
CUTA,0.1524,-0.2912,0.86354,0.430095,0.373824,NS,Reversed (Aging Up / Training Down),FALSE
EIF3G,-0.3661,0.0766,0.110952,0.94003,0.170394,NS,Reversed (Aging Down / Training Up),FALSE
PEBP4,-0.001,-0.4403,0.999997,0.169072,0.517594,NS,Exacerbated Down,TRUE
ACTR2,0.2614,0.1792,0.290528,0.549412,0.957694,NS,Exacerbated Up,FALSE
PITHD1,0.3396,-0.0996,0.451248,0.926426,0.392742,NS,Reversed (Aging Up / Training Down),TRUE
ATP2A2,0.2189,-0.2201,0.520223,0.43671,0.151975,NS,Reversed (Aging Up / Training Down),FALSE
CACNA1S,-0.2667,-0.1721,0.402865,0.681169,0.956581,NS,Exacerbated Down,FALSE
RAP1A,0.3857,-0.0528,0.514348,0.984955,0.541805,NS,Reversed (Aging Up / Training Down),TRUE
RPS18,-0.2237,0.2146,0.539366,0.499187,0.187424,NS,Reversed (Aging Down / Training Up),FALSE
HBA1,0.3338,0.1037,0.573573,0.953802,0.876332,NS,Exacerbated Up,FALSE
PDXP,0.3199,-0.1176,0.574303,0.891938,0.44085,NS,Reversed (Aging Up / Training Down),TRUE
RPLP0,-0.2844,0.1521,0.489719,0.821826,0.34833,NS,Reversed (Aging Down / Training Up),FALSE
S100A11,0.243,0.193,0.659891,0.73975,0.992448,NS,Exacerbated Up,TRUE
ACSS2,0.2695,-0.1658,0.348481,0.654497,0.15758,NS,Reversed (Aging Up / Training Down),TRUE
IVD,0.4009,-0.0344,0.111845,0.990968,0.259203,NS,Reversed (Aging Up / Training Down),FALSE
FXR1,-0.2801,0.1549,0.592004,0.847147,0.441206,NS,Reversed (Aging Down / Training Up),TRUE
C11orf54,0.1686,-0.2661,0.704709,0.256311,0.154297,NS,Reversed (Aging Up / Training Down),FALSE
COL6A3,-0.1784,0.2561,0.909581,0.773923,0.673913,NS,Reversed (Aging Down / Training Up),FALSE
OSBPL1A,-0.3269,0.1076,0.154388,0.842419,0.125384,NS,Reversed (Aging Down / Training Up),TRUE
IGHM,0.2464,0.1869,0.795172,0.86242,0.993479,NS,Exacerbated Up,FALSE
MT-ND3,-0.2885,-0.1448,0.562267,0.869874,0.936772,NS,Exacerbated Down,FALSE
LANCL2,-0.2589,-0.1739,0.44344,0.656376,0.964612,NS,Exacerbated Down,TRUE
DCTPP1,0.3675,-0.0648,0.426012,0.973986,0.455881,NS,Reversed (Aging Up / Training Down),TRUE
MYH9,-0.1028,0.3294,0.942078,0.324788,0.40392,NS,Reversed (Aging Down / Training Up),FALSE
ERP44,0.0715,-0.36,0.985772,0.516578,0.645278,NS,Reversed (Aging Up / Training Down),TRUE
MRPL12,0.3833,0.048,0.532055,0.990276,0.749679,NS,Exacerbated Up,TRUE
CDS2,0.3547,-0.0765,0.199781,0.944873,0.238794,NS,Reversed (Aging Up / Training Down),TRUE
ECI1,0.3451,-0.0852,0.063642,0.897647,0.091802,NS,Reversed (Aging Up / Training Down),FALSE
EGLN1,0.3945,0.0352,0.465013,0.992751,0.645107,NS,Exacerbated Up,TRUE
CYB5R1,0.3119,-0.1178,0.165929,0.818535,0.133788,NS,Reversed (Aging Up / Training Down),FALSE
MRPS35,0.3438,-0.085,0.484262,0.944302,0.430546,NS,Reversed (Aging Up / Training Down),TRUE
APOD,0.138,-0.2899,0.925242,0.596263,0.566367,NS,Reversed (Aging Up / Training Down),FALSE
DCTN6,-0.319,0.1087,0.498851,0.911941,0.428128,NS,Reversed (Aging Down / Training Up),TRUE
RPL18A,-0.3454,0.0821,0.501441,0.965404,0.528147,NS,Reversed (Aging Down / Training Up),TRUE
SAR1A,0.24,-0.1846,0.426605,0.574846,0.165877,NS,Reversed (Aging Up / Training Down),FALSE
IDH3G,0.1868,0.2377,0.727765,0.492502,0.989745,NS,Exacerbated Up,FALSE
OSGEP,-0.3371,0.0861,0.294688,0.923638,0.267976,NS,Reversed (Aging Down / Training Up),TRUE
GCDH,0.3566,-0.0665,0.261195,0.964423,0.321949,NS,Reversed (Aging Up / Training Down),TRUE
UBQLN1,0.1227,-0.2996,0.949359,0.526254,0.57154,NS,Reversed (Aging Up / Training Down),TRUE
GLRX,-0.2493,-0.1726,0.680593,0.823313,0.983734,NS,Exacerbated Down,TRUE
LSM8,-0.3896,0.0303,0.314607,0.994557,0.44365,NS,Reversed (Aging Down / Training Up),TRUE
RPL3L,-0.2608,0.1588,0.759904,0.894064,0.628299,NS,Reversed (Aging Down / Training Up),TRUE
EIF2S3,-0.3588,-0.0604,0.187875,0.969815,0.581624,NS,Exacerbated Down,FALSE
MYO1C,0.2816,-0.1375,0.466156,0.834658,0.342804,NS,Reversed (Aging Up / Training Down),TRUE
AGT,0.2687,-0.1503,0.503776,0.797768,0.328208,NS,Reversed (Aging Up / Training Down),TRUE
UQCR10,-0.3837,-0.0351,0.145376,0.990672,0.463241,NS,Exacerbated Down,FALSE
DCUN1D1,-0.3023,0.1164,0.427231,0.890774,0.360775,NS,Reversed (Aging Down / Training Up),TRUE
HDGF,0.3384,-0.0792,0.107508,0.923534,0.151637,NS,Reversed (Aging Up / Training Down),FALSE
JAGN1,-0.2651,-0.1525,0.610195,0.845217,0.958674,NS,Exacerbated Down,TRUE
PPIF,0.3904,0.0271,0.180808,0.99518,0.481566,NS,Exacerbated Up,FALSE
PACSIN3,0.2242,0.1917,0.607478,0.655905,0.995898,NS,Exacerbated Up,FALSE
PPP1R14B,0.1277,0.2874,0.896722,0.397351,0.902742,NS,Exacerbated Up,TRUE
TMEM43,-0.2142,0.2008,0.685473,0.670881,0.3747,NS,Reversed (Aging Down / Training Up),FALSE
RAB35,-0.1636,0.2509,0.862725,0.51043,0.44404,NS,Reversed (Aging Down / Training Up),TRUE
PMPCB,0.2745,0.1398,0.378678,0.767451,0.901663,NS,Exacerbated Up,TRUE
ENO3,-0.2696,0.1446,0.244028,0.690261,0.124457,NS,Reversed (Aging Down / Training Up),FALSE
VCAN,-0.0998,-0.3132,0.910876,0.158539,0.733663,NS,Exacerbated Down,TRUE
RPL7A,-0.3739,0.0388,0.362476,0.992551,0.516697,NS,Reversed (Aging Down / Training Up),TRUE
CHP1,-0.3626,-0.0501,0.159226,0.977171,0.502595,NS,Exacerbated Down,TRUE
ALB,0.3894,-0.0223,0.171566,0.996676,0.358461,NS,Reversed (Aging Up / Training Down),FALSE
DENND5A,0.2356,-0.176,0.685076,0.751828,0.427141,NS,Reversed (Aging Up / Training Down),TRUE
LPP,0.3265,-0.085,0.308549,0.938517,0.329084,NS,Reversed (Aging Up / Training Down),TRUE
RPL13,-0.2599,0.1515,0.673638,0.871479,0.53294299999999994,NS,Reversed (Aging Down / Training Up),FALSE
RPL14,-0.3066,0.1045,0.623273,0.950495,0.596769,NS,Reversed (Aging Down / Training Up),TRUE
TXNDC5,0.1538,0.2571,0.764228,0.265875,0.938983,NS,Exacerbated Up,TRUE
H6PD,0.2138,-0.197,0.598084,0.585634,0.26169,NS,Reversed (Aging Up / Training Down),TRUE
NT5C,-0.3436,-0.0669,0.335772,0.970097,0.708388,NS,Exacerbated Down,TRUE
RAD23A,0.2214,-0.1875,0.339413,0.409982,0.078064,NS,Reversed (Aging Up / Training Down),FALSE
USP24,0.1583,-0.25,0.864116,0.461772,0.416309,NS,Reversed (Aging Up / Training Down),TRUE
DHRS7C,-0.2744,-0.1317,0.487726,0.858394,0.918069,NS,Exacerbated Down,FALSE
MAP2K4,-0.3302,0.0759,0.138395,0.924519,0.16337,NS,Reversed (Aging Down / Training Up),TRUE
PCCA,0.3811,-0.0249,0.124121,0.994957,0.283142,NS,Reversed (Aging Up / Training Down),TRUE
CISD1,0.3304,0.0749,0.132398,0.934224,0.58431,NS,Exacerbated Up,FALSE
COX8A,0.2972,0.1073,0.642353,0.943579,0.911385,NS,Exacerbated Up,TRUE
UBE2G1,0.377,-0.0275,0.424973,0.995498,0.507705,NS,Reversed (Aging Up / Training Down),TRUE
BLMH,-0.303,-0.1009,0.424018,0.921079,0.83311,NS,Exacerbated Down,TRUE
FAM120A,-0.2334,0.1695,0.619071,0.696169,0.340619,NS,Reversed (Aging Down / Training Up),TRUE
APPL1,0.3657,0.035,0.050789,0.985487,0.301905,NS,Exacerbated Up,TRUE
RPS14,-0.2183,0.1816,0.466734,0.547615,0.172986,NS,Reversed (Aging Down / Training Up),FALSE
TATDN1,0.2905,-0.1094,0.482638,0.908271,0.417637,NS,Reversed (Aging Up / Training Down),TRUE
RPLP1,-0.3924,0.0074,0.289804,0.999727,0.509948,NS,Reversed (Aging Down / Training Up),FALSE
SH3BGR,0.3747,-0.0251,0.162284,0.995379,0.340139,NS,Reversed (Aging Up / Training Down),FALSE
SCARB2,0.2196,-0.1801,0.63452,0.671577,0.332118,NS,Reversed (Aging Up / Training Down),TRUE
CORO1B,-0.0741,0.3256,0.98734,0.286171,0.651246,NS,Reversed (Aging Down / Training Up),TRUE
VDAC1,0.2655,-0.1341,0.300026,0.759155,0.184769,NS,Reversed (Aging Up / Training Down),FALSE
ARMT1,-0.1384,-0.2612,0.881622,0.482558,0.945238,NS,Exacerbated Down,TRUE
MYL3,-0.3531,0.0464,0.658314,0.993834,0.734189,NS,Reversed (Aging Down / Training Up),FALSE
H2BC4,-0.2897,0.1098,0.759291,0.961932,0.725701,NS,Reversed (Aging Down / Training Up),FALSE
RNF123,-0.1399,-0.2591,0.797156,0.2673,0.916423,NS,Exacerbated Down,TRUE
MAPT,-0.3282,0.0706,0.179939,0.948579,0.246096,NS,Reversed (Aging Down / Training Up),FALSE
ADSL,-0.2923,-0.1063,0.253953,0.866827,0.790052,NS,Exacerbated Down,FALSE
FABP5,0.2399,-0.1587,0.597145,0.789693,0.396664,NS,Reversed (Aging Up / Training Down),FALSE
FN1,-0.2612,-0.1367,0.881253,0.943793,0.98124,NS,Exacerbated Down,TRUE
NDRG2,-0.3381,-0.0596,0.186314,0.966966,0.589049,NS,Exacerbated Down,FALSE
CALD1,-0.1715,0.2256,0.909765,0.742312,0.657954,NS,Reversed (Aging Down / Training Up),TRUE
OSTC,-0.3769,0.0193,0.38819,0.997667,0.499902,NS,Reversed (Aging Down / Training Up),TRUE
ERH,0.2884,0.1072,0.62366,0.933184,0.904237,NS,Exacerbated Up,TRUE
HAGH,0.2122,-0.1828,0.474964,0.526012,0.167656,NS,Reversed (Aging Up / Training Down),FALSE
NOMO2,-0.3009,0.0938,0.36076,0.913673,0.33674,NS,Reversed (Aging Down / Training Up),TRUE
RBKS,-0.1132,-0.2814,0.921865,0.428227,0.892154,NS,Exacerbated Down,TRUE
CKB,0.3268,-0.067,0.087286,0.938905,0.143715,NS,Reversed (Aging Up / Training Down),FALSE
GAMT,0.2924,-0.1014,0.280678,0.88701,0.259474,NS,Reversed (Aging Up / Training Down),FALSE
CKMT2,0.3179,0.0757,0.381129,0.959468,0.766487,NS,Exacerbated Up,FALSE
EIF3M,-0.3385,0.0548,0.192893,0.971339,0.300114,NS,Reversed (Aging Down / Training Up),TRUE
ACOT9,0.3111,0.0818,0.225212,0.929244,0.696906,NS,Exacerbated Up,FALSE
ADK,-0.0932,0.2996,0.944977,0.311374,0.406871,NS,Reversed (Aging Down / Training Up),TRUE
MB,0.2804,-0.1119,0.201502,0.81552,0.15481,NS,Reversed (Aging Up / Training Down),FALSE
NQO2,-0.1332,-0.2588,0.959676,0.807744,0.978025,NS,Exacerbated Down,TRUE
HSDL2,0.3003,-0.0917,0.247179,0.907398,0.254073,NS,Reversed (Aging Up / Training Down),FALSE
PLIN3,0.338,0.0536,0.106946,0.967366,0.483665,NS,Exacerbated Up,FALSE
RPS6,-0.091,0.3003,0.929607,0.195016,0.283671,NS,Reversed (Aging Down / Training Up),TRUE
ANXA1,0.152,0.2384,0.900786,0.700533,0.981876,NS,Exacerbated Up,FALSE
LAMC1,-0.3754,0.0146,0.548547,0.999286,0.692544,NS,Reversed (Aging Down / Training Up),TRUE
SRSF3,0.162,0.228,0.889031,0.676123,0.988505,NS,Exacerbated Up,TRUE
SLC37A4,-0.3042,-0.0855,0.457719,0.950587,0.822743,NS,Exacerbated Down,TRUE
ADHFE1,0.3196,-0.069,0.543656,0.976744,0.591743,NS,Reversed (Aging Up / Training Down),TRUE
FDX1,0.1638,-0.2246,0.915797,0.758769,0.670623,NS,Reversed (Aging Up / Training Down),TRUE
PPP1CA,-0.2658,0.1226,0.324167,0.81177,0.230454,NS,Reversed (Aging Down / Training Up),FALSE
SFXN1,0.3221,0.066,0.186807,0.953002,0.608582,NS,Exacerbated Up,TRUE
NIPSNAP3B,0.2929,-0.094,0.472914,0.93805,0.464408,NS,Reversed (Aging Up / Training Down),TRUE
TNNI1,-0.3257,0.0606,0.696513,0.988941,0.742146,NS,Reversed (Aging Down / Training Up),FALSE
AKAP1,0.2698,-0.1164,0.676245,0.923162,0.590062,NS,Reversed (Aging Up / Training Down),TRUE
PRDX4,-0.2309,0.1548,0.659921,0.804513,0.450083,NS,Reversed (Aging Down / Training Up),TRUE
PGLS,0.3244,-0.0607,0.359773,0.971628,0.419703,NS,Reversed (Aging Up / Training Down),TRUE
