gene,logFC_Training_Young,logFC_Training_Old,pi_score_Young,pi_score_Old,pi_score_Interaction,significance,quadrant,imputed
MYOF,0.1038,0.0609,0.928761,0.977848,0.992656,NS,Concordant Up,FALSE
DCAF6,-0.0365,-0.1281,0.984766,0.770155,0.926671,NS,Concordant Down,FALSE
PCBD1,-0.0869,-0.0774,0.897033,0.922614,0.999358,NS,Concordant Down,FALSE
FNDC3A,0.151,-0.0133,0.942287,0.999739,0.964321,NS,Discordant (Young Up / Old Down),TRUE
EIF4G2,0.0433,-0.1209,0.983714,0.842993,0.806756,NS,Discordant (Young Up / Old Down),TRUE
OXSR1,-0.0782,-0.0855,0.890021,0.870025,0.999529,NS,Concordant Down,FALSE
ANXA5,0.1152,-0.0484,0.859045,0.979211,0.807752,NS,Discordant (Young Up / Old Down),FALSE
TARDBP,0.1391,0.0244,0.729034,0.993323,0.878973,NS,Concordant Up,TRUE
ATP1A2,0.1329,0.0306,0.683085,0.987559,0.884256,NS,Concordant Up,FALSE
ITGB1,-0.0484,-0.115,0.963112,0.757552,0.951952,NS,Concordant Down,FALSE
GSTK1,0.0752,0.0881,0.944135,0.923395,0.999077,NS,Concordant Up,FALSE
PIN4,-0.033,-0.1302,0.991961,0.842218,0.945646,NS,Concordant Down,TRUE
EIF4B,-0.027,-0.136,0.992548,0.751376,0.899974,NS,Concordant Down,TRUE
TMED10,0.0314,-0.1316,0.993174,0.824513,0.83532,NS,Discordant (Young Up / Old Down),TRUE
DDX6,-0.0684,-0.0945,0.955586,0.904393,0.995983,NS,Concordant Down,TRUE
PSMB7,0.1339,0.0287,0.754228,0.991521,0.90628,NS,Concordant Up,FALSE
ATP5F1D,0.1071,-0.0552,0.889438,0.974507,0.825769,NS,Discordant (Young Up / Old Down),FALSE
ASAH1,-0.0794,-0.0829,0.949492,0.940366,0.999939,NS,Concordant Down,TRUE
PGAM2,-0.1351,-0.027,0.777087,0.993282,0.91134,NS,Concordant Down,FALSE
SNF8,0.0943,0.0677,0.940143,0.957325,0.996687,NS,Concordant Up,TRUE
ARAF,0.0648,-0.0971,0.987433,0.955412,0.931412,NS,Discordant (Young Up / Old Down),TRUE
TIMM8B,-0.0073,0.1546,0.99972,0.809558,0.872533,NS,Discordant (Young Down / Old Up),TRUE
TOM1L2,0.0041,-0.1574,0.999835,0.616359,0.74231,NS,Discordant (Young Up / Old Down),TRUE
PDCD5,0.1328,0.0283,0.712822,0.990367,0.890216,NS,Concordant Up,FALSE
WARS1,0.0534,-0.1073,0.965723,0.845462,0.758414,NS,Discordant (Young Up / Old Down),FALSE
ACAA1,0.0769,-0.0836,0.944761,0.935477,0.824788,NS,Discordant (Young Up / Old Down),FALSE
RPS6KA3,-0.0758,0.0846,0.938474,0.92406,0.799434,NS,Discordant (Young Down / Old Up),FALSE
OSBPL1A,-0.0534,0.1069,0.969476,0.846129,0.773349,NS,Discordant (Young Down / Old Up),TRUE
APEH,0.1368,0.0232,0.642893,0.992702,0.844949,NS,Concordant Up,FALSE
VPS13C,0.1467,0.0133,0.846457,0.998796,0.908729,NS,Concordant Up,TRUE
WDR44,-0.0825,0.0774,0.977404,0.965224,0.923967,NS,Discordant (Young Down / Old Up),TRUE
TOMM5,-0.1427,0.0172,0.877143,0.998229,0.885351,NS,Discordant (Young Down / Old Up),TRUE
TRDN,0.0422,0.1171,0.99155,0.927575,0.980952,NS,Concordant Up,TRUE
SEPTIN2,0.1183,-0.0408,0.778498,0.978891,0.732348,NS,Discordant (Young Up / Old Down),TRUE
ERH,0.0525,0.1065,0.99109100000000006,0.934212,0.992132,NS,Concordant Up,TRUE
YWHAG,0.112,-0.0468,0.752103,0.965106,0.671338,NS,Discordant (Young Up / Old Down),FALSE
OPTN,0.0275,-0.1312,0.995249,0.845338,0.859798,NS,Discordant (Young Up / Old Down),TRUE
DNAJB4,0.1179,0.0405,0.951716,0.994611,0.986115,NS,Concordant Up,TRUE
FN3K,-0.1487,-0.0096,0.711674,0.999166,0.83835,NS,Concordant Down,FALSE
CTBP1,-0.1115,0.0464,0.850226,0.975807,0.784851,NS,Discordant (Young Down / Old Up),TRUE
GPS1,0.0695,-0.0882,0.920636,0.869192,0.701542,NS,Discordant (Young Up / Old Down),FALSE
EML1,-0.0845,-0.0731,0.916778,0.941143,0.999186,NS,Concordant Down,FALSE
RHOG,-0.0825,0.0749,0.986602,0.964067,0.951958,NS,Discordant (Young Down / Old Up),TRUE
AK1,0.1224,-0.0347,0.833977,0.989435,0.817751,NS,Discordant (Young Up / Old Down),FALSE
MRPL36,0.1431,-0.0139,0.802796,0.998598,0.843076,NS,Discordant (Young Up / Old Down),TRUE
TIMM21,-0.0711,0.0858,0.965981,0.943184,0.870291,NS,Discordant (Young Down / Old Up),TRUE
ATP5IF1,0.0795,0.0773,0.949681,0.95388,0.999979,NS,Concordant Up,FALSE
TATDN1,0.0467,-0.11,0.987162,0.907418,0.879296,NS,Discordant (Young Up / Old Down),TRUE
PGM3,0.0279,-0.1281,0.994495,0.849271,0.853352,NS,Discordant (Young Up / Old Down),TRUE
SFXN1,0.0903,0.0657,0.911695,0.955422,0.99625,NS,Concordant Up,TRUE
PFN2,0.1347,0.0211,0.772357,0.995887,0.898613,NS,Concordant Up,FALSE
HINT1,0.1343,-0.0215,0.82723,0.996619,0.846641,NS,Discordant (Young Up / Old Down),FALSE
FAHD1,-0.1034,-0.0524,0.89819,0.976042,0.984988,NS,Concordant Down,TRUE
TRIM72,0.085,0.0704,0.85348,0.906601,0.997866,NS,Concordant Up,FALSE
MAP2K4,-0.0799,0.0754,0.927648,0.925759,0.786441,NS,Discordant (Young Down / Old Up),TRUE
VAPA,0.1086,0.0467,0.830132,0.974165,0.967991,NS,Concordant Up,FALSE
PCNP,-0.1253,0.0296,0.932387,0.994275,0.911414,NS,Discordant (Young Down / Old Up),TRUE
DDT,-0.0868,0.0679,0.956233,0.975753,0.903365,NS,Discordant (Young Down / Old Up),TRUE
MGST2,0.0594,0.0953,0.980062,0.950509,0.99542,NS,Concordant Up,TRUE
CISD2,0.0988,0.0557,0.939399,0.97058,0.991366,NS,Concordant Up,TRUE
TPD52L2,-0.1097,-0.0447,0.769911,0.968135,0.952669,NS,Concordant Down,TRUE
UBE2R2,0.15310000000000001,0.001,0.842271,0.999995,0.892099,NS,Concordant Up,TRUE
TXNL1,0.1021,0.052,0.778684,0.9521,0.970699,NS,Concordant Up,FALSE
STOM,-0.1417,-0.0124,0.864423,0.999174,0.925726,NS,Concordant Down,TRUE
SPCS1,0.0987,-0.0553,0.895736,0.97073,0.823105,NS,Discordant (Young Up / Old Down),TRUE
MRPL19,0.133,0.0208,0.916414,0.997685,0.955261,NS,Concordant Up,TRUE
SNTA1,-0.0876,0.0661,0.932486,0.964364,0.852926,NS,Discordant (Young Down / Old Up),FALSE
ADHFE1,-0.0852,-0.0685,0.964671,0.977115,0.999151,NS,Concordant Down,TRUE
ENO3,-0.0076,0.1459,0.999404,0.691844,0.772028,NS,Discordant (Young Down / Old Up),FALSE
HSCB,-0.0434,0.1097,0.992777,0.905945,0.914016,NS,Discordant (Young Down / Old Up),TRUE
ESYT1,0.0201,-0.1329,0.997698,0.878884,0.890353,NS,Discordant (Young Up / Old Down),FALSE
UBR4,0.1046,-0.0478,0.917078,0.975926,0.852055,NS,Discordant (Young Up / Old Down),TRUE
PSMD2,0.0866,0.0658,0.874866,0.934037,0.996226,NS,Concordant Up,FALSE
EIF3J,0.1296,0.0224,0.6599,0.992806,0.854723,NS,Concordant Up,FALSE
GRPEL1,0.1325,-0.0195,0.899536,0.997481,0.895586,NS,Discordant (Young Up / Old Down),TRUE
MBNL1,0.0725,0.0795,0.93966,0.920148,0.999673,NS,Concordant Up,TRUE
SYNCRIP,0.0878,-0.0638,0.910684,0.954107,0.806924,NS,Discordant (Young Up / Old Down),TRUE
EMC2,-0.0072,0.1443,0.999729,0.85427,0.894839,NS,Discordant (Young Down / Old Up),TRUE
FSD2,0.0207,0.1304,0.997237,0.847886,0.934334,NS,Concordant Up,TRUE
GMPR2,0.1482,-0.0023,0.814017,0.999966,0.875166,NS,Discordant (Young Up / Old Down),FALSE
SNX3,-0.0566,-0.0936,0.948412,0.846359,0.986572,NS,Concordant Down,FALSE
SMTN,0.0603,0.0895,0.973707,0.934948,0.995968,NS,Concordant Up,TRUE
SLC44A2,-0.1186,-0.0312,0.895988,0.993742,0.963452,NS,Concordant Down,TRUE
CNDP2,0.1117,-0.0377,0.847855,0.986111,0.817646,NS,Discordant (Young Up / Old Down),FALSE
DECR1,0.0771,0.0722,0.94238,0.951459,0.999871,NS,Concordant Up,FALSE
ACAD9,-0.1458,0.0034,0.846726,0.999934,0.89184,NS,Discordant (Young Down / Old Up),TRUE
PANK4,0.0175,-0.1316,0.997514,0.819954,0.844028,NS,Discordant (Young Up / Old Down),FALSE
APOC2,0.0145,-0.1344,0.99938,0.922357,0.943228,NS,Discordant (Young Up / Old Down),TRUE
PPP2R1A,0.1412,0.0077,0.503827,0.999045,0.706542,NS,Concordant Up,FALSE
CISD1,0.0737,0.0752,0.93494,0.934058,0.999987,NS,Concordant Up,FALSE
ATP5PD,0.1135,-0.0349,0.81837,0.98654,0.793414,NS,Discordant (Young Up / Old Down),FALSE
HSPB8,0.1134,0.0348,0.916907,0.993619,0.975369,NS,Concordant Up,TRUE
SLC1A4,-0.112,0.036,0.937143,0.992996,0.916533,NS,Discordant (Young Down / Old Up),TRUE
AHNAK,0.1357,0.0123,0.846529,0.999047,0.918661,NS,Concordant Up,FALSE
DDX39B,-0.1071,-0.0408,0.905148,0.987975,0.977329,NS,Concordant Down,TRUE
DCAF8,0.0496,0.0983,0.981675,0.917085,0.987847,NS,Concordant Up,TRUE
ATP5MG,0.0803,-0.0675,0.921139,0.94771,0.809644,NS,Discordant (Young Up / Old Down),FALSE
AARS1,0.1273,-0.0205,0.744137,0.995143,0.772307,NS,Discordant (Young Up / Old Down),TRUE
PRKCSH,0.1337,-0.0138,0.7391,0.998066,0.793603,NS,Discordant (Young Up / Old Down),FALSE
IMPA1,-0.0783,-0.0691,0.888131,0.917805,0.999231,NS,Concordant Down,FALSE
L2HGDH,-0.1137,-0.0336,0.886094,0.991866,0.965061,NS,Concordant Down,FALSE
FABP3,-0.0099,-0.1373,0.999333,0.837521,0.907725,NS,Concordant Down,FALSE
LACTB,-0.105,-0.0422,0.87406,0.983138,0.973197,NS,Concordant Down,FALSE
CDC42,-0.0622,-0.0849,0.959616,0.92247,0.996795,NS,Concordant Down,FALSE
SMIM20,-0.133,-0.014,0.887583,0.998941,0.939676,NS,Concordant Down,TRUE
EIF4A1,-0.1409,0.0056,0.700483,0.999684,0.790328,NS,Discordant (Young Down / Old Up),FALSE
CALR,0.0961,-0.0503,0.775672,0.948801,0.654328,NS,Discordant (Young Up / Old Down),FALSE
ACAA2,0.0021,-0.1438,0.999963,0.760848,0.836224,NS,Discordant (Young Up / Old Down),FALSE
PTGES3,-0.0784,-0.0674,0.929936,0.951139,0.999243,NS,Concordant Down,FALSE
TECR,-0.0641,0.0817,0.976723,0.960549,0.909875,NS,Discordant (Young Down / Old Up),TRUE
UCHL3,0.0402,0.1054,0.982493,0.860198,0.967371,NS,Concordant Up,FALSE
PURA,0.0227,-0.1229,0.996436,0.871163,0.877703,NS,Discordant (Young Up / Old Down),TRUE
LAMP1,0.0855,0.06,0.930398,0.962785,0.996137,NS,Concordant Up,TRUE
PPM1A,0.122,0.0235,0.730513,0.992673,0.890632,NS,Concordant Up,TRUE
COX8A,0.0379,0.1075,0.994526,0.942214,0.985699,NS,Concordant Up,TRUE
UQCRC1,-0.0779,0.0675,0.918803,0.942472,0.797912,NS,Discordant (Young Down / Old Up),FALSE
NEK7,-0.1373,0.0081,0.787053,0.99948,0.844967,NS,Discordant (Young Down / Old Up),FALSE
BTF3L4,0.1234,-0.022,0.752501,0.99409,0.770468,NS,Discordant (Young Up / Old Down),TRUE
CP,0.1166,-0.0287,0.912233,0.994837,0.900266,NS,Discordant (Young Up / Old Down),TRUE
ALAD,0.0586,0.0863,0.975946,0.946182,0.99659,NS,Concordant Up,FALSE
UBE2V1,-0.049,-0.0958,0.97688,0.903263,0.986078,NS,Concordant Down,FALSE
RABL3,0.0489,-0.0958,0.984049,0.925161,0.886511,NS,Discordant (Young Up / Old Down),TRUE
ANXA7,-0.0407,-0.1038,0.972864,0.789498,0.953956,NS,Concordant Down,FALSE
PM20D2,0.1,0.0443,0.961378,0.991988,0.991728,NS,Concordant Up,TRUE
OTUB1,-0.0224,-0.1219,0.993159,0.725462,0.88485,NS,Concordant Down,TRUE
TOR1AIP2,0.0441,0.1002,0.995293,0.937798,0.993002,NS,Concordant Up,TRUE
TXLNB,0.0455,-0.0985,0.972721,0.854138,0.782634,NS,Discordant (Young Up / Old Down),FALSE
DDRGK1,0.0345,0.1095,0.989594,0.874555,0.963394,NS,Concordant Up,TRUE
DNAJC11,-0.1429,-0.001,0.871562,0.999994,0.909641,NS,Concordant Down,TRUE
FABP4,0.0108,-0.1327,0.999038,0.807098,0.848862,NS,Discordant (Young Up / Old Down),FALSE
CUL5,-0.0665,-0.0768,0.93196,0.909217,0.999138,NS,Concordant Down,FALSE
ATAD1,-0.0335,0.1096,0.990079,0.875306,0.853013,NS,Discordant (Young Down / Old Up),FALSE
TIMM13,0.038,0.1051,0.986507,0.880513,0.969788,NS,Concordant Up,FALSE
APOOL,-0.057,-0.086,0.965549,0.917596,0.994522,NS,Concordant Down,FALSE
XRCC5,-0.0704,-0.0722,0.93139,0.929525,0.999976,NS,Concordant Down,FALSE
ATP6V1E1,-0.1204,-0.022,0.905387,0.99728000000000006,0.958194,NS,Concordant Down,TRUE
ANK2,-0.1134,-0.029,0.903533,0.994005,0.963891,NS,Concordant Down,TRUE
GPI,0.0575,0.0843,0.94429,0.872765,0.992946,NS,Concordant Up,FALSE
UQCRH,-0.0846,0.0567,0.911555,0.964329,0.82709,NS,Discordant (Young Down / Old Up),FALSE
NAP1L1,0.078,0.0628,0.939117,0.961581,0.998674,NS,Concordant Up,TRUE
YKT6,0.1327,-0.008,0.734985,0.999289,0.798741,NS,Discordant (Young Up / Old Down),TRUE
CUL1,0.0772,-0.0633,0.937606,0.957423,0.846308,NS,Discordant (Young Up / Old Down),TRUE
FUS,-0.1313,0.009,0.718378,0.999088,0.789494,NS,Discordant (Young Down / Old Up),TRUE
PSMB6,0.0776,-0.0624,0.922631,0.953494,0.820703,NS,Discordant (Young Up / Old Down),FALSE
HSPA1A,-0.0308,-0.1091,0.98997,0.847519,0.951049,NS,Concordant Down,FALSE
VBP1,0.0425,-0.0973,0.978608,0.871806,0.815031,NS,Discordant (Young Up / Old Down),FALSE
SCFD1,0.1115,-0.0282,0.910296,0.994568,0.897901,NS,Discordant (Young Up / Old Down),TRUE
GCSH,-0.0243,-0.1153,0.997065,0.904329,0.965619,NS,Concordant Down,TRUE
MAP2K6,-0.1166,-0.023,0.851475,0.995578,0.940396,NS,Concordant Down,FALSE
SSB,-0.127,0.0123,0.900658,0.999194,0.91692,NS,Discordant (Young Down / Old Up),TRUE
PFKM,0.1222,-0.0169,0.852007,0.997854,0.873739,NS,Discordant (Young Up / Old Down),FALSE
COA3,-0.0141,-0.1249,0.99914,0.915818,0.957238,NS,Concordant Down,TRUE
JPH1,-0.1212,-0.0175,0.83092,0.997387,0.922312,NS,Concordant Down,FALSE
ARL6IP5,0.0791,-0.0595,0.916801,0.956866,0.819235,NS,Discordant (Young Up / Old Down),FALSE
UQCR10,-0.1036,-0.035,0.902067,0.990761,0.973601,NS,Concordant Down,FALSE
MAP2K1,0.0914,0.0471,0.867305,0.970174,0.982454,NS,Concordant Up,FALSE
ANXA6,0.0636,0.0748,0.931913,0.905134,0.998876,NS,Concordant Up,FALSE
RAN,0.1146,-0.0238,0.800532,0.993638,0.808834,NS,Discordant (Young Up / Old Down),FALSE
RPS9,0.0041,0.1342,0.99989,0.849211,0.905833,NS,Concordant Up,FALSE
AKR1A1,0.1328,-0.0054,0.78539,0.999751,0.849597,NS,Discordant (Young Up / Old Down),FALSE
ADRM1,-0.0242,-0.114,0.995611,0.878041,0.952305,NS,Concordant Down,TRUE
RPN2,0.1353,0.0027,0.847685,0.999956,0.904346,NS,Concordant Up,TRUE
OSBP,-0.1187,0.0191,0.748288,0.995143,0.771985,NS,Discordant (Young Down / Old Up),TRUE
ADPRHL1,0.0939,-0.0438,0.912285,0.983638,0.870299,NS,Discordant (Young Up / Old Down),FALSE
APRT,0.0453,0.0919,0.977107,0.895444,0.983953,NS,Concordant Up,FALSE
PSMA7,0.0938,0.0433,0.804741,0.966274,0.968481,NS,Concordant Up,FALSE
NONO,-0.1055,0.0316,0.867745,0.990404,0.848943,NS,Discordant (Young Down / Old Up),TRUE
CHMP1B,-0.053900000000000003,-0.0831,0.980985,0.951366,0.996342,NS,Concordant Down,TRUE
ISCA2,-0.1282,-0.0086,0.864447,0.999504,0.921055,NS,Concordant Down,TRUE
PKIA,-0.0021,-0.1347,0.999966,0.800762,0.872171,NS,Concordant Down,FALSE
HNRNPA3,-0.0059,0.1306,0.999844,0.879574,0.923387,NS,Discordant (Young Down / Old Up),TRUE
PSMA6,0.112,0.0238,0.793728,0.993152,0.921988,NS,Concordant Up,FALSE
MCM5,0.0823,0.0528,0.980491,0.991182,0.99824,NS,Concordant Up,TRUE
RDX,-0.0341,-0.101,0.983746,0.827625,0.95428,NS,Concordant Down,FALSE
MAP2K2,-0.0449,-0.0899,0.97895,0.898796,0.985413,NS,Concordant Down,TRUE
SLC25A6,0.1257,0.009,0.91621,0.999652,0.952721,NS,Concordant Up,FALSE
BLVRB,-0.0921,-0.0426,0.908306,0.983272,0.984276,NS,Concordant Down,FALSE
PRKRA,0.1301,0.0042,0.921214,0.999926,0.948965,NS,Concordant Up,TRUE
NUDC,0.0488,-0.0853,0.963155,0.876238,0.783129,NS,Discordant (Young Up / Old Down),FALSE
RTRAF,0.0042,0.1296,0.99996,0.92981,0.966833,NS,Concordant Up,TRUE
UBA1,0.0911,-0.0425,0.835787,0.970838,0.761719,NS,Discordant (Young Up / Old Down),FALSE
SIRT5,0.1227,0.0109,0.836325,0.999053,0.913743,NS,Concordant Up,FALSE
EIF4E,-0.0662,-0.0673,0.945398,0.94027,0.999993,NS,Concordant Down,TRUE
CKMT2,0.0568,0.0766,0.976077,0.955811,0.998203,NS,Concordant Up,FALSE
LPP,-0.0476,-0.0858,0.983561,0.937403,0.992702,NS,Concordant Down,TRUE
PSMA3,0.1241,0.0093,0.69565,0.998873,0.835256,NS,Concordant Up,FALSE
RNH1,-0.0483,-0.085,0.970135,0.899094,0.989043,NS,Concordant Down,FALSE
ATP2A3,0.0739,0.0593,0.968977,0.981022,0.999263,NS,Concordant Up,FALSE
RARS1,0.1037,0.0293,0.867507,0.991666,0.95853,NS,Concordant Up,FALSE
NUDT9,-0.0676,-0.0654,0.963884,0.959111,0.999974,NS,Concordant Down,TRUE
IARS1,-0.0743,0.0586,0.960088,0.97487,0.905401,NS,Discordant (Young Down / Old Up),TRUE
PSMA4,0.0588,0.0738,0.952204,0.923382,0.998251,NS,Concordant Up,FALSE
PSMC3,0.063,0.0691,0.917446,0.901385,0.99961,NS,Concordant Up,FALSE
XPO1,0.0644,-0.0676,0.944217,0.937244,0.824629,NS,Discordant (Young Up / Old Down),TRUE
SERPINB6,-0.0325,0.0992,0.989473,0.885192,0.859527,NS,Discordant (Young Down / Old Up),FALSE
AKR1B1,0.0334,-0.0979,0.987004,0.867733,0.835262,NS,Discordant (Young Up / Old Down),FALSE
PDK1,-0.0683,-0.0629,0.971017,0.976391,0.99989,NS,Concordant Down,TRUE
PAFAH2,-0.0171,-0.1137,0.998089,0.896522,0.951647,NS,Concordant Down,TRUE
ARL8B,0.0775,-0.0529,0.93027,0.970585,0.860614,NS,Discordant (Young Up / Old Down),FALSE
LDB3,-0.1012,0.029,0.885205,0.992503,0.872605,NS,Discordant (Young Down / Old Up),FALSE
EIF2S1,0.0747,0.0555,0.866713,0.933952,0.995528,NS,Concordant Up,FALSE
TKFC,-0.0421,-0.0881,0.993727,0.947756,0.993628,NS,Concordant Down,TRUE
HDHD5,0.018,0.112,0.998181,0.913725,0.960634,NS,Concordant Up,TRUE
CYB5R1,-0.0125,-0.1175,0.998466,0.821761,0.907927,NS,Concordant Down,FALSE
MPI,-0.0394,-0.0904,0.980874,0.884829,0.978025,NS,Concordant Down,FALSE
ACADSB,0.0252,-0.1043,0.996338,0.925956,0.922188,NS,Discordant (Young Up / Old Down),TRUE
CPNE3,0.0358,-0.0935,0.985814,0.883062,0.847295,NS,Discordant (Young Up / Old Down),TRUE
GSTM2,0.0628,0.0665,0.968031,0.964716,0.999932,NS,Concordant Up,FALSE
LRPAP1,-0.1256,-0.0035,0.907145,0.99992,0.932177,NS,Concordant Down,TRUE
PAIP1,-0.0926,0.0365,0.91723,0.988349,0.885664,NS,Discordant (Young Down / Old Up),TRUE
RPL35A,-0.1129,-0.0161,0.942699,0.999077,0.973372,NS,Concordant Down,TRUE
PTMS,0.0963,-0.0326,0.939902,0.993845,0.924871,NS,Discordant (Young Up / Old Down),TRUE
MAT2B,0.0927,-0.0359,0.905201,0.985892,0.864142,NS,Discordant (Young Up / Old Down),TRUE
PTMA,-0.0872,0.041,0.965822,0.989955,0.93914,NS,Discordant (Young Down / Old Up),TRUE
COPA,0.083,0.045,0.928919,0.980591,0.99092,NS,Concordant Up,TRUE
ATP5F1A,0.1156,0.012,0.807862,0.998526,0.903272,NS,Concordant Up,FALSE
PSMA5,0.0966,0.031,0.80892,0.985027,0.948431,NS,Concordant Up,FALSE
MDH2,0.0752,0.0523,0.93041,0.969476,0.996351,NS,Concordant Up,FALSE
PRKAA1,0.1162,0.0112,0.75952,0.998487,0.877006,NS,Concordant Up,FALSE
MAPRE2,-0.0427,-0.0846,0.979334,0.910488,0.986878,NS,Concordant Down,FALSE
PFN1,0.1261,-5e-4,0.72796,0.999998,0.824468,NS,Discordant (Young Up / Old Down),FALSE
IDE,-0.0377,0.0889,0.987308,0.909708,0.879646,NS,Discordant (Young Down / Old Up),TRUE
GHITM,-0.0437,0.0826,0.984817,0.941987,0.902805,NS,Discordant (Young Down / Old Up),FALSE
COX17,-0.0741,-0.052,0.964497,0.983716,0.998069,NS,Concordant Down,FALSE
ETFA,0.0253,-0.1006,0.994644,0.899413,0.891351,NS,Discordant (Young Up / Old Down),FALSE
TMEM230,0.1145,0.0113,0.906503,0.99912,0.945623,NS,Concordant Up,TRUE
FN3KRP,-0.0795,0.0462,0.982638,0.992414,0.964904,NS,Discordant (Young Down / Old Up),TRUE
PLCL1,-0.0253,0.1001,0.998263,0.960339,0.96344,NS,Discordant (Young Down / Old Up),TRUE
BPNT1,0.1105,-0.0144,0.886356,0.998504,0.903342,NS,Discordant (Young Up / Old Down),TRUE
PGRMC1,0.0152,-0.1095,0.999379,0.95925,0.966027,NS,Discordant (Young Up / Old Down),TRUE
MPC2,0.0599,-0.0648,0.968434,0.963669,0.89969,NS,Discordant (Young Up / Old Down),FALSE
SRPRB,0.0922,0.0324,0.925835,0.991763,0.98001,NS,Concordant Up,TRUE
CAPZA2,-0.0937,0.0308,0.935256,0.994073,0.922079,NS,Discordant (Young Down / Old Up),FALSE
ARF5,-0.0674,0.0569,0.951055,0.961665,0.870814,NS,Discordant (Young Down / Old Up),TRUE
ZYX,0.0306,0.0929,0.988508,0.87283,0.964919,NS,Concordant Up,FALSE
PPIL1,-0.0731,-0.0504,0.913688,0.961747,0.995372,NS,Concordant Down,TRUE
OSGEP,-0.038,0.0854,0.990344,0.92522,0.909103,NS,Discordant (Young Down / Old Up),TRUE
CFH,-0.0217,0.1012,0.997667,0.936523,0.938386,NS,Discordant (Young Down / Old Up),TRUE
NUTF2,-0.014,-0.1089,0.9979,0.831682,0.917894,NS,Concordant Down,FALSE
KARS1,0.0192,-0.1037,0.994575,0.78912,0.800785,NS,Discordant (Young Up / Old Down),FALSE
PIAS2,0.0038,0.1187,0.999894,0.866237,0.916997,NS,Concordant Up,FALSE
CAPN3,0.006,0.1164,0.999773,0.893605,0.935693,NS,Concordant Up,TRUE
PDIA6,-0.0743,0.0475,0.932215,0.97518,0.871631,NS,Discordant (Young Down / Old Up),FALSE
HIKESHI,0.0241,0.0977,0.994286,0.876566,0.957674,NS,Concordant Up,TRUE
LRMDA,0.1152,0.0066,0.893851,0.999731,0.939083,NS,Concordant Up,FALSE
DNM2,0.0583,-0.0632,0.964542,0.959029,0.886702,NS,Discordant (Young Up / Old Down),FALSE
TTN,-0.1026,0.0189,0.965265,0.998961,0.966758,NS,Discordant (Young Down / Old Up),FALSE
MICU1,0.0386,-0.0829,0.993868,0.963579,0.950153,NS,Discordant (Young Up / Old Down),TRUE
PDHX,-0.0235,-0.0979,0.99336,0.85524,0.947745,NS,Concordant Down,FALSE
LDHB,0.0421,-0.0793,0.991391,0.968235,0.946566,NS,Discordant (Young Up / Old Down),FALSE
PSMD12,0.0731,-0.0479,0.943857,0.978191,0.89134,NS,Discordant (Young Up / Old Down),FALSE
VPS25,0.0286,-0.0923,0.994646,0.928113,0.919654,NS,Discordant (Young Up / Old Down),TRUE
SARS2,0.1128,0.0081,0.894532,0.999545,0.938918,NS,Concordant Up,TRUE
PSMD14,0.0705,0.0501,0.917752,0.962567,0.996259,NS,Concordant Up,FALSE
ERP29,0.0249,0.0954,0.994311,0.899885,0.965276,NS,Concordant Up,FALSE
RPL27,-0.0968,0.0235,0.969405,0.998065,0.964502,NS,Discordant (Young Down / Old Up),TRUE
PPP2R2A,0.1144,-0.0056,0.755668,0.999614,0.827376,NS,Discordant (Young Up / Old Down),FALSE
KRT14,-0.102,0.0176,0.979179,0.999425,0.980132,NS,Discordant (Young Down / Old Up),TRUE
HSPD1,0.0838,0.0356,0.889813,0.983683,0.978821,NS,Concordant Up,FALSE
UCHL5,0.0424,0.0769,0.981579,0.928987,0.991774,NS,Concordant Up,TRUE
UQCRB,-0.049,0.0702,0.971433,0.939015,0.871498,NS,Discordant (Young Down / Old Up),FALSE
ASMTL,-0.0273,-0.0917,0.997779,0.936739,0.988423,NS,Concordant Down,TRUE
ATP6V1B2,0.0405,-0.0782,0.98167,0.924841,0.876438,NS,Discordant (Young Up / Old Down),FALSE
DHX9,0.1116,0.0071,0.886064,0.999618,0.93188,NS,Concordant Up,TRUE
ACOT2,-0.0705,-0.0478,0.948325,0.978363,0.996868,NS,Concordant Down,FALSE
GDI2,0.058,-0.06,0.935719,0.932695,0.804029,NS,Discordant (Young Up / Old Down),FALSE
EIF5,-0.0939,0.024,0.904109,0.995013,0.89864,NS,Discordant (Young Down / Old Up),FALSE
MDP1,-0.0061,-0.1114,0.999822,0.891364,0.950045,NS,Concordant Down,TRUE
SDHA,0.1007,-0.0166,0.854809,0.997079,0.870589,NS,Discordant (Young Up / Old Down),FALSE
DEK,-0.1091,-0.0082,0.932948,0.999495,0.953254,NS,Concordant Down,TRUE
MTPN,-0.0544,-0.0625,0.961249,0.948847,0.999511,NS,Concordant Down,FALSE
PDAP1,0.0551,-0.061,0.969958,0.96348,0.901432,NS,Discordant (Young Up / Old Down),FALSE
EIF3M,-0.0623,0.0538,0.961099,0.972562,0.902595,NS,Discordant (Young Down / Old Up),TRUE
SLC25A12,-0.0551,0.0608,0.963833,0.956364,0.881413,NS,Discordant (Young Down / Old Up),FALSE
PRKACA,0.0741,0.0418,0.898807,0.972399,0.989367,NS,Concordant Up,FALSE
ALDH4A1,0.062,-0.0536,0.958525,0.970629,0.895729,NS,Discordant (Young Up / Old Down),FALSE
FAM162A,0.1074,0.0082,0.875286,0.999469,0.932169,NS,Concordant Up,FALSE
PSMB3,0.1131,0.0024,0.829273,0.999947,0.895627,NS,Concordant Up,FALSE
