gene,logFC_Training_Young,logFC_Training_Old,pi_score_Young,pi_score_Old,pi_score_Interaction,significance,quadrant,imputed
MYL6B,0.1684,0.1926,0.933221,0.914038,0.999146,NS,Concordant Up,FALSE
SPTBN1,0.2026,0.1579,0.524568,0.71354,0.987171,NS,Concordant Up,FALSE
NOMO2,-0.2659,0.0941,0.391547,0.91332,0.277304,NS,Discordant (Young Down / Old Up),TRUE
SLC25A3,0.2719,0.0879,0.230441,0.913045,0.720785,NS,Concordant Up,FALSE
MYO1C,0.2198,-0.1382,0.63612,0.833269,0.370607,NS,Discordant (Young Up / Old Down),TRUE
CLU,0.2661,-0.0913,0.609944,0.958094,0.540423,NS,Discordant (Young Up / Old Down),TRUE
ARHGDIB,0.2071,-0.15,0.676339,0.828773,0.402644,NS,Discordant (Young Up / Old Down),TRUE
MCU,-0.2705,-0.0861,0.469354,0.949628,0.829722,NS,Concordant Down,TRUE
EIF2B1,0.2799,0.0767,0.372191,0.934498,0.719122,NS,Concordant Up,TRUE
BROX,-0.3559,6e-4,0.380915,0.999998,0.483046,NS,Discordant (Young Down / Old Up),TRUE
FHL3,-0.1521,-0.2043,0.809709,0.66163400000000006,0.987212,NS,Concordant Down,FALSE
TRAPPC3,0.3536,0.0027,0.466553,0.999957,0.553867,NS,Concordant Up,TRUE
NDUFV1,-0.3426,-0.0129,0.161096,0.998855,0.381757,NS,Concordant Down,FALSE
UBE2V2,-0.1916,-0.1639,0.332482,0.489681,0.992319,NS,Concordant Down,FALSE
MRPL11,-0.2262,-0.1291,0.719249,0.860045,0.961598,NS,Concordant Down,TRUE
MTDH,0.2862,0.0686,0.294836,0.953747,0.668529,NS,Concordant Up,TRUE
RPS21,-0.0639,0.2906,0.964415,0.283026,0.285936,NS,Discordant (Young Down / Old Up),FALSE
SARS1,0.2515,0.1022,0.43558,0.903034,0.859822,NS,Concordant Up,TRUE
NDUFS1,-0.3444,0.0089,0.139954,0.999433,0.297238,NS,Discordant (Young Down / Old Up),FALSE
PHKB,0.127,0.2262,0.814035,0.441609,0.929676,NS,Concordant Up,FALSE
HSPE1,0.1384,0.2146,0.749989,0.439574,0.955717,NS,Concordant Up,FALSE
UBL4A,0.2269,-0.1259,0.671668,0.871968,0.441359,NS,Discordant (Young Up / Old Down),TRUE
RIDA,-0.1903,-0.1625,0.380028,0.534712,0.992878,NS,Concordant Down,FALSE
CYB5A,0.21560000000000001,-0.1371,0.693761,0.853078,0.440575,NS,Discordant (Young Up / Old Down),TRUE
ACY1,0.2409,0.1114,0.442777,0.884225,0.893276,NS,Concordant Up,FALSE
RPL36AL,0.1014,0.2504,0.933249,0.577276,0.900328,NS,Concordant Up,FALSE
PICALM,0.3472,-0.0034,0.532608,0.999924,0.573632,NS,Discordant (Young Up / Old Down),TRUE
CST3,0.1967,0.1535,0.63666,0.781792,0.990237,NS,Concordant Up,TRUE
RPS28,0.1859,0.1642,0.725464,0.793558,0.997986,NS,Concordant Up,FALSE
NDUFS8,-0.3453,-0.0047,0.224133,0.999871,0.429123,NS,Concordant Down,FALSE
SCP2,0.1231,0.2269,0.877043,0.582122,0.944435,NS,Concordant Up,TRUE
VCAN,-0.0373,-0.3122,0.988582,0.171267,0.48426,NS,Concordant Down,TRUE
RAP1A,0.2954,-0.0537,0.658687,0.98442,0.616576,NS,Discordant (Young Up / Old Down),TRUE
SGCG,-0.1752,-0.1738,0.541057,0.559033,0.999987,NS,Concordant Down,FALSE
TACC2,0.147,-0.2012,0.812604,0.624647,0.347951,NS,Discordant (Young Up / Old Down),TRUE
NIF3L1,-0.2342,-0.1136,0.342255,0.839453,0.879455,NS,Concordant Down,FALSE
LPCAT3,-0.2364,-0.111,0.74236,0.928803,0.947681,NS,Concordant Down,TRUE
NAPRT,-0.3369,0.0105,0.548932,0.999613,0.659411,NS,Discordant (Young Down / Old Up),TRUE
CCDC124,0.2349,0.1118,0.521872,0.887994,0.912097,NS,Concordant Up,TRUE
DDAH2,0.3422,0.0044,0.156574,0.999851,0.324007,NS,Concordant Up,TRUE
ERO1A,0.1723,0.1742,0.623464,0.579262,0.999977,NS,Concordant Up,TRUE
AP2B1,0.1728,0.1732,0.733947,0.707764,0.999999,NS,Concordant Up,TRUE
MYH4,-0.2749,0.071,0.806126,0.98882,0.795823,NS,Discordant (Young Down / Old Up),TRUE
COX7C,-0.3131,0.0325,0.373282,0.994148,0.475071,NS,Discordant (Young Down / Old Up),FALSE
SSBP1,0.2407,0.1038,0.346919,0.876596,0.851742,NS,Concordant Up,FALSE
COX7A1,-0.3235,0.0205,0.307564,0.997573,0.445627,NS,Discordant (Young Down / Old Up),FALSE
RPS12,-0.058,0.2857,0.969991,0.281247,0.296671,NS,Discordant (Young Down / Old Up),FALSE
COL18A1,-0.2792,-0.0642,0.783029,0.981168,0.891499,NS,Concordant Down,TRUE
DNAJA2,0.2183,0.1248,0.314469,0.758375,0.91506,NS,Concordant Up,FALSE
CAP1,0.0571,0.2859,0.978605,0.408941,0.728622,NS,Concordant Up,TRUE
RTCA,-0.1233,-0.2196,0.810092,0.432144,0.928714,NS,Concordant Down,FALSE
BCAM,-0.2592,-0.0835,0.444357,0.94333,0.819057,NS,Concordant Down,TRUE
SLC25A24,0.1133,0.2292,0.838905,0.366699,0.889262,NS,Concordant Up,TRUE
LCP1,-0.0181,0.3242,0.997623,0.158259,0.313969,NS,Discordant (Young Down / Old Up),TRUE
NEXN,-0.0622,0.2798,0.984558,0.635006,0.639352,NS,Discordant (Young Down / Old Up),TRUE
HNRNPL,-0.1985,0.1432,0.570578,0.778253,0.275788,NS,Discordant (Young Down / Old Up),TRUE
TMEM109,-0.1573,-0.1844,0.757421,0.67394,0.996162,NS,Concordant Down,FALSE
CAST,0.1489,0.1906,0.758321,0.613962,0.98966,NS,Concordant Up,FALSE
PRXL2A,-0.1529,-0.1865,0.860127,0.793614,0.996133,NS,Concordant Down,FALSE
CPPED1,0.2829,0.0563,0.675356,0.98842,0.857344,NS,Concordant Up,TRUE
FKBP5,-0.164,-0.175,0.732475,0.67104,0.99935,NS,Concordant Down,TRUE
HSPA2,0.2742,-0.0647,0.621771,0.981859,0.61859,NS,Discordant (Young Up / Old Down),FALSE
RRAS2,-0.1976,-0.1411,0.561852,0.772991,0.979318,NS,Concordant Down,TRUE
PCYT1A,-0.2086,-0.1298,0.518332,0.78193,0.955306,NS,Concordant Down,TRUE
CAV1,-0.2982,-0.0397,0.189816,0.985734,0.509095,NS,Concordant Down,FALSE
HBB,0.2152,0.1227,0.781894,0.934917,0.97536,NS,Concordant Up,FALSE
HRC,0.302,0.0355,0.089804,0.985634,0.364327,NS,Concordant Up,FALSE
RPS16,0.0853,0.2516,0.935317,0.42919,0.823457,NS,Concordant Up,FALSE
PPP6R1,-0.3181,0.0186,0.299171,0.996748,0.350029,NS,Discordant (Young Down / Old Up),TRUE
PLN,0.1939,-0.1426,0.785024,0.890582,0.579629,NS,Discordant (Young Up / Old Down),FALSE
KTN1,0.2806,-0.0558,0.485586,0.978556,0.470651,NS,Discordant (Young Up / Old Down),TRUE
SULT1A1,-0.171,-0.1651,0.861178,0.853859,0.999901,NS,Concordant Down,TRUE
GNB2,-0.1795,-0.1565,0.645765,0.738626,0.996984,NS,Concordant Down,FALSE
MT-CO2,-0.3235,-0.0124,0.234363,0.998998,0.463049,NS,Concordant Down,FALSE
RPL14,0.2306,0.1049,0.732656,0.948344,0.949214,NS,Concordant Up,TRUE
GYS1,0.232,0.1034,0.407474,0.884859,0.877414,NS,Concordant Up,FALSE
CAP2,-0.2871,0.0483,0.25931,0.980144,0.31416,NS,Discordant (Young Down / Old Up),FALSE
CELF1,-0.267,0.0684,0.526672,0.968512,0.48274,NS,Discordant (Young Down / Old Up),TRUE
MEMO1,0.273,0.0622,0.322444,0.967027,0.701016,NS,Concordant Up,FALSE
CHCHD4,0.2106,0.1238,0.724376,0.875462,0.967506,NS,Concordant Up,TRUE
PGAM5,0.1564,-0.178,0.848553,0.760789,0.50769,NS,Discordant (Young Up / Old Down),TRUE
NDUFB1,-0.2931,-0.0406,0.388575,0.989576,0.671117,NS,Concordant Down,TRUE
SPTAN1,0.2317,0.1018,0.492226,0.89892,0.891402,NS,Concordant Up,TRUE
MMAB,-0.0478,-0.2853,0.987289,0.313442,0.706986,NS,Concordant Down,TRUE
REEP5,0.3171,-0.0157,0.135147,0.997898,0.271382,NS,Discordant (Young Up / Old Down),FALSE
RUVBL2,0.2537,0.0791,0.501011,0.951619,0.832251,NS,Concordant Up,TRUE
NDUFB11,-0.2943,0.038,0.327749,0.990054,0.412758,NS,Discordant (Young Down / Old Up),FALSE
DCPS,-0.1906,-0.1416,0.847208,0.853774,0.992569,NS,Concordant Down,TRUE
ECI1,-0.2466,-0.0853,0.221086,0.898307,0.735783,NS,Concordant Down,FALSE
CCT8,0.2223,0.1096,0.165172,0.747045,0.824395,NS,Concordant Up,FALSE
PRELP,-0.2854,-0.0461,0.554658,0.99024,0.787397,NS,Concordant Down,TRUE
SQOR,-0.2301,0.1004,0.814245,0.946836,0.687624,NS,Discordant (Young Down / Old Up),TRUE
CALM1,0.1707,0.1591,0.618628,0.67685,0.999134,NS,Concordant Up,FALSE
TTC38,0.2331,0.0965,0.874643,0.961522,0.96431,NS,Concordant Up,TRUE
RPS17,0.0639,0.2656,0.968643,0.379654,0.749974,NS,Concordant Up,TRUE
MAP3K20,0.1983,-0.1309,0.795602,0.917216,0.629517,NS,Discordant (Young Up / Old Down),FALSE
DSTN,0.1316,0.1973,0.900515,0.764094,0.984529,NS,Concordant Up,TRUE
RASA4,-0.1923,-0.1363,0.807724,0.879461,0.989221,NS,Concordant Down,TRUE
PSAP,-0.1806,-0.1476,0.683127,0.796627,0.994338,NS,Concordant Down,FALSE
MAPRE3,0.1815,0.1461,0.806216,0.88529,0.995867,NS,Concordant Up,TRUE
SLMAP,0.2833,0.044,0.288209,0.984266,0.61754,NS,Concordant Up,FALSE
EEA1,0.2925,0.0347,0.323469,0.989844,0.576661,NS,Concordant Up,TRUE
RPL23A,-0.0729,0.2541,0.960694,0.490829,0.444268,NS,Discordant (Young Down / Old Up),FALSE
NDUFA5,-0.2917,-0.0351,0.270873,0.990418,0.572585,NS,Concordant Down,FALSE
HSP90B1,0.2092,0.1175,0.374176,0.796933,0.921967,NS,Concordant Up,FALSE
SEC61A1,0.1812,-0.1448,0.718963,0.898675,0.573126,NS,Discordant (Young Up / Old Down),TRUE
YWHAH,0.2424,0.0836,0.176749,0.887082,0.705387,NS,Concordant Up,FALSE
PDK2,-0.248,-0.0779,0.758692,0.973239,0.917375,NS,Concordant Down,TRUE
ERLIN2,-0.2387,-0.0869,0.497366,0.939303,0.865289,NS,Concordant Down,FALSE
LMCD1,0.2607,0.064,0.416715,0.968515,0.767019,NS,Concordant Up,FALSE
TNS1,-0.2595,-0.065,0.46687,0.969952,0.792347,NS,Concordant Down,TRUE
MAPK3,-0.168,-0.156,0.779485,0.775334,0.999351,NS,Concordant Down,TRUE
NHLRC2,0.3015,-0.0221,0.251086,0.99611,0.361894,NS,Discordant (Young Up / Old Down),TRUE
PRDX6,-0.1465,-0.177,0.711757,0.592613,0.993524,NS,Concordant Down,FALSE
HEBP1,-0.1366,0.1869,0.802468,0.621733,0.332202,NS,Discordant (Young Down / Old Up),TRUE
TSNAX,-0.0902,-0.2332,0.956354,0.630155,0.91638,NS,Concordant Down,TRUE
MSRB2,-0.2226,0.1008,0.806877,0.939765,0.667825,NS,Discordant (Young Down / Old Up),TRUE
VWA8,0.0335,-0.2898,0.99684,0.465873,0.704627,NS,Discordant (Young Up / Old Down),TRUE
ARPC5L,-0.1099,0.2134,0.965199,0.686856,0.715689,NS,Discordant (Young Down / Old Up),TRUE
MRPS21,0.1813,0.1419,0.843485,0.889884,0.995324,NS,Concordant Up,TRUE
SEPTIN9,0.197,-0.1259,0.754913,0.836197,0.486759,NS,Discordant (Young Up / Old Down),TRUE
DCTN2,0.2152,0.1072,0.176518,0.750025,0.833636,NS,Concordant Up,FALSE
DYNLRB1,0.0857,0.2366,0.944796,0.512411,0.872271,NS,Concordant Up,TRUE
HNRNPM,-0.1143,0.208,0.923855,0.606803,0.512852,NS,Discordant (Young Down / Old Up),TRUE
CLASP2,-0.183,-0.1391,0.842727,0.852228,0.993552,NS,Concordant Down,TRUE
PHKG1,0.1613,0.1604,0.568583,0.584478,0.999993,NS,Concordant Up,FALSE
COL7A1,0.1766,-0.145,0.815822,0.869024,0.580619,NS,Discordant (Young Up / Old Down),TRUE
SIRT3,-0.2827,0.0384,0.463648,0.99086,0.514204,NS,Discordant (Young Down / Old Up),TRUE
HNRNPDL,-0.2683,-0.0526,0.398059,0.979627,0.723661,NS,Concordant Down,FALSE
DMAC2L,-0.0226,-0.2981,0.99729,0.338361,0.627393,NS,Concordant Down,TRUE
CLTC,0.2403,0.0803,0.33891,0.928242,0.789262,NS,Concordant Up,FALSE
UBE2N,-0.1949,-0.1254,0.478723,0.786389,0.960908,NS,Concordant Down,FALSE
NTMT1,-0.0922,0.228,0.956192,0.645745,0.58422,NS,Discordant (Young Down / Old Up),TRUE
RBBP7,-0.2158,0.1043,0.83353,0.932768,0.689828,NS,Discordant (Young Down / Old Up),TRUE
EIF3C,0.157,0.1629,0.718271,0.704777,0.999805,NS,Concordant Up,FALSE
TIAL1,0.2042,0.1155,0.672149,0.868809,0.957861,NS,Concordant Up,TRUE
VAT1,0.2438,0.0759,0.393887,0.945338,0.798801,NS,Concordant Up,FALSE
COBL,-0.1866,0.1326,0.86854,0.900795,0.688261,NS,Discordant (Young Down / Old Up),TRUE
RPS7,0.0392,0.2797,0.991714,0.51147,0.747815,NS,Concordant Up,TRUE
EHD4,-0.1933,0.1256,0.837705,0.870344,0.624543,NS,Discordant (Young Down / Old Up),TRUE
NACA,0.2421,0.0764,0.170406,0.905681,0.673112,NS,Concordant Up,FALSE
MLX,-0.2956,-0.0229,0.585443,0.997388,0.729035,NS,Concordant Down,TRUE
COQ9,-0.1797,-0.1386,0.55819,0.743143,0.987505,NS,Concordant Down,FALSE
LAMTOR2,0.3038,0.0145,0.732718,0.998627,0.775585,NS,Concordant Up,TRUE
ALDH16A1,-0.2636,0.0542,0.844814,0.98346,0.790681,NS,Discordant (Young Down / Old Up),TRUE
TPSB2,-0.2073,0.1102,0.773118,0.938494,0.640242,NS,Discordant (Young Down / Old Up),TRUE
NME1,0.1801,0.137,0.545883,0.725479,0.985506,NS,Concordant Up,TRUE
QKI,-0.0736,0.2432,0.977405,0.68019,0.663905,NS,Discordant (Young Down / Old Up),TRUE
BGN,-0.2924,-0.0243,0.468523,0.99676,0.677589,NS,Concordant Down,TRUE
GSTO1,-0.052,-0.2647,0.975361,0.332504,0.675318,NS,Concordant Down,FALSE
HDDC2,0.2074,-0.1092,0.623283,0.868789,0.393044,NS,Discordant (Young Up / Old Down),TRUE
RPS14,0.1344,0.1821,0.745613,0.548482,0.982453,NS,Concordant Up,FALSE
MRPL38,-0.1939,0.1224,0.710398,0.893266,0.512138,NS,Discordant (Young Down / Old Up),TRUE
CLTB,0.2994,-0.0165,0.120579,0.997248,0.239226,NS,Discordant (Young Up / Old Down),TRUE
TKT,0.1749,0.1403,0.822563,0.856563,0.995583,NS,Concordant Up,TRUE
USP5,0.2493,0.0656,0.16637,0.936102,0.617838,NS,Concordant Up,FALSE
CALD1,-0.0893,0.2247,0.976113,0.745009,0.739859,NS,Discordant (Young Down / Old Up),TRUE
EEF1A1,0.2588,0.055,0.387133,0.97542,0.729585,NS,Concordant Up,FALSE
KYAT3,-0.184,-0.1298,0.852045,0.903403,0.991202,NS,Concordant Down,TRUE
TOMM40,-0.2869,0.0267,0.244756,0.994031,0.355572,NS,Discordant (Young Down / Old Up),TRUE
CRKL,-0.1916,-0.1217,0.461332,0.783836,0.957467,NS,Concordant Down,FALSE
RPL35,-0.0691,0.2439,0.973927,0.63335,0.598155,NS,Discordant (Young Down / Old Up),TRUE
RDH13,0.0902,0.2226,0.961656,0.687902,0.936282,NS,Concordant Up,TRUE
PRDX3,0.1764,0.1362,0.427195,0.651294,0.983756,NS,Concordant Up,FALSE
TMEM11,-0.2372,0.0753,0.32797,0.934492,0.274074,NS,Discordant (Young Down / Old Up),FALSE
CCT3,0.1784,0.1339,0.412896,0.660239,0.979614,NS,Concordant Up,FALSE
MYOT,-0.0688,0.2432,0.981523,0.745499,0.714248,NS,Discordant (Young Down / Old Up),FALSE
DIABLO,-0.281,-0.0307,0.314481,0.992502,0.588384,NS,Concordant Down,TRUE
H6PD,-0.1141,-0.1975,0.8661,0.58077,0.955148,NS,Concordant Down,TRUE
PLIN3,0.2578,0.0533,0.241137,0.96847,0.627891,NS,Concordant Up,FALSE
BPGM,-0.2455,-0.0649,0.575039,0.974581,0.847846,NS,Concordant Down,FALSE
RPL23,-0.1034,0.207,0.891185,0.563392,0.380796,NS,Discordant (Young Down / Old Up),TRUE
ANXA4,0.2257,0.0845,0.501178,0.935457,0.870674,NS,Concordant Up,TRUE
DDX1,0.2362,0.074,0.297691,0.931938,0.754808,NS,Concordant Up,FALSE
OSBPL11,0.1309,0.1792,0.923609,0.773411,0.992413,NS,Concordant Up,TRUE
CHCHD7,-0.2917,-0.0183,0.437311,0.998142,0.64794,NS,Concordant Down,TRUE
RPL8,0.0753,0.2339,0.975857,0.734474,0.921029,NS,Concordant Up,TRUE
PRKCQ,0.1435,-0.1657,0.867832,0.751092,0.53125,NS,Discordant (Young Up / Old Down),TRUE
DYSF,0.2385,0.0706,0.23999,0.93155,0.706581,NS,Concordant Up,FALSE
PRKDC,0.2571,0.0517,0.311485,0.968696,0.642033,NS,Concordant Up,TRUE
MRPL4,0.1268,0.1817,0.964727,0.820201,0.994336,NS,Concordant Up,TRUE
DCTN4,0.2256,0.0828,0.598671,0.944554,0.889072,NS,Concordant Up,TRUE
COQ10B,-0.1681,-0.14,0.805383,0.875994,0.997036,NS,Concordant Down,TRUE
NDUFB8,-0.2623,0.0453,0.37826,0.983927,0.428758,NS,Discordant (Young Down / Old Up),FALSE
SEPTIN11,0.2162,-0.0912,0.672491,0.935048,0.530467,NS,Discordant (Young Up / Old Down),TRUE
DDOST,-0.1491,-0.1582,0.68194,0.64648,0.999432,NS,Concordant Down,TRUE
GPD2,-0.1438,-0.1632,0.801119,0.748229,0.9981,NS,Concordant Down,FALSE
PRKG1,-0.0217,-0.2853,0.997124,0.405416,0.638425,NS,Concordant Down,TRUE
ACTR1A,0.1782,0.1287,0.499231,0.74125,0.978599,NS,Concordant Up,FALSE
NUDT19,-0.2292,0.0776,0.778035,0.972967,0.709958,NS,Discordant (Young Down / Old Up),TRUE
ALDH1L1,0.1279,-0.1787,0.852682,0.710987,0.45608,NS,Discordant (Young Up / Old Down),FALSE
TSC22D1,0.0345,-0.2718,0.998346,0.770427,0.874211,NS,Discordant (Young Up / Old Down),TRUE
COPB2,0.1609,0.1446,0.807284,0.783957,0.998782,NS,Concordant Up,TRUE
NTPCR,0.2454,-0.0599,0.600446,0.978065,0.577584,NS,Discordant (Young Up / Old Down),TRUE
ATP5MF,-0.1019,-0.2033,0.907673,0.618852,0.940633,NS,Concordant Down,FALSE
NT5C,-0.2376,-0.0674,0.576761,0.969668,0.854405,NS,Concordant Down,TRUE
GRB2,-0.2104,0.0939,0.514341,0.908883,0.371648,NS,Discordant (Young Down / Old Up),TRUE
AASDHPPT,-0.1605,-0.1434,0.86552,0.840559,0.998986,NS,Concordant Down,TRUE
EEF1B2,0.2259,0.0778,0.395963,0.93311,0.82068,NS,Concordant Up,FALSE
FHL1,0.1669,0.1363,0.639064,0.76776,0.993699,NS,Concordant Up,FALSE
COX5A,-0.2537,0.0495,0.466338,0.982772,0.496423,NS,Discordant (Young Down / Old Up),FALSE
GPX1,-0.1609,-0.1422,0.543995,0.649439,0.99697,NS,Concordant Down,FALSE
MCCC2,-0.2914,-0.0116,0.566115,0.999293,0.691527,NS,Concordant Down,TRUE
RAB35,0.053,0.2499,0.985504,0.514005,0.822547,NS,Concordant Up,TRUE
AKT2,-0.0455,0.2566,0.989683,0.493754,0.594954,NS,Discordant (Young Down / Old Up),TRUE
DCD,-0.2681,0.0339,0.666052,0.995631,0.717332,NS,Discordant (Young Down / Old Up),FALSE
HIBCH,0.1239,0.1781,0.90607,0.802586,0.98912,NS,Concordant Up,FALSE
U2AF2,-0.1258,0.176,0.86424,0.710043,0.472562,NS,Discordant (Young Down / Old Up),TRUE
CCDC47,-0.1949,0.1068,0.632819,0.858081,0.38937,NS,Discordant (Young Down / Old Up),TRUE
HBA1,0.1957,0.1057,0.822215,0.952961,0.97693,NS,Concordant Up,FALSE
ATP1A1,0.1909,0.1102,0.403297,0.799298,0.933416,NS,Concordant Up,FALSE
PPP1R7,-0.0965,-0.2036,0.89466,0.521642,0.91459,NS,Concordant Down,FALSE
FBP1,0.0656,-0.2343,0.982607,0.754241,0.725017,NS,Discordant (Young Up / Old Down),FALSE
RPS10,-0.0386,0.2612,0.991229,0.533964,0.580619,NS,Discordant (Young Down / Old Up),FALSE
TCP1,0.2015,0.0982,0.365276,0.848074,0.888823,NS,Concordant Up,FALSE
KRT1,-0.2675,0.0319,0.754514,0.997094,0.794187,NS,Discordant (Young Down / Old Up),FALSE
CCT7,0.2068,0.092,0.293372,0.853534,0.84432,NS,Concordant Up,FALSE
SEC23IP,0.2491,0.0497,0.302619,0.971744,0.649339,NS,Concordant Up,TRUE
EIF2B3,-0.1045,0.1941,0.973323,0.714006,0.784361,NS,Discordant (Young Down / Old Up),TRUE
GDI1,-0.1642,-0.1341,0.471632,0.646668,0.990809,NS,Concordant Down,FALSE
EEF1D,0.2576,0.0406,0.115423,0.97598,0.447546,NS,Concordant Up,FALSE
SPAG9,-0.1409,0.1572,0.853574,0.798522,0.544187,NS,Discordant (Young Down / Old Up),TRUE
AKAP1,-0.1809,-0.1172,0.825352,0.922141,0.986301,NS,Concordant Down,TRUE
PDLIM5,-0.0469,-0.2512,0.984667,0.499459,0.768083,NS,Concordant Down,FALSE
DTNA,-0.0863,-0.2116,0.890405,0.36415,0.842001,NS,Concordant Down,FALSE
CSE1L,0.1882,-0.1096,0.431858,0.808574,0.212211,NS,Discordant (Young Up / Old Down),FALSE
PGRMC2,0.16,-0.1375,0.791441,0.853085,0.534563,NS,Discordant (Young Up / Old Down),FALSE
LIMS3,-0.1256,0.1715,0.910989,0.730563,0.589356,NS,Discordant (Young Down / Old Up),TRUE
PLGRKT,-0.2652,-0.0319,0.60883,0.995169,0.791015,NS,Concordant Down,TRUE
MRPL54,-0.2342,0.0627,0.80199,0.98006,0.740452,NS,Discordant (Young Down / Old Up),TRUE
ITGA7,-0.1115,-0.1849,0.861598,0.60758,0.963525,NS,Concordant Down,TRUE
PGM5,-0.2237,-0.0727,0.614,0.964888,0.886751,NS,Concordant Down,FALSE
RPL15,0.2398,0.0565,0.610246,0.981924,0.850588,NS,Concordant Up,TRUE
DHRS7C,-0.165,-0.1312,0.764894,0.859228,0.994645,NS,Concordant Down,FALSE
TNPO1,0.1652,0.1309,0.661954,0.768085,0.991867,NS,Concordant Up,TRUE
MMGT1,0.2284,-0.0675,0.664404,0.968457,0.591534,NS,Discordant (Young Up / Old Down),TRUE
ORM1,0.2941,-0.0016,0.612026,0.999992,0.73548500000000006,NS,Discordant (Young Up / Old Down),FALSE
NAGK,0.1607,0.1346,0.612769,0.725149,0.994695,NS,Concordant Up,TRUE
ATP6V1H,-0.1924,-0.1028,0.700889,0.906849,0.95761,NS,Concordant Down,TRUE
CRIP2,0.0137,0.2814,0.99919500000000006,0.525884,0.723518,NS,Concordant Up,TRUE
MPST,0.0288,-0.2657,0.992232,0.271296,0.366168,NS,Discordant (Young Up / Old Down),TRUE
TAGLN2,0.0624,0.2321,0.950855,0.316466,0.724573,NS,Concordant Up,FALSE
ARPC4,0.2234,0.0711,0.521458,0.953855,0.846843,NS,Concordant Up,TRUE
MCEE,0.1629,-0.1314,0.929119,0.914355,0.795674,NS,Discordant (Young Up / Old Down),TRUE
FDX1,-0.0675,-0.2251,0.987274,0.752965,0.939472,NS,Concordant Down,TRUE
NDUFA11,-0.0702,-0.222,0.977804,0.75454,0.924597,NS,Concordant Down,FALSE
SRSF11,-0.288,0.0039,0.622351,0.99989,0.656858,NS,Discordant (Young Down / Old Up),TRUE
FXN,-0.1462,-0.1456,0.799683,0.803372,0.999998,NS,Concordant Down,TRUE
STX7,0.197,0.0945,0.602257,0.9077,0.930649,NS,Concordant Up,TRUE
IBA57,-0.1878,-0.1037,0.813902,0.937317,0.975263,NS,Concordant Down,TRUE
DHX15,0.1935,-0.0977,0.678838,0.900588,0.480445,NS,Discordant (Young Up / Old Down),TRUE
UBE2D3,-0.154,-0.1371,0.745205,0.806246,0.998416,NS,Concordant Down,FALSE
HK1,0.1435,0.1464,0.66239,0.658154,0.999935,NS,Concordant Up,FALSE
PAFAH1B2,-0.1015,0.1878,0.965671,0.806564,0.757333,NS,Discordant (Young Down / Old Up),TRUE
GRSF1,0.1609,0.1284,0.835279,0.894031,0.996072,NS,Concordant Up,TRUE
DGLUCY,-0.2565,-0.0327,0.496234,0.992994,0.7296,NS,Concordant Down,TRUE
PARP1,-0.1701,0.1189,0.65076,0.828992,0.37726,NS,Discordant (Young Down / Old Up),TRUE
VIM,0.105,0.1835,0.943251,0.819309,0.979536,NS,Concordant Up,FALSE
JAGN1,-0.1357,-0.1524,0.881448,0.845605,0.998961,NS,Concordant Down,TRUE
TALDO1,-0.1342,-0.1538,0.684383,0.598312,0.996723,NS,Concordant Down,FALSE
RPS3,0.1318,0.1561,0.819151,0.748983,0.996732,NS,Concordant Up,FALSE
KRT8,-0.2839,-0.0039,0.768035,0.999965,0.848796,NS,Concordant Down,FALSE
MACROD1,-0.1881,-0.0995,0.535347,0.878749,0.937566,NS,Concordant Down,FALSE
VPS4B,-0.1782,0.109,0.832084,0.907974,0.649907,NS,Discordant (Young Down / Old Up),TRUE
PPP3R1,-0.1574,-0.1293,0.772358,0.854213,0.996118,NS,Concordant Down,FALSE
SUCLG2,-0.1906,-0.0961,0.766339,0.946972,0.9652,NS,Concordant Down,FALSE
ACAD8,-0.2109,0.0757,0.629593,0.950025,0.521542,NS,Discordant (Young Down / Old Up),TRUE
UFM1,0.1756,-0.1108,0.756654,0.899071,0.557136,NS,Discordant (Young Up / Old Down),TRUE
PXN,0.286,-3e-4,0.545716,0.999999,0.616667,NS,Discordant (Young Up / Old Down),TRUE
ACACA,0.2841,0.0022,0.364977,0.99997,0.557353,NS,Concordant Up,FALSE
SYNM,0.1207,-0.1655,0.940935,0.887811,0.76417,NS,Discordant (Young Up / Old Down),FALSE
SEPTIN7,0.1801,0.1056,0.61215,0.874115,0.961082,NS,Concordant Up,TRUE
NADK2,0.1846,-0.101,0.768284,0.920449,0.596886,NS,Discordant (Young Up / Old Down),TRUE
RTN4IP1,0.2583,-0.0272,0.692476,0.996033,0.704784,NS,Discordant (Young Up / Old Down),TRUE
PNPO,-0.0851,-0.2002,0.9546,0.729042,0.943013,NS,Concordant Down,TRUE
TRIM54,-0.1981,0.0867,0.666454,0.942511,0.551599,NS,Discordant (Young Down / Old Up),TRUE
LANCL1,-0.2088,-0.0752,0.49226,0.941322,0.864013,NS,Concordant Down,FALSE
DHRS7,0.2002,0.0836,0.525394,0.92543,0.897875,NS,Concordant Up,FALSE
UBE2K,-0.1006,-0.1831,0.865859,0.533964,0.942957,NS,Concordant Down,TRUE
QARS1,0.2064,0.077,0.222371,0.882651,0.76199,NS,Concordant Up,FALSE
CES2,0.2038,0.0793,0.803273,0.970106,0.950543,NS,Concordant Up,TRUE
COL4A5,-0.0841,-0.1981,0.989329,0.919293,0.984607,NS,Concordant Down,TRUE
