gene,pathway,database,cluster,theme
AGMAT,amide biosynthetic process,GO:BP,C2,Other
TACO1,mitochondrial translation,GO:BP,C2,Mitochondrial & Energy Metabolism
ABHD6,phosphate-containing compound metabolic process,GO:BP,C2,Metabolic & Redox Regulation
MECR,amide biosynthetic process,GO:BP,C2,Other
TIMM21,mitochondrial transmembrane transport,GO:BP,C2,Mitochondrial & Energy Metabolism
NUDT9,phosphate-containing compound metabolic process,GO:BP,C2,Metabolic & Redox Regulation
SORBS1,HALLMARK_ADIPOGENESIS,Hallmark,C2,Mitochondrial & Energy Metabolism
HINT2,lipid biosynthetic process,GO:BP,C2,Mitochondrial & Energy Metabolism
TMEM120A,monoatomic ion transport,GO:BP,C2,Intracellular Transport & Signaling
BCL2L13,phosphate-containing compound metabolic process,GO:BP,C2,Metabolic & Redox Regulation
HDHD5,phosphate-containing compound metabolic process,GO:BP,C2,Metabolic & Redox Regulation
MRPL13,mitochondrial translation,GO:BP,C2,Mitochondrial & Energy Metabolism
MRPL9,mitochondrial translation,GO:BP,C2,Mitochondrial & Energy Metabolism
MRPL1,mitochondrial translation,GO:BP,C2,Mitochondrial & Energy Metabolism
MRPL37,mitochondrial translation,GO:BP,C2,Mitochondrial & Energy Metabolism
SLIRP,mitochondrial RNA metabolic process,GO:BP,C2,Mitochondrial & Energy Metabolism
EGLN1,response to decreased oxygen levels,GO:BP,C2,Other
PCBD2,small molecule biosynthetic process,GO:BP,C2,Other
EHD4,phosphate-containing compound metabolic process,GO:BP,C2,Metabolic & Redox Regulation
PPA2,phosphate-containing compound metabolic process,GO:BP,C2,Metabolic & Redox Regulation
MRPL46,mitochondrial translation,GO:BP,C2,Mitochondrial & Energy Metabolism
GHITM,mitochondrial transmembrane transport,GO:BP,C2,Mitochondrial & Energy Metabolism
FN3K,carbohydrate derivative metabolic process,GO:BP,C2,Metabolic & Redox Regulation
DCTPP1,phosphate-containing compound metabolic process,GO:BP,C2,Metabolic & Redox Regulation
PTGES2,small molecule biosynthetic process,GO:BP,C2,Other
SFXN1,mitochondrial transmembrane transport,GO:BP,C2,Mitochondrial & Energy Metabolism
L2HGDH,2-oxoglutarate metabolic process,GO:BP,C2,Metabolic & Redox Regulation
MCCC2,phosphate-containing compound metabolic process,GO:BP,C2,Metabolic & Redox Regulation
SARS2,mitochondrial translation,GO:BP,C2,Mitochondrial & Energy Metabolism
MRPL40,mitochondrial translation,GO:BP,C2,Mitochondrial & Energy Metabolism
ACSS2,phosphate-containing compound metabolic process,GO:BP,C2,Metabolic & Redox Regulation
AASDHPPT,small molecule biosynthetic process,GO:BP,C2,Other
TOMM22,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2,Mitochondrial & Energy Metabolism
IARS2,mitochondrial translation,GO:BP,C2,Mitochondrial & Energy Metabolism
SIRT3,amide biosynthetic process,GO:BP,C2,Other
ACSS1,HALLMARK_FATTY_ACID_METABOLISM,Hallmark,C2,Mitochondrial & Energy Metabolism
PANK4,phosphate-containing compound metabolic process,GO:BP,C2,Metabolic & Redox Regulation
TMLHE,modified amino acid metabolic process,GO:BP,C2,Metabolic & Redox Regulation
MRPS18A,mitochondrial translation,GO:BP,C2,Mitochondrial & Energy Metabolism
OXSM,phosphate-containing compound metabolic process,GO:BP,C2,Metabolic & Redox Regulation
MRPL22,mitochondrial translation,GO:BP,C2,Mitochondrial & Energy Metabolism
NDUFB11,phosphate-containing compound metabolic process,GO:BP,C2,Metabolic & Redox Regulation
SIRT5,small molecule biosynthetic process,GO:BP,C2,Other
CISD1,regulation of cellular respiration,GO:BP,C2,Other
COQ3,HALLMARK_ADIPOGENESIS,Hallmark,C2,Mitochondrial & Energy Metabolism
NDUFA13,phosphate-containing compound metabolic process,GO:BP,C2,Metabolic & Redox Regulation
PDP1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2,Mitochondrial & Energy Metabolism
SUCLA2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2,Mitochondrial & Energy Metabolism
UQCR10,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2,Mitochondrial & Energy Metabolism
WARS2,mitochondrial translation,GO:BP,C2,Mitochondrial & Energy Metabolism
NDUFA12,monoatomic ion transport,GO:BP,C2,Intracellular Transport & Signaling
ATP5IF1,phosphate-containing compound metabolic process,GO:BP,C2,Metabolic & Redox Regulation
AK3,phosphate-containing compound metabolic process,GO:BP,C2,Metabolic & Redox Regulation
SLC25A13,monoatomic ion transport,GO:BP,C2,Intracellular Transport & Signaling
STOML2,phosphate-containing compound metabolic process,GO:BP,C2,Metabolic & Redox Regulation
NFU1,metallo-sulfur cluster assembly,GO:BP,C2,Other
BCS1L,respiratory chain complex IV assembly,GO:BP,C2,Mitochondrial & Energy Metabolism
VDAC3,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2,Mitochondrial & Energy Metabolism
GSTK1,modified amino acid metabolic process,GO:BP,C2,Metabolic & Redox Regulation
COA3,mitochondrial translation,GO:BP,C2,Mitochondrial & Energy Metabolism
COQ6,small molecule biosynthetic process,GO:BP,C2,Other
ACOT9,phosphate-containing compound metabolic process,GO:BP,C2,Metabolic & Redox Regulation
MRPL11,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2,Mitochondrial & Energy Metabolism
FIS1,phosphate-containing compound metabolic process,GO:BP,C2,Metabolic & Redox Regulation
AFG3L2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2,Mitochondrial & Energy Metabolism
SAMM50,HALLMARK_ADIPOGENESIS,Hallmark,C2,Mitochondrial & Energy Metabolism
TIMM9,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2,Mitochondrial & Energy Metabolism
TIMM8B,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2,Mitochondrial & Energy Metabolism
TIMM13,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2,Mitochondrial & Energy Metabolism
MPC1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2,Mitochondrial & Energy Metabolism
MRPS18B,mitochondrial translation,GO:BP,C2,Mitochondrial & Energy Metabolism
NFS1,phosphate-containing compound metabolic process,GO:BP,C2,Metabolic & Redox Regulation
MTCH2,HALLMARK_ADIPOGENESIS,Hallmark,C2,Mitochondrial & Energy Metabolism
CHCHD2,response to decreased oxygen levels,GO:BP,C2,Other
NDUFB9,monoatomic ion transport,GO:BP,C2,Intracellular Transport & Signaling
COX11,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2,Mitochondrial & Energy Metabolism
SQOR,HALLMARK_ADIPOGENESIS,Hallmark,C2,Mitochondrial & Energy Metabolism
ESYT2,endomembrane system organization,GO:BP,C3,Other
NACA,nitrogen compound transport,GO:BP,C3,Intracellular Transport & Signaling
MYO1C,regulation of protein localization,GO:BP,C3,Other
PSMD11,modification-dependent macromolecule catabolic process,GO:BP,C3,Other
PSMD12,HALLMARK_MTORC1_SIGNALING,Hallmark,C3,Proteostasis & Stress Response
PSMD9,modification-dependent macromolecule catabolic process,GO:BP,C3,Other
PGRMC1,nitrogen compound transport,GO:BP,C3,Intracellular Transport & Signaling
CLIC1,cell activation,GO:BP,C3,Other
DCTN6,cytoskeleton organization,GO:BP,C3,Cytoskeletal & Cell Division
IPO5,nitrogen compound transport,GO:BP,C3,Intracellular Transport & Signaling
PSMD14,HALLMARK_MTORC1_SIGNALING,Hallmark,C3,Proteostasis & Stress Response
BIN1,HALLMARK_MITOTIC_SPINDLE,Hallmark,C3,Cytoskeletal & Cell Division
KPNA3,nitrogen compound transport,GO:BP,C3,Intracellular Transport & Signaling
HSPB6,response to temperature stimulus,GO:BP,C3,Other
PRMT5,endomembrane system organization,GO:BP,C3,Other
PSMA7,modification-dependent macromolecule catabolic process,GO:BP,C3,Other
HGS,endomembrane system organization,GO:BP,C3,Other
ARPC1B,cytoskeleton organization,GO:BP,C3,Cytoskeletal & Cell Division
PGRMC2,nitrogen compound transport,GO:BP,C3,Intracellular Transport & Signaling
SURF4,endomembrane system organization,GO:BP,C3,Other
EIF3H,modification-dependent macromolecule catabolic process,GO:BP,C3,Other
STX7,nitrogen compound transport,GO:BP,C3,Intracellular Transport & Signaling
DYNC1LI2,microtubule-based movement,GO:BP,C3,Cytoskeletal & Cell Division
PSMD3,modification-dependent macromolecule catabolic process,GO:BP,C3,Other
TRAPPC3,establishment of organelle localization,GO:BP,C3,Other
AP1G1,endomembrane system organization,GO:BP,C3,Other
SYNGR2,endomembrane system organization,GO:BP,C3,Other
AHCYL1,nitrogen compound transport,GO:BP,C3,Intracellular Transport & Signaling
SYNCRIP,positive regulation of protein metabolic process,GO:BP,C3,Metabolic & Redox Regulation
KLHL41,modification-dependent macromolecule catabolic process,GO:BP,C3,Other
KPNA6,nitrogen compound transport,GO:BP,C3,Intracellular Transport & Signaling
EDF1,positive regulation of biosynthetic process,GO:BP,C3,Other
DNAJA2,response to temperature stimulus,GO:BP,C3,Other
WDR1,cytoskeleton organization,GO:BP,C3,Cytoskeletal & Cell Division
CAND2,positive regulation of biosynthetic process,GO:BP,C3,Other
RTN2,endomembrane system organization,GO:BP,C3,Other
ATP6V1G1,vesicle organization,GO:BP,C3,Intracellular Transport & Signaling
FLNB,HALLMARK_MITOTIC_SPINDLE,Hallmark,C3,Cytoskeletal & Cell Division
SEC22B,nitrogen compound transport,GO:BP,C3,Intracellular Transport & Signaling
VPS26A,nitrogen compound transport,GO:BP,C3,Intracellular Transport & Signaling
ARL6IP5,nitrogen compound transport,GO:BP,C3,Intracellular Transport & Signaling
DYSF,cell activation,GO:BP,C3,Other
SEC31A,endomembrane system organization,GO:BP,C3,Other
MFN2,response to topologically incorrect protein,GO:BP,C3,Other
RTN3,endomembrane system organization,GO:BP,C3,Other
TACC2,cytoskeleton organization,GO:BP,C3,Cytoskeletal & Cell Division
IPO7,nitrogen compound transport,GO:BP,C3,Intracellular Transport & Signaling
ACSL3,HALLMARK_MTORC1_SIGNALING,Hallmark,C3,Proteostasis & Stress Response
SNAP29,endomembrane system organization,GO:BP,C3,Other
AP2A1,nitrogen compound transport,GO:BP,C3,Intracellular Transport & Signaling
DDAH2,positive regulation of biosynthetic process,GO:BP,C3,Other
TXNDC12,regulation of programmed cell death,GO:BP,C3,Proteostasis & Stress Response
CLPTM1,cell activation,GO:BP,C3,Other
GSR,HALLMARK_MTORC1_SIGNALING,Hallmark,C3,Proteostasis & Stress Response
HPRT1,HALLMARK_MTORC1_SIGNALING,Hallmark,C3,Proteostasis & Stress Response
CRYAB,protein stabilization,GO:BP,C3,Proteostasis & Stress Response
TFRC,HALLMARK_MTORC1_SIGNALING,Hallmark,C3,Proteostasis & Stress Response
ANXA1,cytoskeleton organization,GO:BP,C3,Cytoskeletal & Cell Division
HSPB1,response to topologically incorrect protein,GO:BP,C3,Other
RPN1,HALLMARK_MTORC1_SIGNALING,Hallmark,C3,Proteostasis & Stress Response
GNAI2,cell division,GO:BP,C3,Cytoskeletal & Cell Division
ATP1B1,nitrogen compound transport,GO:BP,C3,Intracellular Transport & Signaling
ITGB1,nitrogen compound transport,GO:BP,C3,Intracellular Transport & Signaling
GSN,HALLMARK_MITOTIC_SPINDLE,Hallmark,C3,Cytoskeletal & Cell Division
PTMA,positive regulation of biosynthetic process,GO:BP,C3,Other
P4HB,endoplasmic reticulum to Golgi vesicle-mediated transport,GO:BP,C3,Intracellular Transport & Signaling
ANXA2,endomembrane system organization,GO:BP,C3,Other
TUBB,cell division,GO:BP,C3,Cytoskeletal & Cell Division
PFN1,protein stabilization,GO:BP,C3,Proteostasis & Stress Response
EPRS1,HALLMARK_MTORC1_SIGNALING,Hallmark,C3,Proteostasis & Stress Response
CTSB,regulation of programmed cell death,GO:BP,C3,Proteostasis & Stress Response
HSP90AA1,response to topologically incorrect protein,GO:BP,C3,Other
PFKM,nitrogen compound transport,GO:BP,C3,Intracellular Transport & Signaling
HSP90AB1,response to topologically incorrect protein,GO:BP,C3,Other
ANXA5,regulation of programmed cell death,GO:BP,C3,Proteostasis & Stress Response
CLTB,nitrogen compound transport,GO:BP,C3,Intracellular Transport & Signaling
IFIT2,regulation of programmed cell death,GO:BP,C3,Proteostasis & Stress Response
UCHL1,modification-dependent macromolecule catabolic process,GO:BP,C3,Other
HSPA1A,response to topologically incorrect protein,GO:BP,C3,Other
MAPT,microtubule-based movement,GO:BP,C3,Cytoskeletal & Cell Division
HSPA5,HALLMARK_MTORC1_SIGNALING,Hallmark,C3,Proteostasis & Stress Response
HSPA8,response to topologically incorrect protein,GO:BP,C3,Other
LAMP1,microtubule-based movement,GO:BP,C3,Cytoskeletal & Cell Division
UBL4A,endomembrane system organization,GO:BP,C3,Other
IMPDH2,cell activation,GO:BP,C3,Other
PEPD,regulation of programmed cell death,GO:BP,C3,Proteostasis & Stress Response
EEF2,positive regulation of protein metabolic process,GO:BP,C3,Metabolic & Redox Regulation
PDIA4,nitrogen compound transport,GO:BP,C3,Intracellular Transport & Signaling
LCP1,nitrogen compound transport,GO:BP,C3,Intracellular Transport & Signaling
MIF,cell activation,GO:BP,C3,Other
HSP90B1,HALLMARK_MTORC1_SIGNALING,Hallmark,C3,Proteostasis & Stress Response
IDE,positive regulation of protein metabolic process,GO:BP,C3,Metabolic & Redox Regulation
AKR1B1,regulation of programmed cell death,GO:BP,C3,Proteostasis & Stress Response
EZR,HALLMARK_MITOTIC_SPINDLE,Hallmark,C3,Cytoskeletal & Cell Division
ATP2A2,HALLMARK_MTORC1_SIGNALING,Hallmark,C3,Proteostasis & Stress Response
YBX3,positive regulation of protein metabolic process,GO:BP,C3,Metabolic & Redox Regulation
PRKACA,nitrogen compound transport,GO:BP,C3,Intracellular Transport & Signaling
CAPN2,cytoskeleton organization,GO:BP,C3,Cytoskeletal & Cell Division
PFKL,HALLMARK_MTORC1_SIGNALING,Hallmark,C3,Proteostasis & Stress Response
LGALS3,regulation of protein localization,GO:BP,C3,Other
TCP1,protein stabilization,GO:BP,C3,Proteostasis & Stress Response
VCL,HALLMARK_MITOTIC_SPINDLE,Hallmark,C3,Cytoskeletal & Cell Division
RAB6A,microtubule-based movement,GO:BP,C3,Cytoskeletal & Cell Division
CAST,regulation of programmed cell death,GO:BP,C3,Proteostasis & Stress Response
PTMS,positive regulation of biosynthetic process,GO:BP,C3,Other
CSRP1,cytoskeleton organization,GO:BP,C3,Cytoskeletal & Cell Division
FLNA,HALLMARK_MITOTIC_SPINDLE,Hallmark,C3,Cytoskeletal & Cell Division
SCP2,localization within membrane,GO:BP,C3,Other
PPIB,protein stabilization,GO:BP,C3,Proteostasis & Stress Response
WARS1,HALLMARK_MTORC1_SIGNALING,Hallmark,C3,Proteostasis & Stress Response
RPS3,positive regulation of protein metabolic process,GO:BP,C3,Metabolic & Redox Regulation
DNAJB2,response to topologically incorrect protein,GO:BP,C3,Other
PSMA3,HALLMARK_MTORC1_SIGNALING,Hallmark,C3,Proteostasis & Stress Response
MSN,positive regulation of protein metabolic process,GO:BP,C3,Metabolic & Redox Regulation
TARS1,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,Hallmark,C3,Proteostasis & Stress Response
PLN,endomembrane system organization,GO:BP,C3,Other
CALR,HALLMARK_MTORC1_SIGNALING,Hallmark,C3,Proteostasis & Stress Response
MAP4,microtubule-based movement,GO:BP,C3,Cytoskeletal & Cell Division
CANX,HALLMARK_MTORC1_SIGNALING,Hallmark,C3,Proteostasis & Stress Response
PSMB4,modification-dependent macromolecule catabolic process,GO:BP,C3,Other
PSMB5,HALLMARK_MTORC1_SIGNALING,Hallmark,C3,Proteostasis & Stress Response
MAPK1,endomembrane system organization,GO:BP,C3,Other
RBL1,regulation of cell cycle G1/S phase transition,GO:BP,C3,Cytoskeletal & Cell Division
EEF1D,response to temperature stimulus,GO:BP,C3,Other
MARCKS,HALLMARK_MITOTIC_SPINDLE,Hallmark,C3,Cytoskeletal & Cell Division
PRDX5,positive regulation of biosynthetic process,GO:BP,C3,Other
PPP2R1A,cytoskeleton organization,GO:BP,C3,Cytoskeletal & Cell Division
CLIP1,HALLMARK_MITOTIC_SPINDLE,Hallmark,C3,Cytoskeletal & Cell Division
DNAJA1,response to topologically incorrect protein,GO:BP,C3,Other
AKT2,endomembrane system organization,GO:BP,C3,Other
STIP1,HALLMARK_MTORC1_SIGNALING,Hallmark,C3,Proteostasis & Stress Response
KIF5B,HALLMARK_MITOTIC_SPINDLE,Hallmark,C3,Cytoskeletal & Cell Division
HSPA4,HALLMARK_MTORC1_SIGNALING,Hallmark,C3,Proteostasis & Stress Response
PFN2,protein stabilization,GO:BP,C3,Proteostasis & Stress Response
THBS4,response to topologically incorrect protein,GO:BP,C3,Other
COPB2,nitrogen compound transport,GO:BP,C3,Intracellular Transport & Signaling
PPM1A,nitrogen compound transport,GO:BP,C3,Intracellular Transport & Signaling
PSMC2,HALLMARK_MTORC1_SIGNALING,Hallmark,C3,Proteostasis & Stress Response
ARL3,microtubule-based movement,GO:BP,C3,Cytoskeletal & Cell Division
DDOST,cell activation,GO:BP,C3,Other
CAPG,cytoskeleton organization,GO:BP,C3,Cytoskeletal & Cell Division
CCT6A,HALLMARK_MTORC1_SIGNALING,Hallmark,C3,Proteostasis & Stress Response
IARS1,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,Hallmark,C3,Proteostasis & Stress Response
AKR1C3,regulation of programmed cell death,GO:BP,C3,Proteostasis & Stress Response
PAFAH1B1,HALLMARK_MITOTIC_SPINDLE,Hallmark,C3,Cytoskeletal & Cell Division
PSMC4,HALLMARK_MTORC1_SIGNALING,Hallmark,C3,Proteostasis & Stress Response
USP5,modification-dependent macromolecule catabolic process,GO:BP,C3,Other
BAG6,endomembrane system organization,GO:BP,C3,Other
IQGAP1,endomembrane system organization,GO:BP,C3,Other
ARCN1,nitrogen compound transport,GO:BP,C3,Intracellular Transport & Signaling
CD151,cell activation,GO:BP,C3,Other
PSMD8,modification-dependent macromolecule catabolic process,GO:BP,C3,Other
CCT5,protein stabilization,GO:BP,C3,Proteostasis & Stress Response
NES,cytoskeleton organization,GO:BP,C3,Cytoskeletal & Cell Division
PXN,HALLMARK_MITOTIC_SPINDLE,Hallmark,C3,Cytoskeletal & Cell Division
CCT3,protein stabilization,GO:BP,C3,Proteostasis & Stress Response
GSK3B,HALLMARK_MTORC1_SIGNALING,Hallmark,C3,Proteostasis & Stress Response
GDI2,nitrogen compound transport,GO:BP,C3,Intracellular Transport & Signaling
SERPINH1,HALLMARK_MTORC1_SIGNALING,Hallmark,C3,Proteostasis & Stress Response
CSRP3,endomembrane system organization,GO:BP,C3,Other
DNM2,endomembrane system organization,GO:BP,C3,Other
CCT8,protein stabilization,GO:BP,C3,Proteostasis & Stress Response
CCT4,protein stabilization,GO:BP,C3,Proteostasis & Stress Response
RAB5C,nitrogen compound transport,GO:BP,C3,Intracellular Transport & Signaling
RAB7A,endomembrane system organization,GO:BP,C3,Other
BCAP31,modification-dependent macromolecule catabolic process,GO:BP,C3,Other
UBE2D1,modification-dependent macromolecule catabolic process,GO:BP,C3,Other
KPNA1,nitrogen compound transport,GO:BP,C3,Intracellular Transport & Signaling
COPA,nitrogen compound transport,GO:BP,C3,Intracellular Transport & Signaling
SEC24C,nitrogen compound transport,GO:BP,C3,Intracellular Transport & Signaling
SUB1,positive regulation of biosynthetic process,GO:BP,C3,Other
PRKAG1,positive regulation of protein metabolic process,GO:BP,C3,Metabolic & Redox Regulation
PRKAA2,positive regulation of protein metabolic process,GO:BP,C3,Metabolic & Redox Regulation
HSPA2,response to topologically incorrect protein,GO:BP,C3,Other
NAPA,nitrogen compound transport,GO:BP,C3,Intracellular Transport & Signaling
PSMD4,modification-dependent macromolecule catabolic process,GO:BP,C3,Other
CSE1L,nitrogen compound transport,GO:BP,C3,Intracellular Transport & Signaling
VCP,response to topologically incorrect protein,GO:BP,C3,Other
ARPP19,cell division,GO:BP,C3,Cytoskeletal & Cell Division
ARPC4,cytoskeleton organization,GO:BP,C3,Cytoskeletal & Cell Division
SEC61B,nitrogen compound transport,GO:BP,C3,Intracellular Transport & Signaling
ROMO1,nitrogen compound transport,GO:BP,C3,Intracellular Transport & Signaling
S100A10,endomembrane system organization,GO:BP,C3,Other
RAB10,endomembrane system organization,GO:BP,C3,Other
ACTR2,HALLMARK_MTORC1_SIGNALING,Hallmark,C3,Proteostasis & Stress Response
SEC61A1,endomembrane system organization,GO:BP,C3,Other
B2M,cell activation,GO:BP,C3,Other
UFM1,HALLMARK_MTORC1_SIGNALING,Hallmark,C3,Proteostasis & Stress Response
RPS7,modification-dependent macromolecule catabolic process,GO:BP,C3,Other
PSMC1,modification-dependent macromolecule catabolic process,GO:BP,C3,Other
PSMC5,modification-dependent macromolecule catabolic process,GO:BP,C3,Other
UBE2G1,modification-dependent macromolecule catabolic process,GO:BP,C3,Other
YWHAE,HALLMARK_MITOTIC_SPINDLE,Hallmark,C3,Cytoskeletal & Cell Division
TMSB4X,cytoskeleton organization,GO:BP,C3,Cytoskeletal & Cell Division
PSMC6,HALLMARK_MTORC1_SIGNALING,Hallmark,C3,Proteostasis & Stress Response
ETF1,HALLMARK_MTORC1_SIGNALING,Hallmark,C3,Proteostasis & Stress Response
RPS4X,positive regulation of protein metabolic process,GO:BP,C3,Metabolic & Redox Regulation
RPS6,cell activation,GO:BP,C3,Other
RAN,nitrogen compound transport,GO:BP,C3,Intracellular Transport & Signaling
RAP1A,positive regulation of protein metabolic process,GO:BP,C3,Metabolic & Redox Regulation
PPIA,HALLMARK_MTORC1_SIGNALING,Hallmark,C3,Proteostasis & Stress Response
RPS27A,modification-dependent macromolecule catabolic process,GO:BP,C3,Other
AP2B1,nitrogen compound transport,GO:BP,C3,Intracellular Transport & Signaling
DYNLL1,microtubule-based movement,GO:BP,C3,Cytoskeletal & Cell Division
DYNLT1,microtubule-based movement,GO:BP,C3,Cytoskeletal & Cell Division
YBX1,nitrogen compound transport,GO:BP,C3,Intracellular Transport & Signaling
CSNK2B,modification-dependent macromolecule catabolic process,GO:BP,C3,Other
TUBA1B,cell division,GO:BP,C3,Cytoskeletal & Cell Division
TUBA4A,HALLMARK_MTORC1_SIGNALING,Hallmark,C3,Proteostasis & Stress Response
TUBB4B,microtubule-based movement,GO:BP,C3,Cytoskeletal & Cell Division
EIF4G2,positive regulation of protein metabolic process,GO:BP,C3,Metabolic & Redox Regulation
CCT2,protein stabilization,GO:BP,C3,Proteostasis & Stress Response
PRKDC,positive regulation of protein metabolic process,GO:BP,C3,Metabolic & Redox Regulation
ARF5,nitrogen compound transport,GO:BP,C3,Intracellular Transport & Signaling
CLTC,nitrogen compound transport,GO:BP,C3,Intracellular Transport & Signaling
REEP5,endomembrane system organization,GO:BP,C3,Other
HNRNPU,microtubule-based movement,GO:BP,C3,Cytoskeletal & Cell Division
SPTBN1,HALLMARK_MITOTIC_SPINDLE,Hallmark,C3,Cytoskeletal & Cell Division
TIAL1,cell division,GO:BP,C3,Cytoskeletal & Cell Division
AKAP12,cell activation,GO:BP,C3,Other
GBE1,HALLMARK_MTORC1_SIGNALING,Hallmark,C3,Proteostasis & Stress Response
EIF4G1,positive regulation of protein metabolic process,GO:BP,C3,Metabolic & Redox Regulation
EEF1A2,regulation of programmed cell death,GO:BP,C3,Proteostasis & Stress Response
PTPN11,nitrogen compound transport,GO:BP,C3,Intracellular Transport & Signaling
PSME1,regulation of cell cycle G1/S phase transition,GO:BP,C3,Cytoskeletal & Cell Division
ZNF33A,positive regulation of biosynthetic process,GO:BP,C3,Other
KLC1,HALLMARK_MITOTIC_SPINDLE,Hallmark,C3,Cytoskeletal & Cell Division
ARHGAP1,nitrogen compound transport,GO:BP,C3,Intracellular Transport & Signaling
PPID,nitrogen compound transport,GO:BP,C3,Intracellular Transport & Signaling
AHNAK,endomembrane system organization,GO:BP,C3,Other
HSPA14,'de novo' protein folding,GO:BP,C3,Proteostasis & Stress Response
AP1B1,endomembrane system organization,GO:BP,C3,Other
ANK3,endomembrane system organization,GO:BP,C3,Other
HSPB3,response to topologically incorrect protein,GO:BP,C3,Other
STRN3,positive regulation of biosynthetic process,GO:BP,C3,Other
ACACA,HALLMARK_MTORC1_SIGNALING,Hallmark,C3,Proteostasis & Stress Response
PRKAA1,positive regulation of protein metabolic process,GO:BP,C3,Metabolic & Redox Regulation
AIMP2,positive regulation of protein metabolic process,GO:BP,C3,Metabolic & Redox Regulation
PAK2,positive regulation of protein metabolic process,GO:BP,C3,Metabolic & Redox Regulation
TRIM28,modification-dependent macromolecule catabolic process,GO:BP,C3,Other
UBE2V1,positive regulation of protein metabolic process,GO:BP,C3,Metabolic & Redox Regulation
DYNC1I2,microtubule-based movement,GO:BP,C3,Cytoskeletal & Cell Division
ILK,endomembrane system organization,GO:BP,C3,Other
PDAP1,HALLMARK_MTORC1_SIGNALING,Hallmark,C3,Proteostasis & Stress Response
TMED1,endomembrane system organization,GO:BP,C3,Other
PICALM,positive regulation of protein metabolic process,GO:BP,C3,Metabolic & Redox Regulation
CAMK2B,regulation of protein localization,GO:BP,C3,Other
CAMK2D,regulation of protein localization,GO:BP,C3,Other
DCTN2,cytoskeleton organization,GO:BP,C3,Cytoskeletal & Cell Division
CUL2,modification-dependent macromolecule catabolic process,GO:BP,C3,Other
CUL4A,modification-dependent macromolecule catabolic process,GO:BP,C3,Other
FHL1,regulation of cell cycle G1/S phase transition,GO:BP,C3,Cytoskeletal & Cell Division
SPTAN1,HALLMARK_MITOTIC_SPINDLE,Hallmark,C3,Cytoskeletal & Cell Division
SCARB2,endomembrane system organization,GO:BP,C3,Other
IL18,positive regulation of protein metabolic process,GO:BP,C3,Metabolic & Redox Regulation
DCTN1,endomembrane system organization,GO:BP,C3,Other
DYNC1H1,HALLMARK_MITOTIC_SPINDLE,Hallmark,C3,Cytoskeletal & Cell Division
EIF2B1,response to temperature stimulus,GO:BP,C3,Other
FLNC,cytoskeleton organization,GO:BP,C3,Cytoskeletal & Cell Division
KPNB1,microtubule-based movement,GO:BP,C3,Cytoskeletal & Cell Division
SLMAP,localization within membrane,GO:BP,C3,Other
PSMD6,modification-dependent macromolecule catabolic process,GO:BP,C3,Other
SEPTIN2,nitrogen compound transport,GO:BP,C3,Intracellular Transport & Signaling
EEA1,endomembrane system organization,GO:BP,C3,Other
PEA15,regulation of programmed cell death,GO:BP,C3,Proteostasis & Stress Response
PLEC,endomembrane system organization,GO:BP,C3,Other
PPA1,HALLMARK_MTORC1_SIGNALING,Hallmark,C3,Proteostasis & Stress Response
PCBP1,positive regulation of biosynthetic process,GO:BP,C3,Other
SEC23A,nitrogen compound transport,GO:BP,C3,Intracellular Transport & Signaling
MAPRE1,HALLMARK_MITOTIC_SPINDLE,Hallmark,C3,Cytoskeletal & Cell Division
TBCE,cytoskeleton organization,GO:BP,C3,Cytoskeletal & Cell Division
RAB11B,nitrogen compound transport,GO:BP,C3,Intracellular Transport & Signaling
ZYX,cytoskeleton organization,GO:BP,C3,Cytoskeletal & Cell Division
HSPB2,response to topologically incorrect protein,GO:BP,C3,Other
SEPTIN7,cell division,GO:BP,C3,Cytoskeletal & Cell Division
DDB1,modification-dependent macromolecule catabolic process,GO:BP,C3,Other
DPYSL2,cytoskeleton organization,GO:BP,C3,Cytoskeletal & Cell Division
FSCN1,HALLMARK_MITOTIC_SPINDLE,Hallmark,C3,Cytoskeletal & Cell Division
KLHL40,modification-dependent macromolecule catabolic process,GO:BP,C3,Other
FAM98B,positive regulation of biosynthetic process,GO:BP,C3,Other
PDLIM3,cytoskeleton organization,GO:BP,C3,Cytoskeletal & Cell Division
CAVIN4,positive regulation of biosynthetic process,GO:BP,C3,Other
