uniprot_id,gene,contrast,flag,classification
P49840,GSK3A,Interaction,never_sig,NS
P49841,GSK3B,Interaction,never_sig,NS
P50213,IDH3A,Interaction,never_sig,NS
P50225,SULT1A1,Interaction,never_sig,NS
P50395,GDI2,Interaction,never_sig,NS
P50402,EMD,Interaction,never_sig,NS
P50416,CPT1A,Interaction,never_sig,NS
P50454,SERPINH1,Interaction,never_sig,NS
P50461,CSRP3,Interaction,never_sig,NS
P50502,ST13,Interaction,never_sig,NS
P50570,DNM2,Interaction,never_sig,NS
P50579,METAP2,Interaction,never_sig,NS
P50583,NUDT2,Interaction,never_sig,NS
P50851,LRBA,Interaction,never_sig,NS
P50895,BCAM,Interaction,never_sig,NS
P50914,RPL14,Interaction,never_sig,NS
P50990,CCT8,Interaction,never_sig,NS
P50991,CCT4,Interaction,never_sig,NS
P50993,ATP1A2,Interaction,never_sig,NS
P50995,ANXA11,Interaction,never_sig,NS
P51114,FXR1,Interaction,never_sig,NS
P51148,RAB5C,Interaction,never_sig,NS
P51149,RAB7A,Interaction,never_sig,NS
P51452,DUSP3,Interaction,never_sig,NS
P51553,IDH3G,Interaction,never_sig,NS
P51570,GALK1,Interaction,never_sig,NS
P51571,SSR4,Interaction,never_sig,NS
P51572,BCAP31,Interaction,never_sig,NS
P51608,MECP2,Interaction,never_sig,NS
P51636,CAV2,Interaction,never_sig,NS
P51648,ALDH3A2,Interaction,never_sig,NS
P51649,ALDH5A1,Interaction,never_sig,NS
P51659,HSD17B4,Interaction,never_sig,NS
P51665,PSMD7,Interaction,never_sig,NS
P51668,UBE2D1,Interaction,never_sig,NS
P51687,SUOX,Interaction,never_sig,NS
P51692,STAT5B,Interaction,never_sig,NS
P51812,RPS6KA3,Interaction,never_sig,NS
P51858,HDGF,Interaction,never_sig,NS
P51884,LUM,Interaction,never_sig,NS
P51888,PRELP,Interaction,never_sig,NS
P51970,NDUFA8,Interaction,never_sig,NS
P51991,HNRNPA3,Interaction,never_sig,NS
P52179,MYOM1,Interaction,never_sig,NS
P52209,PGD,Interaction,never_sig,NS
P52272,HNRNPM,Interaction,never_sig,NS
P52294,KPNA1,Interaction,never_sig,NS
P52564,MAP2K6,Interaction,never_sig,NS
P52565,ARHGDIA,Interaction,never_sig,NS
P52566,ARHGDIB,Interaction,never_sig,NS
P52758,RIDA,Interaction,never_sig,NS
P52815,MRPL12,Interaction,never_sig,NS
P52888,THOP1,Interaction,never_sig,NS
P52895,AKR1C2,Interaction,never_sig,NS
P52907,CAPZA1,Interaction,never_sig,NS
P52943,CRIP2,Interaction,never_sig,NS
P53004,BLVRA,Interaction,never_sig,NS
P53041,PPP5C,Interaction,never_sig,NS
P53384,NUBP1,Interaction,never_sig,NS
P53597,SUCLG1,Interaction,never_sig,NS
P53621,COPA,Interaction,never_sig,NS
P53701,HCCS,Interaction,never_sig,NS
P53778,MAPK12,Interaction,never_sig,NS
P53814,SMTN,Interaction,never_sig,NS
P53985,SLC16A1,Interaction,never_sig,NS
P53990,IST1,Interaction,never_sig,NS
P53992,SEC24C,Interaction,never_sig,NS
P53999,SUB1,Interaction,never_sig,NS
P54136,RARS1,Interaction,never_sig,NS
P54284,CACNB3,Interaction,never_sig,NS
P54289,CACNA2D1,Interaction,never_sig,NS
P54296,MYOM2,Interaction,never_sig,NS
P54577,YARS1,Interaction,never_sig,NS
P54578,USP14,Interaction,never_sig,NS
P54619,PRKAG1,Interaction,never_sig,NS
P54646,PRKAA2,Interaction,never_sig,NS
P54652,HSPA2,Interaction,never_sig,NS
P54725,RAD23A,Interaction,never_sig,NS
P54727,RAD23B,Interaction,never_sig,NS
P54819,AK2,Interaction,never_sig,NS
P54920,NAPA,Interaction,never_sig,NS
P55010,EIF5,Interaction,never_sig,NS
P55036,PSMD4,Interaction,never_sig,NS
P55039,DRG2,Interaction,never_sig,NS
P55042,RRAD,Interaction,never_sig,NS
P55060,CSE1L,Interaction,never_sig,NS
P55072,VCP,Interaction,never_sig,NS
P55084,HADHB,Interaction,never_sig,NS
P55209,NAP1L1,Interaction,never_sig,NS
P55263,ADK,Interaction,never_sig,NS
P55268,LAMB2,Interaction,never_sig,NS
P55290,CDH13,Interaction,never_sig,NS
P55735,SEC13,Interaction,never_sig,NS
P55769,SNU13,Interaction,never_sig,NS
P55786,NPEPPS,Interaction,never_sig,NS
P55795,HNRNPH2,Interaction,never_sig,NS
P55809,OXCT1,Interaction,never_sig,NS
P55822,SH3BGR,Interaction,never_sig,NS
P55884,EIF3B,Interaction,never_sig,NS
P56134,ATP5MF,Interaction,never_sig,NS
P56181,NDUFV3,Interaction,never_sig,NS
P56192,MARS1,Interaction,never_sig,NS
P56211,ARPP19,Interaction,never_sig,NS
P56381,ATP5F1E,Interaction,never_sig,NS
P56385,ATP5ME,Interaction,never_sig,NS
P56537,EIF6,Interaction,never_sig,NS
P56556,NDUFA6,Interaction,never_sig,NS
P57105,SYNJ2BP,Interaction,never_sig,NS
P57772,EEFSEC,Interaction,never_sig,NS
P58546,MTPN,Interaction,never_sig,NS
P59666,DEFA3,Interaction,never_sig,NS
P59998,ARPC4,Interaction,never_sig,NS
P60033,CD81,Interaction,never_sig,NS
P60174,TPI1,Interaction,never_sig,NS
P60228,EIF3E,Interaction,never_sig,NS
P60468,SEC61B,Interaction,never_sig,NS
P60520,GABARAPL2,Interaction,never_sig,NS
P60602,ROMO1,Interaction,never_sig,NS
P60660,MYL6,Interaction,never_sig,NS
P60709,ACTB,Interaction,never_sig,NS
P60842,EIF4A1,Interaction,never_sig,NS
P60866,RPS20,Interaction,never_sig,NS
P60891,PRPS1,Interaction,never_sig,NS
P60900,PSMA6,Interaction,never_sig,NS
P60903,S100A10,Interaction,never_sig,NS
P60953,CDC42,Interaction,never_sig,NS
P60981,DSTN,Interaction,never_sig,NS
P61019,RAB2A,Interaction,never_sig,NS
P61020,RAB5B,Interaction,never_sig,NS
P61026,RAB10,Interaction,never_sig,NS
P61077,UBE2D3,Interaction,never_sig,NS
P61081,UBE2M,Interaction,never_sig,NS
P61086,UBE2K,Interaction,never_sig,NS
P61088,UBE2N,Interaction,never_sig,NS
P61106,RAB14,Interaction,never_sig,NS
P61158,ACTR3,Interaction,never_sig,NS
P61160,ACTR2,Interaction,never_sig,NS
P61163,ACTR1A,Interaction,never_sig,NS
P61201,COPS2,Interaction,never_sig,NS
P61221,ABCE1,Interaction,never_sig,NS
P61224,RAP1B,Interaction,never_sig,NS
P61247,RPS3A,Interaction,never_sig,NS
P61254,RPL26,Interaction,never_sig,NS
P61313,RPL15,Interaction,never_sig,NS
P61457,PCBD1,Interaction,never_sig,NS
P61513,RPL37A,Interaction,never_sig,NS
P61586,RHOA,Interaction,never_sig,NS
P61604,HSPE1,Interaction,never_sig,NS
P61619,SEC61A1,Interaction,never_sig,NS
P61758,VBP1,Interaction,never_sig,NS
P61769,B2M,Interaction,never_sig,NS
P61803,DAD1,Interaction,never_sig,NS
P61916,NPC2,Interaction,never_sig,NS
P61925,PKIA,Interaction,never_sig,NS
P61956,SUMO2,Interaction,never_sig,NS
P61960,UFM1,Interaction,never_sig,NS
P61970,NUTF2,Interaction,never_sig,NS
P61978,HNRNPK,Interaction,never_sig,NS
P61981,YWHAG,Interaction,never_sig,NS
P62070,RRAS2,Interaction,never_sig,NS
P62072,TIMM10,Interaction,never_sig,NS
P62081,RPS7,Interaction,never_sig,NS
P62136,PPP1CA,Interaction,never_sig,NS
P62140,PPP1CB,Interaction,never_sig,NS
P62191,PSMC1,Interaction,never_sig,NS
P62195,PSMC5,Interaction,never_sig,NS
P62241,RPS8,Interaction,never_sig,NS
P62244,RPS15A,Interaction,never_sig,NS
P62249,RPS16,Interaction,never_sig,NS
P62253,UBE2G1,Interaction,never_sig,NS
P62258,YWHAE,Interaction,never_sig,NS
P62263,RPS14,Interaction,never_sig,NS
P62266,RPS23,Interaction,never_sig,NS
P62269,RPS18,Interaction,never_sig,NS
P62277,RPS13,Interaction,never_sig,NS
P62280,RPS11,Interaction,never_sig,NS
P62316,SNRPD2,Interaction,never_sig,NS
P62318,SNRPD3,Interaction,never_sig,NS
P62328,TMSB4X,Interaction,never_sig,NS
P62333,PSMC6,Interaction,never_sig,NS
P62424,RPL7A,Interaction,never_sig,NS
P62495,ETF1,Interaction,never_sig,NS
P62633,CNBP,Interaction,never_sig,NS
P62701,RPS4X,Interaction,never_sig,NS
P62750,RPL23A,Interaction,never_sig,NS
P62753,RPS6,Interaction,never_sig,NS
P62807,H2BC4,Interaction,never_sig,NS
P62820,RAB1A,Interaction,never_sig,NS
P62826,RAN,Interaction,never_sig,NS
P62829,RPL23,Interaction,never_sig,NS
P62834,RAP1A,Interaction,never_sig,NS
P62841,RPS15,Interaction,never_sig,NS
P62847,RPS24,Interaction,never_sig,NS
P62851,RPS25,Interaction,never_sig,NS
P62854,RPS26,Interaction,never_sig,NS
P62857,RPS28,Interaction,never_sig,NS
P62873,GNB1,Interaction,never_sig,NS
P62879,GNB2,Interaction,never_sig,NS
P62888,RPL30,Interaction,never_sig,NS
P62899,RPL31,Interaction,never_sig,NS
P62906,RPL10A,Interaction,never_sig,NS
P62910,RPL32,Interaction,never_sig,NS
P62913,RPL11,Interaction,never_sig,NS
P62917,RPL8,Interaction,never_sig,NS
P62937,PPIA,Interaction,never_sig,NS
P62942,FKBP1A,Interaction,never_sig,NS
P62979,RPS27A,Interaction,never_sig,NS
P62993,GRB2,Interaction,never_sig,NS
P63000,RAC1,Interaction,never_sig,NS
P63010,AP2B1,Interaction,never_sig,NS
P63027,VAMP2,Interaction,never_sig,NS
P63098,PPP3R1,Interaction,never_sig,NS
P63104,YWHAZ,Interaction,never_sig,NS
P63146,UBE2B,Interaction,never_sig,NS
P63151,PPP2R2A,Interaction,never_sig,NS
P63167,DYNLL1,Interaction,never_sig,NS
P63172,DYNLT1,Interaction,never_sig,NS
P63173,RPL38,Interaction,never_sig,NS
P63208,SKP1,Interaction,never_sig,NS
P63220,RPS21,Interaction,never_sig,NS
P63241,EIF5A,Interaction,never_sig,NS
P63244,RACK1,Interaction,never_sig,NS
P63279,UBE2I,Interaction,never_sig,NS
P63302,SELENOW,Interaction,never_sig,NS
P63316,TNNC1,Interaction,never_sig,NS
P67775,PPP2CA,Interaction,never_sig,NS
P67809,YBX1,Interaction,never_sig,NS
P67870,CSNK2B,Interaction,never_sig,NS
P67936,TPM4,Interaction,never_sig,NS
P68036,UBE2L3,Interaction,never_sig,NS
P68104,EEF1A1,Interaction,never_sig,NS
P68133,ACTA1,Interaction,never_sig,NS
P68363,TUBA1B,Interaction,never_sig,NS
P68366,TUBA4A,Interaction,never_sig,NS
P68371,TUBB4B,Interaction,never_sig,NS
P68400,CSNK2A1,Interaction,never_sig,NS
P68402,PAFAH1B2,Interaction,never_sig,NS
P68871,HBB,Interaction,never_sig,NS
P69905,HBA1,Interaction,never_sig,NS
P78344,EIF4G2,Interaction,never_sig,NS
P78356,PIP4K2B,Interaction,never_sig,NS
P78371,CCT2,Interaction,never_sig,NS
P78417,GSTO1,Interaction,never_sig,NS
P78527,PRKDC,Interaction,never_sig,NS
P81605,DCD,Interaction,never_sig,NS
P82663,MRPS25,Interaction,never_sig,NS
P82675,MRPS5,Interaction,never_sig,NS
P82909,MRPS36,Interaction,never_sig,NS
P82914,MRPS15,Interaction,never_sig,NS
P82921,MRPS21,Interaction,never_sig,NS
P82979,SARNP,Interaction,never_sig,NS
P83111,LACTB,Interaction,never_sig,NS
P83731,RPL24,Interaction,never_sig,NS
P84077,ARF1,Interaction,never_sig,NS
P84085,ARF5,Interaction,never_sig,NS
P84090,ERH,Interaction,never_sig,NS
P84095,RHOG,Interaction,never_sig,NS
P84098,RPL19,Interaction,never_sig,NS
P84103,SRSF3,Interaction,never_sig,NS
P84157,MXRA7,Interaction,never_sig,NS
P84243,H3-3A,Interaction,never_sig,NS
P98095,FBLN2,Interaction,never_sig,NS
P98160,HSPG2,Interaction,never_sig,NS
P98179,RBM3,Interaction,never_sig,NS
P99999,CYCS,Interaction,never_sig,NS
Q00013,MPP1,Interaction,never_sig,NS
Q00059,TFAM,Interaction,never_sig,NS
Q00169,PITPNA,Interaction,never_sig,NS
Q00325,SLC25A3,Interaction,never_sig,NS
Q00341,HDLBP,Interaction,never_sig,NS
Q00577,PURA,Interaction,never_sig,NS
Q00610,CLTC,Interaction,never_sig,NS
Q00688,FKBP3,Interaction,never_sig,NS
Q00765,REEP5,Interaction,never_sig,NS
Q00796,SORD,Interaction,never_sig,NS
Q00839,HNRNPU,Interaction,never_sig,NS
Q00872,MYBPC1,Interaction,never_sig,NS
Q00G26,PLIN5,Interaction,never_sig,NS
Q01082,SPTBN1,Interaction,never_sig,NS
Q01085,TIAL1,Interaction,never_sig,NS
Q01105,SET,Interaction,never_sig,NS
Q01432,AMPD3,Interaction,never_sig,NS
Q01469,FABP5,Interaction,never_sig,NS
Q01484,ANK2,Interaction,never_sig,NS
Q01518,CAP1,Interaction,never_sig,NS
Q01844,EWSR1,Interaction,never_sig,NS
Q01995,TAGLN,Interaction,never_sig,NS
Q02218,OGDH,Interaction,never_sig,NS
Q02221,COX6A2,Interaction,never_sig,NS
Q02252,ALDH6A1,Interaction,never_sig,NS
Q02338,BDH1,Interaction,never_sig,NS
Q02388,COL7A1,Interaction,never_sig,NS
Q02543,RPL18A,Interaction,never_sig,NS
Q02641,CACNB1,Interaction,never_sig,NS
Q02750,MAP2K1,Interaction,never_sig,NS
Q02790,FKBP4,Interaction,never_sig,NS
Q02878,RPL6,Interaction,never_sig,NS
Q02952,AKAP12,Interaction,never_sig,NS
Q02978,SLC25A11,Interaction,never_sig,NS
Q03135,CAV1,Interaction,never_sig,NS
Q03154,ACY1,Interaction,never_sig,NS
Q03252,LMNB2,Interaction,never_sig,NS
Q04323,UBXN1,Interaction,never_sig,NS
Q04446,GBE1,Interaction,never_sig,NS
Q04637,EIF4G1,Interaction,never_sig,NS
Q04759,PRKCQ,Interaction,never_sig,NS
Q04760,GLO1,Interaction,never_sig,NS
Q04828,AKR1C1,Interaction,never_sig,NS
Q04837,SSBP1,Interaction,never_sig,NS
Q04917,YWHAH,Interaction,never_sig,NS
Q04941,PLP2,Interaction,never_sig,NS
Q05086,UBE3A,Interaction,never_sig,NS
Q05519,SRSF11,Interaction,never_sig,NS
Q05639,EEF1A2,Interaction,never_sig,NS
Q05682,CALD1,Interaction,never_sig,NS
Q05707,COL14A1,Interaction,never_sig,NS
Q06124,PTPN11,Interaction,never_sig,NS
Q06323,PSME1,Interaction,never_sig,NS
Q06432,CACNG1,Interaction,never_sig,NS
Q06730,ZNF33A,Interaction,never_sig,NS
Q06830,PRDX1,Interaction,never_sig,NS
Q07020,RPL18,Interaction,never_sig,NS
Q07021,C1QBP,Interaction,never_sig,NS
Q07065,CKAP4,Interaction,never_sig,NS
Q07507,DPT,Interaction,never_sig,NS
Q07866,KLC1,Interaction,never_sig,NS
Q07955,SRSF1,Interaction,never_sig,NS
Q07960,ARHGAP1,Interaction,never_sig,NS
Q08043,ACTN3,Interaction,never_sig,NS
Q08209,PPP3CA,Interaction,never_sig,NS
Q08211,DHX9,Interaction,never_sig,NS
Q08257,CRYZ,Interaction,never_sig,NS
Q08357,SLC20A2,Interaction,never_sig,NS
Q08623,PUDP,Interaction,never_sig,NS
Q08722,CD47,Interaction,never_sig,NS
Q08752,PPID,Interaction,never_sig,NS
Q09666,AHNAK,Interaction,never_sig,NS
Q0VAK6,LMOD3,Interaction,never_sig,NS
Q0VDF9,HSPA14,Interaction,never_sig,NS
Q0VDG4,SCRN3,Interaction,never_sig,NS
Q0ZGT2,NEXN,Interaction,never_sig,NS
Q10567,AP1B1,Interaction,never_sig,NS
Q10589,BST2,Interaction,never_sig,NS
Q10713,PMPCA,Interaction,never_sig,NS
Q12797,ASPH,Interaction,never_sig,NS
Q12805,EFEMP1,Interaction,never_sig,NS
Q12846,STX4,Interaction,never_sig,NS
Q12849,GRSF1,Interaction,never_sig,NS
Q12904,AIMP1,Interaction,never_sig,NS
Q12906,ILF3,Interaction,never_sig,NS
Q12931,TRAP1,Interaction,never_sig,NS
Q12955,ANK3,Interaction,never_sig,NS
Q12988,HSPB3,Interaction,never_sig,NS
Q13011,ECH1,Interaction,never_sig,NS
Q13033,STRN3,Interaction,never_sig,NS
Q13057,COASY,Interaction,never_sig,NS
Q13061,TRDN,Interaction,never_sig,NS
Q13085,ACACA,Interaction,never_sig,NS
Q13098,GPS1,Interaction,never_sig,NS
Q13126,MTAP,Interaction,never_sig,NS
Q13131,PRKAA1,Interaction,never_sig,NS
Q13148,TARDBP,Interaction,never_sig,NS
Q13153,PAK1,Interaction,never_sig,NS
Q13155,AIMP2,Interaction,never_sig,NS
Q13162,PRDX4,Interaction,never_sig,NS
Q13177,PAK2,Interaction,never_sig,NS
Q13185,CBX3,Interaction,never_sig,NS
Q13200,PSMD2,Interaction,never_sig,NS
Q13203,MYBPH,Interaction,never_sig,NS
Q13228,SELENBP1,Interaction,never_sig,NS
Q13263,TRIM28,Interaction,never_sig,NS
Q13283,G3BP1,Interaction,never_sig,NS
Q13310,PABPC4,Interaction,never_sig,NS
Q13326,SGCG,Interaction,never_sig,NS
Q13347,EIF3I,Interaction,never_sig,NS
Q13363,CTBP1,Interaction,never_sig,NS
Q13404,UBE2V1,Interaction,never_sig,NS
Q13409,DYNC1I2,Interaction,never_sig,NS
Q13418,ILK,Interaction,never_sig,NS
Q13423,NNT,Interaction,never_sig,NS
Q13424,SNTA1,Interaction,never_sig,NS
Q13425,SNTB2,Interaction,never_sig,NS
Q13435,SF3B2,Interaction,never_sig,NS
Q13442,PDAP1,Interaction,never_sig,NS
Q13445,TMED1,Interaction,never_sig,NS
Q13451,FKBP5,Interaction,never_sig,NS
Q13492,PICALM,Interaction,never_sig,NS
Q13496,MTM1,Interaction,never_sig,NS
Q13501,SQSTM1,Interaction,never_sig,NS
Q13505,MTX1,Interaction,never_sig,NS
Q13508,ART3,Interaction,never_sig,NS
Q13510,ASAH1,Interaction,never_sig,NS
Q13526,PIN1,Interaction,never_sig,NS
Q13554,CAMK2B,Interaction,never_sig,NS
Q13555,CAMK2G,Interaction,never_sig,NS
Q13557,CAMK2D,Interaction,never_sig,NS
Q13561,DCTN2,Interaction,never_sig,NS
Q13564,NAE1,Interaction,never_sig,NS
Q13586,STIM1,Interaction,never_sig,NS
Q13616,CUL1,Interaction,never_sig,NS
Q13617,CUL2,Interaction,never_sig,NS
Q13618,CUL3,Interaction,never_sig,NS
Q13619,CUL4A,Interaction,never_sig,NS
Q13642,FHL1,Interaction,never_sig,NS
Q13643,FHL3,Interaction,never_sig,NS
Q13683,ITGA7,Interaction,never_sig,NS
Q13685,AAMP,Interaction,never_sig,NS
Q13698,CACNA1S,Interaction,never_sig,NS
Q13724,MOGS,Interaction,never_sig,NS
Q13813,SPTAN1,Interaction,never_sig,NS
Q13825,AUH,Interaction,never_sig,NS
Q13838,DDX39B,Interaction,never_sig,NS
Q13867,BLMH,Interaction,never_sig,NS
Q13884,SNTB1,Interaction,never_sig,NS
Q13885,TUBB2A,Interaction,never_sig,NS
Q13907,IDI1,Interaction,never_sig,NS
Q13976,PRKG1,Interaction,never_sig,NS
Q14061,COX17,Interaction,never_sig,NS
Q14103,HNRNPD,Interaction,never_sig,NS
Q14108,SCARB2,Interaction,never_sig,NS
Q14112,NID2,Interaction,never_sig,NS
Q14116,IL18,Interaction,never_sig,NS
Q14118,DAG1,Interaction,never_sig,NS
Q14152,EIF3A,Interaction,never_sig,NS
Q14157,UBAP2L,Interaction,never_sig,NS
Q14165,MLEC,Interaction,never_sig,NS
Q14195,DPYSL3,Interaction,never_sig,NS
Q14203,DCTN1,Interaction,never_sig,NS
Q14204,DYNC1H1,Interaction,never_sig,NS
Q14232,EIF2B1,Interaction,never_sig,NS
Q14240,EIF4A2,Interaction,never_sig,NS
Q14247,CTTN,Interaction,never_sig,NS
Q14249,ENDOG,Interaction,never_sig,NS
Q14254,FLOT2,Interaction,never_sig,NS
Q14258,TRIM25,Interaction,never_sig,NS
Q14315,FLNC,Interaction,never_sig,NS
Q14324,MYBPC2,Interaction,never_sig,NS
Q14353,GAMT,Interaction,never_sig,NS
Q14444,CAPRIN1,Interaction,never_sig,NS
Q14558,PRPSAP1,Interaction,never_sig,NS
Q14624,ITIH4,Interaction,never_sig,NS
Q14677,CLINT1,Interaction,never_sig,NS
Q14697,GANAB,Interaction,never_sig,NS
Q14714,SSPN,Interaction,never_sig,NS
Q14764,MVP,Interaction,never_sig,NS
Q14767,LTBP3,Interaction,never_sig,NS
Q14847,LASP1,Interaction,never_sig,NS
Q14914,PTGR1,Interaction,never_sig,NS
Q14974,KPNB1,Interaction,never_sig,NS
Q14980,NUMA1,Interaction,never_sig,NS
Q14997,PSME4,Interaction,never_sig,NS
Q14BN4,SLMAP,Interaction,never_sig,NS
Q15006,EMC2,Interaction,never_sig,NS
Q15008,PSMD6,Interaction,never_sig,NS
Q15018,ABRAXAS2,Interaction,never_sig,NS
Q15019,SEPTIN2,Interaction,never_sig,NS
Q15046,KARS1,Interaction,never_sig,NS
Q15056,EIF4H,Interaction,never_sig,NS
Q15075,EEA1,Interaction,never_sig,NS
Q15084,PDIA6,Interaction,never_sig,NS
Q15102,PAFAH1B3,Interaction,never_sig,NS
Q15111,PLCL1,Interaction,never_sig,NS
Q15118,PDK1,Interaction,never_sig,NS
Q15119,PDK2,Interaction,never_sig,NS
Q15121,PEA15,Interaction,never_sig,NS
Q15124,PGM5,Interaction,never_sig,NS
Q15149,PLEC,Interaction,never_sig,NS
Q15172,PPP2R5A,Interaction,never_sig,NS
Q15181,PPA1,Interaction,never_sig,NS
Q15185,PTGES3,Interaction,never_sig,NS
Q15208,STK38,Interaction,never_sig,NS
Q15233,NONO,Interaction,never_sig,NS
Q15257,PTPA,Interaction,never_sig,NS
Q15286,RAB35,Interaction,never_sig,NS
Q15363,TMED2,Interaction,never_sig,NS
Q15365,PCBP1,Interaction,never_sig,NS
Q15366,PCBP2,Interaction,never_sig,NS
Q15369,ELOC,Interaction,never_sig,NS
Q15370,ELOB,Interaction,never_sig,NS
Q15386,UBE3C,Interaction,never_sig,NS
Q15392,DHCR24,Interaction,never_sig,NS
Q15404,RSU1,Interaction,never_sig,NS
Q15435,PPP1R7,Interaction,never_sig,NS
Q15436,SEC23A,Interaction,never_sig,NS
Q15555,MAPRE2,Interaction,never_sig,NS
Q15582,TGFBI,Interaction,never_sig,NS
Q15631,TSN,Interaction,never_sig,NS
Q15637,SF1,Interaction,never_sig,NS
Q15642,TRIP10,Interaction,never_sig,NS
Q15691,MAPRE1,Interaction,never_sig,NS
Q15714,TSC22D1,Interaction,never_sig,NS
Q15717,ELAVL1,Interaction,never_sig,NS
Q15746,MYLK,Interaction,never_sig,NS
Q15772,SPEG,Interaction,never_sig,NS
Q15813,TBCE,Interaction,never_sig,NS
Q15819,UBE2V2,Interaction,never_sig,NS
Q15843,NEDD8,Interaction,never_sig,NS
Q15847,ADIRF,Interaction,never_sig,NS
Q15848,ADIPOQ,Interaction,never_sig,NS
Q15907,RAB11B,Interaction,never_sig,NS
Q15942,ZYX,Interaction,never_sig,NS
Q16082,HSPB2,Interaction,never_sig,NS
Q16134,ETFDH,Interaction,never_sig,NS
Q16181,SEPTIN7,Interaction,never_sig,NS
Q16186,ADRM1,Interaction,never_sig,NS
Q16531,DDB1,Interaction,never_sig,NS
Q16543,CDC37,Interaction,never_sig,NS
Q16555,DPYSL2,Interaction,never_sig,NS
Q16563,SYPL1,Interaction,never_sig,NS
Q16576,RBBP7,Interaction,never_sig,NS
Q16585,SGCB,Interaction,never_sig,NS
Q16586,SGCA,Interaction,never_sig,NS
Q16595,FXN,Interaction,never_sig,NS
Q16658,FSCN1,Interaction,never_sig,NS
Q16698,DECR1,Interaction,never_sig,NS
Q16718,NDUFA5,Interaction,never_sig,NS
Q16740,CLPP,Interaction,never_sig,NS
Q16762,TST,Interaction,never_sig,NS
Q16773,KYAT1,Interaction,never_sig,NS
Q16774,GUK1,Interaction,never_sig,NS
Q16775,HAGH,Interaction,never_sig,NS
Q16795,NDUFA9,Interaction,never_sig,NS
Q16816,PHKG1,Interaction,never_sig,NS
Q16821,PPP1R3A,Interaction,never_sig,NS
Q16836,HADH,Interaction,never_sig,NS
Q16851,UGP2,Interaction,never_sig,NS
Q16881,TXNRD1,Interaction,never_sig,NS
Q16891,IMMT,Interaction,never_sig,NS
Q2TAA2,IAH1,Interaction,never_sig,NS
Q2TBA0,KLHL40,Interaction,never_sig,NS
Q3LXA3,TKFC,Interaction,never_sig,NS
Q3ZCQ8,TIMM50,Interaction,never_sig,NS
Q4G0N4,NADK2,Interaction,never_sig,NS
Q52LJ0,FAM98B,Interaction,never_sig,NS
Q53FT3,HIKESHI,Interaction,never_sig,NS
Q53GG5,PDLIM3,Interaction,never_sig,NS
Q53GQ0,HSD17B12,Interaction,never_sig,NS
Q53H12,AGK,Interaction,never_sig,NS
Q53H82,LACTB2,Interaction,never_sig,NS
Q58WW2,DCAF6,Interaction,never_sig,NS
Q5BKX8,CAVIN4,Interaction,never_sig,NS
Q5D862,FLG2,Interaction,never_sig,NS
Q5HYI8,RABL3,Interaction,never_sig,NS
Q5HYK3,COQ5,Interaction,never_sig,NS
Q5JPE7,NOMO2,Interaction,never_sig,NS
Q5JRX3,PITRM1,Interaction,never_sig,NS
Q5JSH3,WDR44,Interaction,never_sig,NS
Q5JTJ3,COA6,Interaction,never_sig,NS
Q5JTV8,TOR1AIP1,Interaction,never_sig,NS
Q5JWF2,GNAS,Interaction,never_sig,NS
Q5R3I4,TTC38,Interaction,never_sig,NS
Q5SQH8,C6orf136,Interaction,never_sig,NS
Q5SSJ5,HP1BP3,Interaction,never_sig,NS
Q5T440,IBA57,Interaction,never_sig,NS
Q5T4S7,UBR4,Interaction,never_sig,NS
Q5TAQ9,DCAF8,Interaction,never_sig,NS
Q5TDH0,DDI2,Interaction,never_sig,NS
Q5TGZ0,MICOS10,Interaction,never_sig,NS
Q5U5X0,LYRM7,Interaction,never_sig,NS
Q5VST9,OBSCN,Interaction,never_sig,NS
Q5VTT5,MYOM3,Interaction,never_sig,NS
Q5VU43,PDE4DIP,Interaction,never_sig,NS
Q5VW32,BROX,Interaction,never_sig,NS
Q5VWZ2,LYPLAL1,Interaction,never_sig,NS
Q5VXT5,SYPL2,Interaction,never_sig,NS
Q5VYK3,ECPAS,Interaction,never_sig,NS
Q5XKP0,MICOS13,Interaction,never_sig,NS
Q5XPI4,RNF123,Interaction,never_sig,NS
Q66K66,TMEM198,Interaction,never_sig,NS
Q68DQ2,CRYBG3,Interaction,never_sig,NS
Q6DKJ4,NXN,Interaction,never_sig,NS
Q6GMV3,PTRHD1,Interaction,never_sig,NS
Q6H8Q1,ABLIM2,Interaction,never_sig,NS
Q6IAA8,LAMTOR1,Interaction,never_sig,NS
Q6IAN0,DHRS7B,Interaction,never_sig,NS
Q6IBS0,TWF2,Interaction,never_sig,NS
Q6IPR1,ETFRF1,Interaction,never_sig,NS
Q6IQ22,RAB12,Interaction,never_sig,NS
Q6IQ26,DENND5A,Interaction,never_sig,NS
Q6JBY9,RCSD1,Interaction,never_sig,NS
Q6NUK1,SLC25A24,Interaction,never_sig,NS
Q6NVY1,HIBCH,Interaction,never_sig,NS
Q6NZI2,CAVIN1,Interaction,never_sig,NS
Q6P161,MRPL54,Interaction,never_sig,NS
Q6P1A2,LPCAT3,Interaction,never_sig,NS
Q6P1N9,TATDN1,Interaction,never_sig,NS
Q6P4A7,SFXN4,Interaction,never_sig,NS
Q6P587,FAHD1,Interaction,never_sig,NS
Q6P5Q4,LMOD2,Interaction,never_sig,NS
Q6PCB7,SLC27A1,Interaction,never_sig,NS
